"SCOPE","AGGREGATION LEVEL","YEAR","DISTRICT NUMBER","DISTRICT NAME","CAMPUS NUMBER","CAMPUS NAME","GRADE GROUP","COUNTY NUMBER","COUNTY NAME","REGION","TOTAL  ENROLLMENT","TOTAL  G & T  STUDENTS","TOTAL  CTE  STUDENTS","TOTAL  ELL  STUDENTS","TOTAL  BILINGUAL  STUDENTS","TOTAL  ESL  STUDENTS","TOTAL  ECONOMICALLY  DISADVANTAGED  STUDENTS","TOTAL  TITLE I  STUDENTS","TOTAL  AT RISK  STUDENTS","TOTAL MILITARY CONNECTED STUDENTS","TOTAL FOSTER CARE STUDENTS","TOTAL HOMELESS STUDENTS","SUM_HOMELESS","TOTAL DYSLEXIC STUDENTS"
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901062,"GORZYCKI MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,1279,179,711,28,0,26,58,-9999999,186,8,-9999999,116,-9999999,110
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901064,"GARCIA YMLA","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,421,42,237,198,0,193,396,421,344,-9999999,0,74,17,51
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901065,"SADLER MEANS YWLA","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,399,28,243,197,0,196,361,399,312,0,0,51,16,27
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901101,"ALLISON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,460,17,0,216,198,15,392,460,332,0,0,57,5,20
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901102,"ANDREWS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,572,13,0,431,387,44,537,572,495,0,-9999999,55,15,28
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901103,"BARTON HILLS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,427,26,0,11,0,7,25,0,81,-9999999,0,20,0,29
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901104,"BECKER EL","ELEMENTARY",227,"TRAVIS COUNTY",13,431,84,0,70,368,8,166,431,176,0,-9999999,16,6,17
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901105,"BLACKSHEAR EL","ELEMENTARY",227,"TRAVIS COUNTY",13,381,17,0,85,31,53,268,381,197,-9999999,0,43,-9999999,22
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901106,"BLANTON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,486,34,0,258,322,18,363,486,325,0,0,37,-9999999,20
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901107,"BRENTWOOD EL","ELEMENTARY",227,"TRAVIS COUNTY",13,644,64,0,69,109,17,140,-9999999,192,-9999999,-9999999,79,-9999999,49
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901108,"BROOKE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,272,20,0,82,100,10,250,272,168,0,0,47,11,18
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901109,"BROWN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,354,18,0,246,224,24,306,354,297,0,0,43,17,13
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901110,"BRYKER WOODS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,443,24,0,14,0,13,43,0,95,0,0,33,0,27
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901111,"CAMPBELL EL","ELEMENTARY",227,"TRAVIS COUNTY",13,194,-9999999,0,40,30,8,171,194,120,-9999999,0,36,19,13
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901112,"CASIS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,817,24,0,17,0,15,21,0,85,-9999999,0,45,0,45
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901113,"CUNNINGHAM EL","ELEMENTARY",227,"TRAVIS COUNTY",13,412,14,0,78,99,18,233,412,188,-9999999,-9999999,64,-9999999,23
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901114,"DAWSON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,340,29,0,111,134,28,272,340,194,0,0,64,5,15
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901115,"DAEP- EL","ELEMENTARY",227,"TRAVIS COUNTY",13,5,0,0,-9999999,-9999999,-9999999,5,0,5,0,0,-9999999,0,-9999999
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901116,"GOVALLE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,470,28,0,164,154,9,415,470,329,-9999999,-9999999,71,19,34
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901117,"GULLETT EL","ELEMENTARY",227,"TRAVIS COUNTY",13,554,25,0,7,0,6,49,-9999999,58,0,-9999999,38,-9999999,20
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901118,"HARRIS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,615,5,0,434,363,71,586,615,509,0,-9999999,55,18,16
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901119,"HIGHLAND PARK EL","ELEMENTARY",227,"TRAVIS COUNTY",13,652,119,0,9,0,8,29,0,94,-9999999,-9999999,39,0,37
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901120,"JOSLIN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,261,13,0,76,60,14,174,261,130,-9999999,0,41,-9999999,21
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901121,"LEE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,402,21,0,15,0,15,62,-9999999,99,0,0,42,-9999999,15
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901122,"MAPLEWOOD EL","ELEMENTARY",227,"TRAVIS COUNTY",13,498,35,0,43,111,12,201,9,186,0,-9999999,64,15,22
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901123,"MATHEWS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,442,25,0,66,8,57,126,442,151,0,0,28,26,23
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901124,"METZ EL","ELEMENTARY",227,"TRAVIS COUNTY",13,305,9,0,140,105,34,251,305,221,-9999999,0,32,5,16
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901125,"OAK SPRINGS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,324,10,0,93,70,23,298,324,198,0,0,44,11,12
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901126,"ORTEGA EL","ELEMENTARY",227,"TRAVIS COUNTY",13,306,13,0,120,104,17,256,306,181,-9999999,0,40,18,15
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901127,"SANCHEZ EL","ELEMENTARY",227,"TRAVIS COUNTY",13,353,8,0,257,235,22,331,353,290,-9999999,0,29,-9999999,-9999999
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901128,"PEASE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,242,22,0,-9999999,0,-9999999,39,-9999999,48,0,0,19,-9999999,15
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901129,"PECAN SPRINGS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,470,19,0,210,196,21,420,470,318,0,-9999999,36,19,22
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901130,"PLEASANT HILL EL","ELEMENTARY",227,"TRAVIS COUNTY",13,502,-9999999,0,243,205,35,410,502,336,0,-9999999,62,13,22
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901131,"READ PRE-K CENTER","ELEMENTARY",227,"TRAVIS COUNTY",13,320,0,0,215,191,23,243,0,215,0,-9999999,44,0,0
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901132,"REILLY EL","ELEMENTARY",227,"TRAVIS COUNTY",13,268,11,0,197,143,49,186,268,230,0,-9999999,39,7,15
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901133,"RIDGETOP EL","ELEMENTARY",227,"TRAVIS COUNTY",13,331,39,0,89,327,-9999999,112,331,151,0,-9999999,27,9,10
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901136,"ST ELMO EL","ELEMENTARY",227,"TRAVIS COUNTY",13,284,16,0,143,124,15,223,284,181,0,0,28,24,8
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901138,"SUMMITT EL","ELEMENTARY",227,"TRAVIS COUNTY",13,833,48,0,251,243,38,253,5,370,7,0,81,5,24
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901139,"SIMS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,232,-9999999,0,69,66,-9999999,214,232,139,0,0,18,7,7
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901140,"TRAVIS HTS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,548,40,0,138,172,48,347,548,290,0,-9999999,68,-9999999,32
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901141,"WALNUT CREEK EL","ELEMENTARY",227,"TRAVIS COUNTY",13,605,10,0,434,368,64,501,605,513,-9999999,0,58,12,16
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901143,"PATTON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,982,108,0,167,0,166,196,-9999999,288,-9999999,-9999999,69,-9999999,38
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901144,"WOOTEN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,568,19,0,439,415,42,475,568,489,0,0,65,6,15
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901145,"ZAVALA EL","ELEMENTARY",227,"TRAVIS COUNTY",13,357,9,0,121,98,21,297,357,214,0,-9999999,66,27,15
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901146,"ZILKER EL","ELEMENTARY",227,"TRAVIS COUNTY",13,562,69,0,33,26,7,114,0,110,-9999999,0,52,0,36
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901147,"MENCHACA EL","ELEMENTARY",227,"TRAVIS COUNTY",13,740,24,0,151,161,39,290,740,340,-9999999,-9999999,86,-9999999,31
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901148,"OAK HILL EL","ELEMENTARY",227,"TRAVIS COUNTY",13,832,57,0,257,268,38,298,832,402,5,10,88,-9999999,27
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901149,"BARRINGTON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,542,28,0,380,356,25,420,542,446,0,0,54,-9999999,7
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901150,"NORMAN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,263,22,0,64,59,5,244,263,169,0,0,33,18,-9999999
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901151,"PILLOW EL","ELEMENTARY",227,"TRAVIS COUNTY",13,509,17,0,214,140,74,365,509,329,0,-9999999,48,14,26
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901152,"WOOLDRIDGE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,612,25,0,431,371,57,568,612,508,0,0,35,-9999999,18
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901154,"DOSS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,882,52,0,122,0,117,128,-9999999,204,0,0,39,-9999999,49
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901155,"HILL EL","ELEMENTARY",227,"TRAVIS COUNTY",13,939,70,0,68,-9999999,64,71,5,183,9,-9999999,45,5,28
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901156,"ODOM EL","ELEMENTARY",227,"TRAVIS COUNTY",13,509,15,0,212,198,10,437,509,343,-9999999,-9999999,36,24,13
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901157,"WINN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,241,13,0,148,144,-9999999,205,241,199,0,0,33,11,-9999999
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901158,"SUNSET VALLEY EL","ELEMENTARY",227,"TRAVIS COUNTY",13,533,55,0,218,378,10,269,533,309,-9999999,0,45,8,22
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901159,"GRAHAM EL","ELEMENTARY",227,"TRAVIS COUNTY",13,686,28,0,407,383,22,575,686,523,0,0,58,-9999999,21
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901160,"LINDER EL","ELEMENTARY",227,"TRAVIS COUNTY",13,320,7,0,170,138,31,296,320,245,0,0,49,8,12
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901161,"COOK EL","ELEMENTARY",227,"TRAVIS COUNTY",13,521,10,0,365,345,16,492,521,446,0,0,42,8,40
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901162,"HOUSTON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,680,15,0,366,351,13,565,680,532,-9999999,-9999999,50,11,16
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901163,"HART EL","ELEMENTARY",227,"TRAVIS COUNTY",13,700,20,0,555,453,101,672,700,631,0,-9999999,62,15,33
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901164,"PICKLE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,638,-9999999,0,499,478,20,577,638,570,0,0,39,21,10
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901165,"MCBEE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,450,-9999999,0,351,336,13,424,450,397,0,0,67,-9999999,51
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901166,"WILLIAMS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,458,20,0,120,96,16,355,458,255,-9999999,-9999999,85,7,26
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901168,"LANGFORD EL","ELEMENTARY",227,"TRAVIS COUNTY",13,619,13,0,403,373,29,581,619,520,-9999999,0,42,7,21
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901170,"BOONE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,568,34,0,79,19,60,225,568,186,9,-9999999,72,8,35
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901171,"PALM EL","ELEMENTARY",227,"TRAVIS COUNTY",13,470,19,0,201,177,21,378,470,306,9,-9999999,45,9,18
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901172,"KOCUREK EL","ELEMENTARY",227,"TRAVIS COUNTY",13,539,20,0,99,76,21,334,539,244,-9999999,-9999999,60,7,29
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901173,"CASEY EL","ELEMENTARY",227,"TRAVIS COUNTY",13,633,18,0,117,167,18,377,633,275,-9999999,-9999999,61,6,19
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901174,"RODRIGUEZ EL","ELEMENTARY",227,"TRAVIS COUNTY",13,591,17,0,339,323,17,563,591,446,0,-9999999,42,8,12
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901175,"WIDEN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,558,11,0,284,247,37,479,558,418,-9999999,0,68,5,14
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901176,"GALINDO EL","ELEMENTARY",227,"TRAVIS COUNTY",13,590,22,0,353,295,56,500,590,436,0,9,80,9,40
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901177,"UPHAUS EARLY CHILDHOOD CENTER","ELEMENTARY",227,"TRAVIS COUNTY",13,299,0,0,177,164,12,249,299,207,-9999999,-9999999,46,-9999999,0
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901178,"JORDAN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,712,11,0,475,460,13,626,712,577,-9999999,-9999999,67,12,15
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901179,"DAVIS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,815,77,0,152,34,116,172,-9999999,303,8,-9999999,67,5,29
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901180,"KIKER EL","ELEMENTARY",227,"TRAVIS COUNTY",13,1049,126,0,63,0,62,28,0,192,11,-9999999,103,0,106
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901181,"MILLS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,843,56,0,73,0,70,61,0,158,7,0,63,0,25
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901182,"BARANOFF EL","ELEMENTARY",227,"TRAVIS COUNTY",13,1020,50,0,60,0,54,118,-9999999,222,13,7,71,-9999999,58
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901183,"COWAN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,839,40,0,62,11,46,246,268,246,11,9,87,24,47
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901184,"CLAYTON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,855,110,0,57,0,53,10,0,134,-9999999,0,71,0,27
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901185,"BLAZIER EL","ELEMENTARY",227,"TRAVIS COUNTY",13,813,22,0,265,316,28,572,813,454,15,5,72,-9999999,39
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901186,"GUERRERO THOMPSON","ELEMENTARY",227,"TRAVIS COUNTY",13,667,15,0,566,495,70,545,667,601,0,-9999999,68,-9999999,9
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901187,"BALDWIN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,794,62,0,94,44,48,88,0,183,-9999999,-9999999,81,0,31
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901188,"PADRON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,797,12,0,654,621,32,647,797,701,0,-9999999,74,-9999999,23
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901189,"OVERTON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,667,12,0,426,398,26,566,667,543,0,0,49,7,30
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901190,"PEREZ EL","ELEMENTARY",227,"TRAVIS COUNTY",13,723,28,0,394,451,19,590,723,506,-9999999,0,96,6,29
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901192,"DOBIE PK CENTER","ELEMENTARY",227,"TRAVIS COUNTY",13,208,0,0,153,133,20,190,-9999999,154,-9999999,-9999999,25,-9999999,0
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901193,"WEBB PRI CENTER","ELEMENTARY",227,"TRAVIS COUNTY",13,262,-9999999,0,213,178,34,252,262,237,0,0,20,9,13
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901194,"AUSTIN ISD CHILD DEVELOPMENT CENTE","ELEMENTARY",227,"TRAVIS COUNTY",13,78,0,0,-9999999,0,-9999999,73,0,5,0,-9999999,-9999999,0,0
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901249,"DELL CHILDREN'S MEDICAL CENTER","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,-9999999,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0,0
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901250,"AUSTIN ST HOSPITAL","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,23,0,0,-9999999,0,-9999999,0,0,23,-9999999,-9999999,12,0,0
"COUNTY","CAMPUS","2016-2017",227901,"AUSTIN ISD",227901251,"ROSEDALE","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,210,0,0,23,6,14,77,0,122,0,0,199,0,5
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904001,"PFLUGERVILLE H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,2086,238,1492,150,0,147,897,2086,1009,29,0,228,18,36
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904003,"JOHN B CONNALLY H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,1884,124,1510,365,0,361,1220,1884,1221,10,-9999999,209,29,24
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904004,"HENDRICKSON H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,3258,341,2656,241,0,234,1099,32,1195,38,8,253,32,73
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904008,"TRAVIS CO J J A E P","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,-9999999,0,-9999999,-9999999,0,-9999999,-9999999,0,-9999999,0,0,0,0,0
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904041,"PFLUGERVILLE MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,944,131,82,166,0,163,479,944,503,-9999999,-9999999,119,10,42
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904042,"WESTVIEW MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,802,79,130,265,0,262,559,802,568,0,0,120,12,24
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904043,"PARK CREST MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,903,99,63,78,0,77,342,903,458,17,-9999999,116,13,45
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904045,"DESSAU MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,792,59,133,287,0,283,598,792,565,-9999999,0,100,17,20
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904046,"KELLY LANE MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,1205,134,154,63,0,62,293,-9999999,358,7,-9999999,118,-9999999,34
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904048,"CELE MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,895,78,113,112,0,110,360,895,380,6,-9999999,102,6,36
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904101,"PFLUGERVILLE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,469,25,0,61,0,57,225,469,202,6,-9999999,44,8,13
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904102,"PARMER LANE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,491,21,0,267,193,73,312,491,334,-9999999,0,52,10,8
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904103,"TIMMERMAN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,421,27,0,46,0,44,185,421,154,-9999999,-9999999,48,6,17
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904104,"NORTHWEST EL","ELEMENTARY",227,"TRAVIS COUNTY",13,531,19,0,127,0,125,375,531,283,-9999999,0,86,8,-9999999
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904105,"DESSAU EL","ELEMENTARY",227,"TRAVIS COUNTY",13,567,35,0,348,281,64,452,567,449,0,0,44,6,11
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904106,"WINDERMERE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,431,71,0,42,0,41,200,431,184,0,-9999999,60,10,27
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904107,"RIVER OAKS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,544,24,0,230,175,52,422,544,364,0,0,56,10,7
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904108,"BROOKHOLLOW EL","ELEMENTARY",227,"TRAVIS COUNTY",13,422,20,0,44,0,42,204,422,156,9,-9999999,50,9,11
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904109,"SPRINGHILL EL","ELEMENTARY",227,"TRAVIS COUNTY",13,579,25,0,301,234,62,380,579,439,-9999999,-9999999,59,7,8
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904110,"WINDERMERE PRI","ELEMENTARY",227,"TRAVIS COUNTY",13,407,7,0,47,0,45,219,407,148,6,0,52,9,-9999999
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904111,"COPPERFIELD EL","ELEMENTARY",227,"TRAVIS COUNTY",13,443,27,0,215,182,33,331,443,299,-9999999,0,57,12,8
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904112,"MURCHISON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,787,26,0,55,0,49,87,5,224,18,6,65,5,12
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904113,"DELCO PRI","ELEMENTARY",227,"TRAVIS COUNTY",13,658,7,0,459,397,53,543,658,529,0,-9999999,49,5,-9999999
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904114,"CALDWELL EL","ELEMENTARY",227,"TRAVIS COUNTY",13,686,28,0,260,259,53,352,686,401,11,-9999999,62,8,17
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904115,"ROWE LANE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,894,39,0,52,0,49,108,-9999999,244,18,7,74,-9999999,22
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904116,"HIGHLAND PARK EL","ELEMENTARY",227,"TRAVIS COUNTY",13,825,45,0,302,278,58,331,825,425,20,-9999999,79,-9999999,15
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904117,"WIELAND EL","ELEMENTARY",227,"TRAVIS COUNTY",13,407,28,0,160,112,49,269,407,244,11,0,44,-9999999,13
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904118,"RIOJAS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,954,49,0,81,5,68,203,0,266,5,-9999999,59,0,10
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904119,"RUTH BARRON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,732,20,0,479,465,43,592,732,580,-9999999,-9999999,64,-9999999,6
"COUNTY","CAMPUS","2016-2017",227904,"PFLUGERVILLE ISD",227904120,"DEARING EL","ELEMENTARY",227,"TRAVIS COUNTY",13,570,22,0,49,0,49,254,570,226,16,-9999999,63,-9999999,8
"COUNTY","CAMPUS","2016-2017",227907,"MANOR ISD",227907001,"MANOR H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,1826,125,1641,352,0,344,1308,51,1162,-9999999,-9999999,207,55,45
"COUNTY","CAMPUS","2016-2017",227907,"MANOR ISD",227907002,"MANOR EXCEL ACADEMY","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,61,0,28,7,0,7,55,61,57,-9999999,-9999999,8,7,-9999999
