"SCOPE","AGGREGATION LEVEL","YEAR","DISTRICT NUMBER","DISTRICT NAME","CAMPUS NUMBER","CAMPUS NAME","GRADE GROUP","COUNTY NUMBER","COUNTY NAME","REGION","TOTAL  ENROLLMENT","TOTAL  G & T  STUDENTS","TOTAL  CTE  STUDENTS","TOTAL  ELL  STUDENTS","TOTAL  BILINGUAL  STUDENTS","TOTAL  ESL  STUDENTS","TOTAL  ECONOMICALLY  DISADVANTAGED  STUDENTS","TOTAL  TITLE I  STUDENTS","TOTAL  AT RISK  STUDENTS","TOTAL MILITARY CONNECTED STUDENTS","TOTAL FOSTER CARE STUDENTS","TOTAL HOMELESS STUDENTS","SUM_HOMELESS","TOTAL DYSLEXIC STUDENTS"
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901110,"BRYKER WOODS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,458,22,0,17,0,16,36,0,91,0,0,22,0,27
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901111,"CAMPBELL EL","ELEMENTARY",227,"TRAVIS COUNTY",13,187,7,0,37,24,12,167,187,118,0,0,42,8,13
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901112,"CASIS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,765,39,0,16,0,16,20,-9999999,87,0,0,45,-9999999,43
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901113,"CUNNINGHAM EL","ELEMENTARY",227,"TRAVIS COUNTY",13,394,12,0,73,47,26,236,394,194,-9999999,-9999999,65,-9999999,19
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901114,"DAWSON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,352,30,0,96,134,24,258,352,193,-9999999,-9999999,57,-9999999,14
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901115,"DAEP- EL","ELEMENTARY",227,"TRAVIS COUNTY",13,7,0,0,-9999999,-9999999,0,6,0,6,0,0,0,0,0
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901116,"GOVALLE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,408,27,0,146,132,13,388,408,314,0,-9999999,76,25,40
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901117,"GULLETT EL","ELEMENTARY",227,"TRAVIS COUNTY",13,569,27,0,7,0,6,37,0,65,0,-9999999,61,0,33
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901118,"HARRIS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,630,17,0,416,361,54,614,630,499,-9999999,-9999999,71,10,16
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901119,"HIGHLAND PARK EL","ELEMENTARY",227,"TRAVIS COUNTY",13,641,109,0,10,0,9,36,-9999999,87,-9999999,-9999999,50,-9999999,45
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901120,"JOSLIN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,282,9,0,90,71,15,193,282,154,-9999999,-9999999,44,-9999999,19
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901121,"LEE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,443,26,0,20,0,17,65,0,108,-9999999,12,39,0,21
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901122,"MAPLEWOOD EL","ELEMENTARY",227,"TRAVIS COUNTY",13,485,47,0,40,111,19,182,17,189,0,-9999999,69,17,30
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901123,"MATHEWS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,437,24,0,54,7,45,135,437,148,0,5,26,26,24
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901124,"METZ EL","ELEMENTARY",227,"TRAVIS COUNTY",13,285,19,0,119,88,30,253,285,203,0,-9999999,46,16,22
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901125,"OAK SPRINGS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,322,12,0,75,59,16,319,322,174,0,-9999999,42,0,9
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901126,"ORTEGA EL","ELEMENTARY",227,"TRAVIS COUNTY",13,276,18,0,104,98,10,244,276,169,-9999999,-9999999,39,13,16
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901127,"SANCHEZ EL","ELEMENTARY",227,"TRAVIS COUNTY",13,258,5,0,182,195,11,254,258,220,0,0,25,5,8
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901128,"PEASE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,233,15,0,-9999999,0,-9999999,36,-9999999,48,-9999999,0,16,-9999999,13
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901129,"PECAN SPRINGS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,454,35,0,190,174,26,439,454,305,0,0,45,5,27
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901130,"PLEASANT HILL EL","ELEMENTARY",227,"TRAVIS COUNTY",13,465,11,0,224,193,28,420,465,297,-9999999,0,63,11,29
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901131,"READ PRE-K CENTER","ELEMENTARY",227,"TRAVIS COUNTY",13,304,0,0,225,192,33,270,-9999999,227,0,-9999999,41,-9999999,0
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901132,"REILLY EL","ELEMENTARY",227,"TRAVIS COUNTY",13,238,20,0,160,133,24,181,238,188,0,0,40,9,13
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901133,"RIDGETOP EL","ELEMENTARY",227,"TRAVIS COUNTY",13,371,52,0,85,369,-9999999,116,371,148,0,-9999999,18,11,20
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901136,"ST ELMO EL","ELEMENTARY",227,"TRAVIS COUNTY",13,297,17,0,151,135,11,246,297,195,-9999999,-9999999,29,15,-9999999
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901138,"SUMMITT EL","ELEMENTARY",227,"TRAVIS COUNTY",13,844,62,0,256,272,45,249,7,380,-9999999,-9999999,89,7,33
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901139,"SIMS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,204,5,0,61,58,-9999999,197,204,122,0,-9999999,18,7,6
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901140,"TRAVIS HTS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,518,33,0,143,149,63,328,518,274,0,-9999999,60,12,26
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901141,"WALNUT CREEK EL","ELEMENTARY",227,"TRAVIS COUNTY",13,642,13,0,478,411,65,606,642,555,0,0,72,28,18
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901143,"PATTON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,984,112,0,175,-9999999,171,215,-9999999,354,-9999999,-9999999,80,-9999999,43
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901144,"WOOTEN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,503,12,0,397,377,32,464,503,445,0,0,58,5,18
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901145,"ZAVALA EL","ELEMENTARY",227,"TRAVIS COUNTY",13,298,17,0,97,76,19,286,298,177,-9999999,6,63,22,17
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901146,"ZILKER EL","ELEMENTARY",227,"TRAVIS COUNTY",13,550,71,0,26,17,9,106,15,145,-9999999,-9999999,53,18,43
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901147,"MENCHACA EL","ELEMENTARY",227,"TRAVIS COUNTY",13,717,35,0,151,140,42,302,717,315,0,0,91,8,42
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901148,"OAK HILL EL","ELEMENTARY",227,"TRAVIS COUNTY",13,868,63,0,269,270,42,339,868,408,6,7,104,20,47
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901149,"BARRINGTON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,547,26,0,382,343,39,536,547,461,-9999999,0,53,21,12
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901150,"NORMAN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,192,13,0,53,47,5,187,192,112,0,0,13,6,-9999999
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901151,"PILLOW EL","ELEMENTARY",227,"TRAVIS COUNTY",13,519,34,0,218,147,70,385,519,342,-9999999,-9999999,53,20,39
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901152,"WOOLDRIDGE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,532,14,0,367,318,47,506,532,443,0,0,39,-9999999,17
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901154,"DOSS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,835,53,0,127,0,126,126,5,212,0,0,51,5,47
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901155,"HILL EL","ELEMENTARY",227,"TRAVIS COUNTY",13,954,90,0,86,-9999999,82,66,-9999999,209,0,-9999999,62,5,32
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901156,"ODOM EL","ELEMENTARY",227,"TRAVIS COUNTY",13,463,18,0,198,189,8,400,463,319,0,0,31,19,11
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901157,"WINN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,259,13,0,140,132,7,218,259,179,0,0,42,-9999999,5
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901158,"SUNSET VALLEY EL","ELEMENTARY",227,"TRAVIS COUNTY",13,543,51,0,188,350,15,271,543,288,-9999999,0,52,9,29
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901159,"GRAHAM EL","ELEMENTARY",227,"TRAVIS COUNTY",13,610,28,0,362,345,17,507,610,461,0,-9999999,54,5,24
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901160,"LINDER EL","ELEMENTARY",227,"TRAVIS COUNTY",13,306,20,0,168,137,30,287,306,225,0,0,44,-9999999,12
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901161,"COOK EL","ELEMENTARY",227,"TRAVIS COUNTY",13,453,24,0,317,303,13,420,453,390,0,0,47,9,35
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901162,"HOUSTON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,642,27,0,345,331,13,600,642,496,-9999999,-9999999,56,18,16
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901163,"HART EL","ELEMENTARY",227,"TRAVIS COUNTY",13,682,25,0,540,434,103,640,682,620,0,0,66,20,38
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901164,"PICKLE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,544,5,0,436,425,10,529,544,495,0,0,36,-9999999,10
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901165,"MCBEE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,395,6,0,306,289,17,373,395,344,-9999999,0,58,14,45
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901166,"WILLIAMS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,466,27,0,121,103,17,362,466,257,-9999999,-9999999,80,-9999999,27
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901168,"LANGFORD EL","ELEMENTARY",227,"TRAVIS COUNTY",13,540,21,0,332,307,25,505,540,436,0,0,57,8,28
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901170,"BOONE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,535,38,0,63,18,45,225,535,194,6,7,86,-9999999,39
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901171,"PALM EL","ELEMENTARY",227,"TRAVIS COUNTY",13,449,18,0,193,170,21,386,449,292,0,5,57,16,24
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901172,"KOCUREK EL","ELEMENTARY",227,"TRAVIS COUNTY",13,578,28,0,103,83,19,384,578,272,-9999999,-9999999,73,9,33
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901173,"CASEY EL","ELEMENTARY",227,"TRAVIS COUNTY",13,616,42,0,134,155,26,370,616,302,-9999999,5,63,11,25
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901174,"RODRIGUEZ EL","ELEMENTARY",227,"TRAVIS COUNTY",13,503,22,0,308,297,11,485,503,405,0,0,53,12,19
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901175,"WIDEN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,522,14,0,261,241,20,478,522,408,-9999999,0,80,20,31
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901176,"GALINDO EL","ELEMENTARY",227,"TRAVIS COUNTY",13,586,27,0,360,285,73,528,586,435,-9999999,-9999999,76,21,26
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901177,"UPHAUS EARLY CHILDHOOD CENTER","ELEMENTARY",227,"TRAVIS COUNTY",13,340,0,0,199,195,12,306,340,231,6,-9999999,44,-9999999,0
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901178,"JORDAN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,662,27,0,456,431,24,620,662,549,0,0,82,11,16
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901179,"DAVIS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,807,71,0,171,27,137,186,6,310,10,-9999999,68,6,34
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901180,"KIKER EL","ELEMENTARY",227,"TRAVIS COUNTY",13,1111,115,0,77,0,77,29,-9999999,219,10,0,102,-9999999,107
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901181,"MILLS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,854,72,0,68,0,68,50,0,167,5,-9999999,63,0,49
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901182,"BARANOFF EL","ELEMENTARY",227,"TRAVIS COUNTY",13,1014,50,0,53,0,50,118,7,235,13,-9999999,78,7,63
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901183,"COWAN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,841,74,0,72,19,50,257,19,268,-9999999,7,89,20,60
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901184,"CLAYTON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,838,129,0,44,-9999999,38,12,0,134,0,0,83,0,34
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901185,"BLAZIER EL","ELEMENTARY",227,"TRAVIS COUNTY",13,860,38,0,254,279,40,577,860,490,8,5,70,12,40
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901186,"GUERRERO THOMPSON","ELEMENTARY",227,"TRAVIS COUNTY",13,633,21,0,543,490,52,618,633,575,0,0,63,7,8
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901187,"BALDWIN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,810,56,0,104,21,81,106,-9999999,211,7,5,88,-9999999,37
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901188,"PADRON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,759,16,0,639,603,35,718,759,691,0,0,68,7,30
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901189,"OVERTON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,559,12,0,360,349,17,519,559,456,0,0,46,-9999999,27
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901190,"PEREZ EL","ELEMENTARY",227,"TRAVIS COUNTY",13,650,23,0,338,394,13,581,650,467,-9999999,-9999999,81,6,41
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901192,"DOBIE PK CENTER","ELEMENTARY",227,"TRAVIS COUNTY",13,209,0,0,163,152,11,199,-9999999,163,0,-9999999,22,-9999999,0
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901193,"WEBB PRI CENTER","ELEMENTARY",227,"TRAVIS COUNTY",13,246,9,0,184,155,29,227,246,210,0,0,19,17,11
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901194,"AUSTIN ISD CHILD DEVELOPMENT CENTE","ELEMENTARY",227,"TRAVIS COUNTY",13,170,0,0,57,-9999999,32,170,-9999999,59,0,-9999999,-9999999,-9999999,0
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901250,"AUSTIN ST HOSPITAL","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,16,0,0,-9999999,0,-9999999,-9999999,0,16,-9999999,-9999999,10,0,0
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901251,"ROSEDALE","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,232,0,0,28,7,15,73,-9999999,126,0,0,206,-9999999,5
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904001,"PFLUGERVILLE H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,2055,234,1502,144,0,141,786,2055,967,28,-9999999,229,30,46
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904003,"JOHN B CONNALLY H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,1857,139,1529,393,0,386,1070,1857,1274,9,0,216,28,22
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904004,"HENDRICKSON H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,2618,268,2134,146,0,144,657,21,1017,21,7,221,21,85
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904005,"WEISS H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,884,55,659,140,0,136,349,16,461,8,-9999999,93,14,24
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904008,"TRAVIS CO J J A E P","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,-9999999,0,-9999999,0,0,0,-9999999,-9999999,-9999999,0,0,0,0,0
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904041,"PFLUGERVILLE MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,1017,126,110,196,-9999999,190,460,1017,553,-9999999,6,127,7,59
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904042,"WESTVIEW MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,801,84,97,271,0,269,536,801,566,-9999999,-9999999,133,13,29
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904043,"PARK CREST MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,948,101,165,84,-9999999,80,383,948,448,15,6,128,20,43
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904045,"DESSAU MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,860,56,97,320,0,317,569,860,601,0,0,127,11,31
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904046,"KELLY LANE MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,1078,136,185,44,-9999999,44,171,-9999999,318,14,0,97,-9999999,33
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904048,"CELE MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,1044,96,135,118,-9999999,112,343,1044,453,-9999999,-9999999,118,9,50
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904101,"PFLUGERVILLE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,453,31,0,67,0,62,192,453,146,-9999999,0,44,-9999999,13
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904102,"PARMER LANE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,501,22,0,287,200,86,277,501,351,-9999999,0,50,10,8
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904103,"TIMMERMAN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,535,23,0,64,0,60,263,535,245,-9999999,-9999999,75,5,24
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904104,"NORTHWEST EL","ELEMENTARY",227,"TRAVIS COUNTY",13,530,17,0,135,0,126,357,530,291,-9999999,-9999999,71,7,9
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904105,"DESSAU EL","ELEMENTARY",227,"TRAVIS COUNTY",13,608,33,0,365,293,70,394,608,482,-9999999,-9999999,54,8,17
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904106,"WINDERMERE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,402,68,0,32,0,28,175,402,186,-9999999,-9999999,58,5,25
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904107,"RIVER OAKS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,561,26,0,279,192,88,416,561,404,-9999999,0,58,13,6
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904108,"BROOKHOLLOW EL","ELEMENTARY",227,"TRAVIS COUNTY",13,471,28,0,47,0,46,182,471,182,11,-9999999,60,14,13
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904109,"SPRINGHILL EL","ELEMENTARY",227,"TRAVIS COUNTY",13,597,16,0,318,271,45,325,597,414,0,5,62,5,16
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904110,"WINDERMERE PRI","ELEMENTARY",227,"TRAVIS COUNTY",13,398,10,0,40,0,39,199,398,125,7,-9999999,46,-9999999,-9999999
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904111,"COPPERFIELD EL","ELEMENTARY",227,"TRAVIS COUNTY",13,413,26,0,205,157,46,260,413,267,-9999999,-9999999,47,14,14
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904112,"MURCHISON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,816,27,0,63,0,59,65,0,170,8,-9999999,60,-9999999,15
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904113,"DELCO PRI","ELEMENTARY",227,"TRAVIS COUNTY",13,697,5,0,451,392,52,465,697,551,-9999999,0,55,7,-9999999
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904114,"CALDWELL EL","ELEMENTARY",227,"TRAVIS COUNTY",13,655,22,0,241,245,45,306,655,390,9,-9999999,64,6,31
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904115,"ROWE LANE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,791,36,0,50,0,49,111,-9999999,217,19,-9999999,73,-9999999,22
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904116,"HIGHLAND PARK EL","ELEMENTARY",227,"TRAVIS COUNTY",13,641,40,0,168,166,50,169,641,259,7,-9999999,69,-9999999,14
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904117,"WIELAND EL","ELEMENTARY",227,"TRAVIS COUNTY",13,435,25,0,184,121,55,227,435,276,7,-9999999,64,-9999999,5
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904118,"RIOJAS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,668,49,0,57,0,49,122,0,169,7,6,37,5,6
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904119,"RUTH BARRON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,689,17,0,460,441,45,475,689,568,0,0,71,-9999999,6
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904120,"DEARING EL","ELEMENTARY",227,"TRAVIS COUNTY",13,574,26,0,59,0,58,239,574,234,7,-9999999,57,-9999999,6
"COUNTY","CAMPUS","2017-2018",227904,"PFLUGERVILLE ISD",227904121,"MOTT EL","ELEMENTARY",227,"TRAVIS COUNTY",13,706,19,0,156,129,40,194,152,287,8,-9999999,52,-9999999,13
"COUNTY","CAMPUS","2017-2018",227907,"MANOR ISD",227907001,"MANOR H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,1828,132,1679,394,-9999999,387,1297,46,1249,11,-9999999,216,48,43
"COUNTY","CAMPUS","2017-2018",227907,"MANOR ISD",227907002,"MANOR EXCEL ACADEMY","HIGH SCHOOL",227,"TRAVIS COUNTY",13,59,0,46,-9999999,0,-9999999,52,59,55,0,0,10,5,-9999999
"COUNTY","CAMPUS","2017-2018",227907,"MANOR ISD",227907004,"MANOR NEW TECHNOLOGY HIGH","HIGH SCHOOL",227,"TRAVIS COUNTY",13,433,91,433,41,-9999999,38,232,7,202,-9999999,0,18,9,12
"COUNTY","CAMPUS","2017-2018",227907,"MANOR ISD",227907041,"MANOR MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,684,38,385,264,-9999999,258,534,23,538,-9999999,-9999999,71,24,26
"COUNTY","CAMPUS","2017-2018",227907,"MANOR ISD",227907042,"DECKER MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,750,81,253,329,-9999999,325,580,11,590,7,0,86,12,29
"COUNTY","CAMPUS","2017-2018",227907,"MANOR ISD",227907043,"MANOR NEW TECHNOLOGY MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,562,117,352,108,-9999999,108,370,6,301,-9999999,0,41,7,19
"COUNTY","CAMPUS","2017-2018",227907,"MANOR ISD",227907101,"MANOR EL","ELEMENTARY",227,"TRAVIS COUNTY",13,322,15,0,191,169,25,271,322,265,-9999999,-9999999,32,18,7
"COUNTY","CAMPUS","2017-2018",227907,"MANOR ISD",227907102,"BLUEBONNET TRAIL EL","ELEMENTARY",227,"TRAVIS COUNTY",13,568,26,0,222,105,113,373,568,450,-9999999,0,44,11,9
"COUNTY","CAMPUS","2017-2018",227907,"MANOR ISD",227907104,"DECKER EL","ELEMENTARY",227,"TRAVIS COUNTY",13,469,24,0,310,278,29,452,469,414,-9999999,0,43,10,12
"COUNTY","CAMPUS","2017-2018",227907,"MANOR ISD",227907105,"BLAKE MANOR EL","ELEMENTARY",227,"TRAVIS COUNTY",13,565,37,0,314,293,24,478,565,501,-9999999,-9999999,40,-9999999,9
"COUNTY","CAMPUS","2017-2018",227907,"MANOR ISD",227907106,"PRESIDENTIAL MEADOWS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,585,34,0,311,253,56,461,585,500,-9999999,-9999999,46,10,9
"COUNTY","CAMPUS","2017-2018",227907,"MANOR ISD",227907107,"OAK MEADOWS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,676,25,0,422,382,39,663,676,601,0,-9999999,40,13,-9999999
"COUNTY","CAMPUS","2017-2018",227907,"MANOR ISD",227907108,"PIONEER CROSSING EL","ELEMENTARY",227,"TRAVIS COUNTY",13,621,71,0,257,109,143,376,621,465,-9999999,6,45,5,7
