"SCOPE","AGGREGATION LEVEL","YEAR","DISTRICT NUMBER","DISTRICT NAME","CAMPUS NUMBER","CAMPUS NAME","GRADE GROUP","COUNTY NUMBER","COUNTY NAME","REGION","TOTAL  ENROLLMENT","TOTAL  G & T  STUDENTS","TOTAL  CTE  STUDENTS","TOTAL  ELL  STUDENTS","TOTAL  BILINGUAL  STUDENTS","TOTAL  ESL  STUDENTS","TOTAL  ECONOMICALLY  DISADVANTAGED  STUDENTS","TOTAL  TITLE I  STUDENTS","TOTAL  AT RISK  STUDENTS","TOTAL MILITARY CONNECTED STUDENTS","TOTAL FOSTER CARE STUDENTS","TOTAL HOMELESS STUDENTS","SUM_HOMELESS","TOTAL DYSLEXIC STUDENTS"
"COUNTY","CAMPUS","2017-2018",227806,"UNIVERSITY OF TEXAS UNIVERSITY CHA",227806044,"GEORGETOWN BEHAVIORAL HEALTH INSTI","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,23,0,0,0,0,0,8,0,7,-9999999,0,-9999999,0,0
"COUNTY","CAMPUS","2017-2018",227806,"UNIVERSITY OF TEXAS UNIVERSITY CHA",227806045,"CEDAR CREST","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,31,0,0,0,0,0,27,0,31,8,-9999999,7,0,0
"COUNTY","CAMPUS","2017-2018",227806,"UNIVERSITY OF TEXAS UNIVERSITY CHA",227806046,"SETON HOME","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,82,0,0,43,0,43,21,0,82,0,32,5,0,0
"COUNTY","CAMPUS","2017-2018",227806,"UNIVERSITY OF TEXAS UNIVERSITY CHA",227806049,"KOZMETSKY AT RATHGEBER VILLAGE","HIGH SCHOOL",227,"TRAVIS COUNTY",13,21,0,0,-9999999,0,-9999999,15,0,21,0,12,-9999999,9,0
"COUNTY","CAMPUS","2017-2018",227814,"CHAPARRAL STAR ACADEMY",227814001,"CHAPARRAL STAR ACADEMY","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,381,0,85,22,0,18,0,0,79,0,0,10,0,0
"COUNTY","CAMPUS","2017-2018",227816,"HARMONY SCIENCE ACADEMY (AUSTIN)",227816001,"HARMONY SCIENCE ACADEMY - AUSTIN","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,611,30,0,385,0,384,305,602,485,0,0,44,6,13
"COUNTY","CAMPUS","2017-2018",227816,"HARMONY SCIENCE ACADEMY (AUSTIN)",227816002,"HARMONY SCIENCE ACADEMY-PFLUGERVIL","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,949,87,311,249,0,245,561,831,525,0,0,64,-9999999,22
"COUNTY","CAMPUS","2017-2018",227816,"HARMONY SCIENCE ACADEMY (AUSTIN)",227816003,"HARMONY SCHOOL OF SCIENCE - AUSTIN","ELEMENTARY",227,"TRAVIS COUNTY",13,519,47,0,203,0,188,236,502,246,0,0,22,0,-9999999
"COUNTY","CAMPUS","2017-2018",227816,"HARMONY SCIENCE ACADEMY (AUSTIN)",227816004,"HARMONY SCHOOL OF POLITICAL SCIENC","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,407,54,65,89,0,84,173,-9999999,188,0,0,32,0,7
"COUNTY","CAMPUS","2017-2018",227816,"HARMONY SCIENCE ACADEMY (AUSTIN)",227816005,"HARMONY SCHOOL OF INNOVATION - AUS","ELEMENTARY",227,"TRAVIS COUNTY",13,432,21,0,161,0,156,157,422,243,0,0,26,-9999999,5
"COUNTY","CAMPUS","2017-2018",227816,"HARMONY SCIENCE ACADEMY (AUSTIN)",227816006,"HARMONY SCIENCE ACADEMY - CEDAR PA","ELEMENTARY",227,"TRAVIS COUNTY",13,448,51,0,131,0,126,141,188,164,-9999999,0,24,0,-9999999
"COUNTY","CAMPUS","2017-2018",227816,"HARMONY SCIENCE ACADEMY (AUSTIN)",227816101,"HARMONY SCHOOL OF EXCELLENCE - AUS","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,582,52,244,196,0,194,175,500,400,0,0,61,0,33
"COUNTY","CAMPUS","2017-2018",227817,"CEDARS INTERNATIONAL ACADEMY",227817001,"CEDARS ACADEMY NEXT GENERATION H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,116,-9999999,54,24,0,24,83,0,33,0,0,11,-9999999,6
"COUNTY","CAMPUS","2017-2018",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"CEDARS INTERNATIONAL ACADEMY","ELEMENTARY",227,"TRAVIS COUNTY",13,385,14,0,181,38,143,362,385,227,0,0,33,8,12
"COUNTY","CAMPUS","2017-2018",227819,"UNIVERSITY OF TEXAS ELEMENTARY CHA",227819101,"UNIVERSITY OF TEXAS EL CHARTER SCH","ELEMENTARY",227,"TRAVIS COUNTY",13,295,10,0,76,0,75,158,124,136,6,-9999999,20,0,10
"COUNTY","CAMPUS","2017-2018",227820,"KIPP AUSTIN PUBLIC SCHOOLS INC",227820001,"KIPP AUSTIN COLLEGIATE","HIGH SCHOOL",227,"TRAVIS COUNTY",13,705,0,0,174,0,171,613,705,413,0,0,76,-9999999,12
"COUNTY","CAMPUS","2017-2018",227820,"KIPP AUSTIN PUBLIC SCHOOLS INC",227820002,"KIPP AUSTIN BRAVE","HIGH SCHOOL",227,"TRAVIS COUNTY",13,373,0,0,143,0,120,319,373,258,0,0,40,0,11
"COUNTY","CAMPUS","2017-2018",227820,"KIPP AUSTIN PUBLIC SCHOOLS INC",227820041,"KIPP AUSTIN COLLEGE PREP","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,433,0,0,200,-9999999,197,392,433,239,0,0,32,0,-9999999
"COUNTY","CAMPUS","2017-2018",227820,"KIPP AUSTIN PUBLIC SCHOOLS INC",227820042,"KIPP AUSTIN ACADEMY OF ARTS & LETT","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,451,0,0,168,62,106,404,451,255,0,0,49,0,5
"COUNTY","CAMPUS","2017-2018",227820,"KIPP AUSTIN PUBLIC SCHOOLS INC",227820043,"KIPP AUSTIN BEACON PREP","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,453,0,0,243,0,235,401,453,310,0,0,46,0,6
"COUNTY","CAMPUS","2017-2018",227820,"KIPP AUSTIN PUBLIC SCHOOLS INC",227820044,"KIPP AUSTIN VISTA MIDDLE SCHOOLS","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,423,0,0,226,0,182,365,423,306,0,0,65,-9999999,-9999999
"COUNTY","CAMPUS","2017-2018",227820,"KIPP AUSTIN PUBLIC SCHOOLS INC",227820101,"KIPP AUSTIN COMUNIDAD","ELEMENTARY",227,"TRAVIS COUNTY",13,600,0,0,391,391,0,514,137,438,0,-9999999,37,0,0
"COUNTY","CAMPUS","2017-2018",227820,"KIPP AUSTIN PUBLIC SCHOOLS INC",227820102,"KIPP AUSTIN CONNECTIONS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,595,0,0,303,303,0,498,149,336,0,0,42,0,-9999999
"COUNTY","CAMPUS","2017-2018",227820,"KIPP AUSTIN PUBLIC SCHOOLS INC",227820103,"KIPP AUSTIN OBRAS","ELEMENTARY",227,"TRAVIS COUNTY",13,590,0,0,326,325,0,497,126,389,0,-9999999,46,0,0
"COUNTY","CAMPUS","2017-2018",227820,"KIPP AUSTIN PUBLIC SCHOOLS INC",227820104,"KIPP AUSTIN LEADERSHIP EL","ELEMENTARY",227,"TRAVIS COUNTY",13,544,0,0,259,259,0,486,180,327,0,0,41,-9999999,-9999999
"COUNTY","CAMPUS","2017-2018",227821,"AUSTIN DISCOVERY SCHOOL",227821101,"AUSTIN DISCOVERY SCH","ELEMENTARY",227,"TRAVIS COUNTY",13,524,0,0,10,0,10,130,48,111,0,0,47,0,9
"COUNTY","CAMPUS","2017-2018",227824,"PROMESA PUBLIC SCHOOLS",227824001,"THE EAST AUSTIN COLLEGE PREP AT SO","ELEMENTARY",227,"TRAVIS COUNTY",13,131,0,0,36,0,18,110,131,37,0,0,5,0,0
"COUNTY","CAMPUS","2017-2018",227824,"PROMESA PUBLIC SCHOOLS",227824002,"THE EAST AUSTIN COLLEGE PREP AT ML","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,502,0,93,148,0,121,403,501,309,0,0,43,0,20
"COUNTY","CAMPUS","2017-2018",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS",227825001,"AUSTIN ACHIEVE PUBLIC SCHOOLS","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,809,0,100,462,0,459,760,808,555,-9999999,0,104,0,0
"COUNTY","CAMPUS","2017-2018",227826,"MONTESSORI FOR ALL",227826101,"MAGNOLIA MONTESSORI FOR ALL","ELEMENTARY",227,"TRAVIS COUNTY",13,476,0,0,109,0,108,205,476,111,5,0,29,-9999999,0
"COUNTY","CAMPUS","2017-2018",227827,"THE EXCEL CENTER (FOR ADULTS)",227827001,"THE EXCEL CENTER (FOR ADULTS)","HIGH SCHOOL",227,"TRAVIS COUNTY",13,196,0,43,53,0,53,172,0,0,0,0,0,0,0
"COUNTY","CAMPUS","2017-2018",227828,"THE EXCEL CENTER",227828001,"THE EXCEL CENTER","HIGH SCHOOL",227,"TRAVIS COUNTY",13,337,0,71,143,0,143,299,0,263,0,0,21,28,0
"COUNTY","CAMPUS","2017-2018",227828,"THE EXCEL CENTER",227828002,"EXCEL CENTER LOCKHART","HIGH SCHOOL",227,"TRAVIS COUNTY",13,13,0,11,0,0,0,-9999999,0,-9999999,0,0,0,0,0
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901002,"AUSTIN H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,2267,276,1199,113,0,103,544,22,810,-9999999,-9999999,200,22,200
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901004,"LANIER H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,1586,67,1066,665,0,662,1322,1586,1227,0,-9999999,213,24,109
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901005,"MCCALLUM H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,1761,317,857,63,0,58,387,9,575,-9999999,-9999999,161,9,119
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901006,"REAGAN H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,1252,78,929,433,0,431,1051,1252,931,0,0,160,32,75
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901007,"TRAVIS H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,1233,86,975,339,0,331,954,1233,878,0,-9999999,177,24,135
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901008,"CROCKETT H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,1466,135,746,207,0,202,897,45,846,-9999999,-9999999,231,45,141
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901009,"ANDERSON H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,2222,207,1224,112,0,106,493,24,732,18,-9999999,184,24,127
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901012,"ALTERNATIVE LEARNING CENTER","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,101,-9999999,-9999999,38,0,36,82,-9999999,95,0,0,27,7,16
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901013,"BOWIE H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,2880,333,1923,38,0,34,301,13,636,29,-9999999,240,15,178
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901014,"LBJ HIGH SCHOOL","HIGH SCHOOL",227,"TRAVIS COUNTY",13,799,73,701,196,0,186,596,799,538,0,0,122,16,100
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901015,"GARZA INDEPENDENCE H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,169,6,36,15,0,14,56,9,138,0,-9999999,14,10,9
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901017,"AKINS H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,2765,208,2429,398,0,384,1691,44,1621,0,0,332,45,210
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901018,"LASA H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,1186,623,735,0,0,0,98,-9999999,29,5,0,13,-9999999,18
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901019,"EASTSIDE MEMORIAL AT THE JOHNSTON","HIGH SCHOOL",227,"TRAVIS COUNTY",13,491,17,340,167,0,164,436,491,384,-9999999,-9999999,92,15,64
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901025,"GRADUATION PREP ACADEMY TRAVIS","HIGH SCHOOL",227,"TRAVIS COUNTY",13,164,0,0,34,0,33,121,-9999999,159,0,0,16,-9999999,17
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901026,"GRADUATION PREP ACADEMY LANIER","HIGH SCHOOL",227,"TRAVIS COUNTY",13,77,0,5,23,0,23,49,5,75,0,0,9,5,6
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901027,"TRAVIS COUNTY DAY SCHOOL","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,8,0,0,5,0,5,5,0,8,0,0,-9999999,0,0
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901028,"RICHARDS SCH FOR YOUNG WOMEN LEADE","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,827,260,827,36,0,35,445,7,137,0,0,6,7,20
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901029,"INTERNATIONAL H S","HIGH SCHOOL",227,"TRAVIS COUNTY",13,191,0,90,183,0,183,185,25,184,0,0,0,25,0
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901030,"TRAVIS COUNTY JUVENILE DETENTION C","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,35,-9999999,0,16,0,15,15,0,35,0,0,9,-9999999,0
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901032,"PHOENIX ACADEMY","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,19,0,0,-9999999,0,-9999999,-9999999,0,19,0,0,-9999999,0,-9999999
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901035,"LEADERSHIP ACADEMY","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,16,0,0,6,0,5,-9999999,0,16,0,0,8,0,5
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901036,"TRAVIS COUNTY J J A E P","ELEMENTARY / SECONDARY",227,"TRAVIS COUNTY",13,-9999999,0,0,0,0,0,-9999999,0,-9999999,0,0,-9999999,0,-9999999
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901043,"FULMORE M S","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,998,281,350,285,-9999999,279,641,998,530,-9999999,-9999999,129,20,76
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901044,"KEALING M S","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,1223,590,381,77,0,72,381,1223,261,-9999999,-9999999,91,9,52
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901045,"LAMAR M S","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,1130,193,680,66,0,58,234,12,351,0,0,109,12,112
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901046,"BURNET M S","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,967,43,621,589,0,584,873,967,803,0,0,165,18,84
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901047,"O HENRY MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,862,83,262,73,0,68,248,18,316,7,-9999999,85,19,86
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901051,"MARTIN MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,450,42,283,162,0,160,419,450,366,0,0,99,17,62
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901052,"MURCHISON MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,1392,158,605,112,0,110,298,10,464,9,0,119,10,105
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901053,"WEBB M S","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,664,38,217,374,-9999999,369,623,664,542,0,0,116,8,57
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901054,"BEDICHEK MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,846,67,493,221,0,219,718,846,571,0,-9999999,144,23,112
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901055,"DOBIE MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,579,27,243,309,0,308,534,579,465,0,0,101,18,38
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901057,"COVINGTON MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,660,46,380,110,0,109,389,165,368,6,0,115,10,90
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901058,"MENDEZ M S","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,646,26,367,301,0,299,583,646,554,0,0,80,17,65
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901059,"BAILEY M S","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,1006,86,452,58,0,51,316,9,404,12,-9999999,119,9,85
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901060,"SMALL M S","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,1231,211,722,124,0,121,316,14,443,0,-9999999,133,15,105
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901061,"PAREDES M S","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,892,68,399,237,-9999999,230,653,892,586,-9999999,-9999999,115,12,93
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901062,"GORZYCKI MIDDLE","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,1275,203,705,32,0,31,60,5,205,13,0,133,5,147
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901064,"GARCIA YMLA","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,390,31,232,190,0,185,357,390,323,0,0,64,12,39
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901065,"SADLER MEANS YWLA","MIDDLE SCHOOL",227,"TRAVIS COUNTY",13,388,36,248,193,-9999999,190,359,388,309,0,-9999999,54,11,30
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901101,"ALLISON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,479,19,0,219,197,20,458,479,362,0,-9999999,71,18,21
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901102,"ANDREWS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,504,14,0,381,343,38,470,504,439,0,0,60,15,31
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901103,"BARTON HILLS EL","ELEMENTARY",227,"TRAVIS COUNTY",13,455,37,0,11,0,8,41,-9999999,91,-9999999,0,32,-9999999,35
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901104,"BECKER EL","ELEMENTARY",227,"TRAVIS COUNTY",13,437,90,0,68,378,7,139,437,169,0,-9999999,24,-9999999,25
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901105,"BLACKSHEAR EL","ELEMENTARY",227,"TRAVIS COUNTY",13,378,30,0,74,26,48,251,378,179,-9999999,0,46,19,15
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901106,"BLANTON EL","ELEMENTARY",227,"TRAVIS COUNTY",13,516,65,0,220,338,13,357,516,305,0,-9999999,44,0,36
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901107,"BRENTWOOD EL","ELEMENTARY",227,"TRAVIS COUNTY",13,675,55,0,62,128,11,131,-9999999,171,-9999999,-9999999,76,-9999999,54
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901108,"BROOKE EL","ELEMENTARY",227,"TRAVIS COUNTY",13,246,16,0,89,96,8,240,246,166,0,0,48,6,12
"COUNTY","CAMPUS","2017-2018",227901,"AUSTIN ISD",227901109,"BROWN EL","ELEMENTARY",227,"TRAVIS COUNTY",13,272,10,0,188,173,15,269,272,229,0,0,35,0,20
