"SCOPE","AGGREGATION LEVEL","YEAR","DISTRICT NUMBER","DISTRICT NAME","CAMPUS NUMBER","CAMPUS NAME","COUNTY NUMBER","COUNTY NAME","REGION","TOTAL  ENROLLMENT","TOTAL  G & T  STUDENTS","TOTAL  CTE  STUDENTS","TOTAL  ELL  STUDENTS","TOTAL  BILINGUAL  STUDENTS","TOTAL  ESL  STUDENTS","TOTAL  ECONOMICALLY  DISADVANTAGED  STUDENTS","TOTAL  TITLE I  STUDENTS","TOTAL  AT RISK  STUDENTS","TOTAL MILITARY CONNECTED STUDENTS","TOTAL FOSTER CARE STUDENTS","TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES","TOTAL DYSLEXIC STUDENTS"
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901126,"ORTEGA EL",227,"TRAVIS COUNTY",13,316,15,0,121,102,18,283,316,216,-9999999,0,30,20
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901127,"SANCHEZ EL",227,"TRAVIS COUNTY",13,407,9,0,294,268,25,384,407,355,-9999999,0,34,7
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901128,"PEASE EL",227,"TRAVIS COUNTY",13,267,32,0,-9999999,0,-9999999,41,0,67,0,0,16,18
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901129,"PECAN SPRINGS EL",227,"TRAVIS COUNTY",13,464,17,0,214,198,16,447,464,359,0,-9999999,38,17
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901130,"PLEASANT HILL EL",227,"TRAVIS COUNTY",13,566,-9999999,0,242,211,28,495,566,386,0,0,55,20
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901131,"READ PRE-K CENTER",227,"TRAVIS COUNTY",13,304,0,0,228,194,33,278,0,229,-9999999,0,43,0
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901132,"REILLY EL",227,"TRAVIS COUNTY",13,274,8,0,194,160,28,249,274,224,0,0,48,13
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901133,"RIDGETOP EL",227,"TRAVIS COUNTY",13,292,42,0,81,282,-9999999,123,292,169,0,0,31,9
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901136,"ST ELMO EL",227,"TRAVIS COUNTY",13,307,18,0,143,125,16,262,307,206,-9999999,-9999999,28,8
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901138,"SUMMITT EL",227,"TRAVIS COUNTY",13,815,30,0,254,237,39,301,-9999999,430,10,-9999999,66,19
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901139,"SIMS EL",227,"TRAVIS COUNTY",13,267,9,0,85,82,-9999999,251,267,187,-9999999,-9999999,24,12
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901140,"TRAVIS HTS EL",227,"TRAVIS COUNTY",13,522,38,0,130,180,36,348,522,337,0,0,70,27
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901141,"WALNUT CREEK EL",227,"TRAVIS COUNTY",13,634,8,0,453,395,56,562,634,550,-9999999,0,47,12
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901143,"PATTON EL",227,"TRAVIS COUNTY",13,973,112,0,167,0,162,233,-9999999,411,-9999999,5,72,37
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901144,"WOOTEN EL",227,"TRAVIS COUNTY",13,613,17,0,492,480,46,572,613,546,0,0,65,15
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901145,"ZAVALA EL",227,"TRAVIS COUNTY",13,382,5,0,140,108,29,371,382,265,0,5,68,21
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901146,"ZILKER EL",227,"TRAVIS COUNTY",13,538,67,0,35,27,6,111,-9999999,158,-9999999,0,46,28
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901147,"MENCHACA EL",227,"TRAVIS COUNTY",13,719,27,0,137,141,39,340,719,276,-9999999,0,78,22
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901148,"OAK HILL EL",227,"TRAVIS COUNTY",13,841,76,0,271,282,44,332,841,426,7,0,94,35
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901149,"BARRINGTON EL",227,"TRAVIS COUNTY",13,627,24,0,435,415,19,594,627,527,-9999999,5,79,10
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901150,"NORMAN EL",227,"TRAVIS COUNTY",13,319,6,0,80,67,13,309,319,205,0,0,43,8
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901151,"PILLOW EL",227,"TRAVIS COUNTY",13,518,17,0,209,130,79,392,518,332,-9999999,0,37,17
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901152,"WOOLDRIDGE EL",227,"TRAVIS COUNTY",13,630,14,0,478,395,78,603,630,563,0,0,40,19
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901154,"DOSS EL",227,"TRAVIS COUNTY",13,884,51,0,135,0,132,144,0,247,6,0,43,42
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901155,"HILL EL",227,"TRAVIS COUNTY",13,970,56,0,67,-9999999,61,95,-9999999,245,6,-9999999,49,20
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901156,"ODOM EL",227,"TRAVIS COUNTY",13,542,19,0,233,211,16,496,542,370,0,0,47,19
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901157,"WINN EL",227,"TRAVIS COUNTY",13,304,11,0,182,179,-9999999,295,304,243,0,-9999999,40,6
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901158,"SUNSET VALLEY EL",227,"TRAVIS COUNTY",13,531,48,0,215,395,11,328,531,319,-9999999,0,36,8
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901159,"GRAHAM EL",227,"TRAVIS COUNTY",13,697,30,0,408,385,21,609,697,526,0,0,56,21
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901160,"LINDER EL",227,"TRAVIS COUNTY",13,364,11,0,198,171,26,326,364,292,0,0,55,15
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901161,"COOK EL",227,"TRAVIS COUNTY",13,553,13,0,353,327,24,537,553,473,0,0,37,25
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901162,"HOUSTON EL",227,"TRAVIS COUNTY",13,705,10,0,374,355,17,671,705,557,0,-9999999,55,12
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901163,"HART EL",227,"TRAVIS COUNTY",13,692,12,0,555,452,100,668,692,638,0,-9999999,53,17
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901164,"PICKLE EL",227,"TRAVIS COUNTY",13,695,5,0,532,513,18,669,695,630,-9999999,0,46,11
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901165,"MCBEE EL",227,"TRAVIS COUNTY",13,490,5,0,356,333,23,467,490,438,0,-9999999,54,39
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901166,"WILLIAMS EL",227,"TRAVIS COUNTY",13,458,17,0,128,99,19,376,458,293,-9999999,-9999999,75,23
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901168,"LANGFORD EL",227,"TRAVIS COUNTY",13,687,14,0,445,423,21,651,687,571,0,0,46,20
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901170,"BOONE EL",227,"TRAVIS COUNTY",13,573,36,0,68,15,53,276,573,188,-9999999,8,69,27
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901171,"PALM EL",227,"TRAVIS COUNTY",13,481,21,0,211,192,17,400,481,331,-9999999,0,47,17
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901172,"KOCUREK EL",227,"TRAVIS COUNTY",13,491,22,0,83,68,12,317,491,253,-9999999,-9999999,53,9
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901173,"CASEY EL",227,"TRAVIS COUNTY",13,606,22,0,105,170,13,377,606,277,-9999999,0,56,10
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901174,"RODRIGUEZ EL",227,"TRAVIS COUNTY",13,701,19,0,425,401,19,680,701,586,0,-9999999,46,11
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901175,"WIDEN EL",227,"TRAVIS COUNTY",13,566,15,0,279,236,42,535,566,434,0,0,63,18
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901176,"GALINDO EL",227,"TRAVIS COUNTY",13,585,13,0,327,295,32,551,585,440,0,5,64,35
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901177,"UPHAUS EARLY CHILDHOOD CENTER",227,"TRAVIS COUNTY",13,271,0,0,165,150,13,258,271,186,0,0,47,0
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901178,"JORDAN EL",227,"TRAVIS COUNTY",13,674,6,0,436,425,8,654,674,563,-9999999,-9999999,68,24
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901179,"DAVIS EL",227,"TRAVIS COUNTY",13,798,73,0,132,29,98,233,-9999999,310,9,-9999999,62,16
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901180,"KIKER EL",227,"TRAVIS COUNTY",13,998,135,0,70,0,66,44,0,268,0,0,71,101
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901181,"MILLS EL",227,"TRAVIS COUNTY",13,812,56,0,87,0,80,67,-9999999,212,-9999999,-9999999,63,28
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901182,"BARANOFF EL",227,"TRAVIS COUNTY",13,984,49,0,52,8,40,112,7,301,16,-9999999,62,50
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901183,"COWAN EL",227,"TRAVIS COUNTY",13,790,58,0,55,17,35,240,11,269,8,5,58,37
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901184,"CLAYTON EL",227,"TRAVIS COUNTY",13,876,117,0,56,0,53,13,0,160,-9999999,0,68,21
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901185,"BLAZIER EL",227,"TRAVIS COUNTY",13,842,27,0,289,318,38,627,842,543,11,0,70,24
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901186,"GUERRERO THOMPSON",227,"TRAVIS COUNTY",13,673,10,0,591,506,82,655,673,624,0,0,52,6
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901187,"BALDWIN EL",227,"TRAVIS COUNTY",13,787,67,0,81,42,37,103,-9999999,221,9,-9999999,82,23
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901188,"PADRON EL",227,"TRAVIS COUNTY",13,772,10,0,579,544,33,754,772,668,0,-9999999,69,15
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901189,"OVERTON EL",227,"TRAVIS COUNTY",13,718,6,0,448,422,21,675,718,600,0,0,57,27
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901190,"PEREZ EL",227,"TRAVIS COUNTY",13,752,28,0,383,472,9,678,752,564,-9999999,0,75,26
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901192,"DOBIE PK CENTER",227,"TRAVIS COUNTY",13,274,0,0,171,159,12,264,-9999999,173,-9999999,0,26,0
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901193,"WEBB PRI CENTER",227,"TRAVIS COUNTY",13,217,-9999999,0,183,151,31,211,217,206,0,0,14,6
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901194,"AUSTIN ISD CHILD DEVELOPMENT CENTE",227,"TRAVIS COUNTY",13,62,0,0,0,0,0,61,0,0,0,-9999999,0,0
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901249,"DELL CHILDREN'S MEDICAL CENTER",227,"TRAVIS COUNTY",13,-9999999,0,0,0,0,0,0,0,-9999999,0,0,0,0
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901250,"AUSTIN ST HOSPITAL",227,"TRAVIS COUNTY",13,19,0,-9999999,-9999999,0,-9999999,0,0,19,0,0,14,-9999999
"COUNTY","CAMPUS","2015-2016",227901,"AUSTIN ISD",227901251,"ROSEDALE",227,"TRAVIS COUNTY",13,263,0,0,25,6,15,65,-9999999,128,0,0,228,13
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904001,"PFLUGERVILLE H S",227,"TRAVIS COUNTY",13,2193,257,1666,169,0,162,970,18,1083,25,-9999999,221,52
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904003,"JOHN B CONNALLY H S",227,"TRAVIS COUNTY",13,1901,138,1628,326,0,317,1243,1901,1158,15,0,216,22
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904004,"HENDRICKSON H S",227,"TRAVIS COUNTY",13,3027,350,2490,220,0,214,1068,22,1141,59,8,248,64
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904041,"PFLUGERVILLE MIDDLE",227,"TRAVIS COUNTY",13,999,133,117,171,0,168,563,999,458,6,0,118,28
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904042,"WESTVIEW MIDDLE",227,"TRAVIS COUNTY",13,846,69,104,281,0,277,614,846,548,0,0,123,25
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904043,"PARK CREST MIDDLE",227,"TRAVIS COUNTY",13,901,86,64,77,0,77,325,901,407,21,-9999999,115,28
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904045,"DESSAU MIDDLE",227,"TRAVIS COUNTY",13,760,53,133,273,0,270,591,760,467,-9999999,0,89,15
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904046,"KELLY LANE MIDDLE",227,"TRAVIS COUNTY",13,1134,128,166,70,0,67,292,-9999999,211,27,-9999999,106,35
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904048,"CELE MIDDLE",227,"TRAVIS COUNTY",13,816,64,114,149,0,145,356,816,403,20,-9999999,85,30
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904101,"PFLUGERVILLE EL",227,"TRAVIS COUNTY",13,416,24,0,49,0,45,186,10,167,-9999999,-9999999,34,11
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904102,"PARMER LANE EL",227,"TRAVIS COUNTY",13,462,15,0,246,168,73,312,462,320,-9999999,0,46,12
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904103,"TIMMERMAN EL",227,"TRAVIS COUNTY",13,397,18,0,52,0,49,172,397,139,8,-9999999,56,10
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904104,"NORTHWEST EL",227,"TRAVIS COUNTY",13,540,23,0,133,0,130,372,540,292,-9999999,0,71,8
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904105,"DESSAU EL",227,"TRAVIS COUNTY",13,510,43,0,311,248,61,410,510,431,-9999999,-9999999,47,10
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904106,"WINDERMERE EL",227,"TRAVIS COUNTY",13,418,77,0,38,0,38,190,418,184,11,-9999999,51,16
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904107,"RIVER OAKS EL",227,"TRAVIS COUNTY",13,548,26,0,231,175,54,423,548,355,-9999999,-9999999,59,19
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904108,"BROOKHOLLOW EL",227,"TRAVIS COUNTY",13,456,30,0,47,0,45,222,456,219,10,5,53,8
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904109,"SPRINGHILL EL",227,"TRAVIS COUNTY",13,617,21,0,314,244,63,433,617,409,-9999999,0,54,8
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904110,"WINDERMERE PRI",227,"TRAVIS COUNTY",13,441,11,0,61,0,60,209,441,128,-9999999,-9999999,60,5
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904111,"COPPERFIELD EL",227,"TRAVIS COUNTY",13,468,21,0,215,174,38,343,468,315,0,0,52,8
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904112,"MURCHISON EL",227,"TRAVIS COUNTY",13,766,40,0,45,0,42,85,-9999999,189,19,0,50,6
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904113,"DELCO PRI",227,"TRAVIS COUNTY",13,601,7,0,406,341,55,481,601,479,-9999999,0,53,0
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904114,"CALDWELL EL",227,"TRAVIS COUNTY",13,706,34,0,255,197,54,351,706,411,9,-9999999,62,19
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904115,"ROWE LANE EL",227,"TRAVIS COUNTY",13,829,35,0,33,0,29,102,-9999999,143,32,0,68,17
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904116,"HIGHLAND PARK EL",227,"TRAVIS COUNTY",13,743,40,0,286,208,69,325,743,391,30,0,80,12
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904117,"WIELAND EL",227,"TRAVIS COUNTY",13,430,26,0,170,114,55,261,430,247,9,0,41,7
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904118,"RIOJAS EL",227,"TRAVIS COUNTY",13,839,47,0,60,0,54,160,-9999999,231,12,-9999999,56,9
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904119,"RUTH BARRON EL",227,"TRAVIS COUNTY",13,744,21,0,495,438,55,610,744,578,5,-9999999,65,-9999999
"COUNTY","CAMPUS","2015-2016",227904,"PFLUGERVILLE ISD",227904120,"DEARING EL",227,"TRAVIS COUNTY",13,592,23,0,53,0,49,301,592,256,14,-9999999,57,26
"COUNTY","CAMPUS","2015-2016",227907,"MANOR ISD",227907001,"MANOR H S",227,"TRAVIS COUNTY",13,1687,83,1493,267,0,263,1240,14,811,9,-9999999,182,34
"COUNTY","CAMPUS","2015-2016",227907,"MANOR ISD",227907002,"MANOR EXCEL ACADEMY",227,"TRAVIS COUNTY",13,112,0,56,18,0,18,67,108,75,-9999999,-9999999,13,-9999999
"COUNTY","CAMPUS","2015-2016",227907,"MANOR ISD",227907004,"MANOR NEW TECHNOLOGY HIGH",227,"TRAVIS COUNTY",13,373,71,357,20,0,20,207,-9999999,120,0,0,9,9
"COUNTY","CAMPUS","2015-2016",227907,"MANOR ISD",227907041,"MANOR MIDDLE",227,"TRAVIS COUNTY",13,974,91,426,272,0,271,781,14,570,-9999999,-9999999,93,45
"COUNTY","CAMPUS","2015-2016",227907,"MANOR ISD",227907042,"DECKER MIDDLE",227,"TRAVIS COUNTY",13,855,100,208,272,0,269,673,6,464,0,-9999999,82,25
"COUNTY","CAMPUS","2015-2016",227907,"MANOR ISD",227907101,"MANOR EL",227,"TRAVIS COUNTY",13,538,34,0,271,235,41,459,538,404,-9999999,-9999999,41,6
"COUNTY","CAMPUS","2015-2016",227907,"MANOR ISD",227907102,"BLUEBONNET TRAIL EL",227,"TRAVIS COUNTY",13,542,32,0,218,132,86,370,542,368,6,7,27,8
"COUNTY","CAMPUS","2015-2016",227907,"MANOR ISD",227907104,"DECKER EL",227,"TRAVIS COUNTY",13,507,37,0,335,268,67,320,504,421,0,0,19,10
"COUNTY","CAMPUS","2015-2016",227907,"MANOR ISD",227907105,"BLAKE MANOR EL",227,"TRAVIS COUNTY",13,682,30,0,373,347,26,575,682,491,0,-9999999,38,9
"COUNTY","CAMPUS","2015-2016",227907,"MANOR ISD",227907106,"PRESIDENTIAL MEADOWS EL",227,"TRAVIS COUNTY",13,606,20,0,290,255,31,475,605,413,-9999999,5,40,-9999999
"COUNTY","CAMPUS","2015-2016",227907,"MANOR ISD",227907107,"OAK MEADOWS EL",227,"TRAVIS COUNTY",13,564,21,0,309,266,33,363,562,403,0,5,38,6
"COUNTY","CAMPUS","2015-2016",227907,"MANOR ISD",227907108,"PIONEER CROSSING EL",227,"TRAVIS COUNTY",13,692,76,0,297,149,146,448,690,391,-9999999,8,51,13
"COUNTY","CAMPUS","2015-2016",227907,"MANOR ISD",227907109,"SHADOWGLEN EL",227,"TRAVIS COUNTY",13,741,53,0,247,207,35,516,737,436,6,-9999999,59,8
"COUNTY","CAMPUS","2015-2016",227909,"EANES ISD",227909001,"WESTLAKE H S",227,"TRAVIS COUNTY",13,2584,400,1060,29,0,31,61,0,166,26,-9999999,186,111
"COUNTY","CAMPUS","2015-2016",227909,"EANES ISD",227909005,"ADULT TRANSITION SERVICES",227,"TRAVIS COUNTY",13,26,0,-9999999,0,0,0,0,0,8,0,0,26,0
"COUNTY","CAMPUS","2015-2016",227909,"EANES ISD",227909041,"HILL COUNTRY MIDDLE",227,"TRAVIS COUNTY",13,1057,159,0,24,0,23,23,0,145,6,-9999999,72,61
"COUNTY","CAMPUS","2015-2016",227909,"EANES ISD",227909042,"WEST RIDGE MIDDLE",227,"TRAVIS COUNTY",13,946,190,0,7,0,6,28,0,95,8,0,101,44
"COUNTY","CAMPUS","2015-2016",227909,"EANES ISD",227909101,"EANES EL",227,"TRAVIS COUNTY",13,664,71,0,24,0,20,19,0,72,-9999999,0,63,17
"COUNTY","CAMPUS","2015-2016",227909,"EANES ISD",227909102,"CEDAR CREEK EL",227,"TRAVIS COUNTY",13,473,41,0,17,0,13,6,0,50,-9999999,-9999999,31,19
"COUNTY","CAMPUS","2015-2016",227909,"EANES ISD",227909103,"VALLEY VIEW EL",227,"TRAVIS COUNTY",13,509,40,0,21,0,18,29,67,42,-9999999,0,48,16
"COUNTY","CAMPUS","2015-2016",227909,"EANES ISD",227909104,"FOREST TRAIL EL",227,"TRAVIS COUNTY",13,572,47,0,19,0,19,-9999999,0,49,-9999999,-9999999,33,20
"COUNTY","CAMPUS","2015-2016",227909,"EANES ISD",227909105,"BARTON CREEK EL",227,"TRAVIS COUNTY",13,505,65,0,14,0,13,-9999999,0,35,5,0,52,18
"COUNTY","CAMPUS","2015-2016",227909,"EANES ISD",227909106,"BRIDGE POINT EL",227,"TRAVIS COUNTY",13,739,44,0,22,0,21,11,0,61,0,0,54,20
"COUNTY","CAMPUS","2015-2016",227910,"DEL VALLE ISD",227910001,"DEL VALLE H S",227,"TRAVIS COUNTY",13,3003,135,2329,380,0,370,2383,3003,1904,9,10,326,103
"COUNTY","CAMPUS","2015-2016",227910,"DEL VALLE ISD",227910002,"DEL VALLE OPPORTUNITY CTR",227,"TRAVIS COUNTY",13,198,0,138,51,0,50,172,0,197,0,-9999999,32,10
"COUNTY","CAMPUS","2015-2016",227910,"DEL VALLE ISD",227910005,"TRAVIS CO J J A E P",227,"TRAVIS COUNTY",13,-9999999,0,0,0,0,0,-9999999,-9999999,-9999999,0,0,0,0
"COUNTY","CAMPUS","2015-2016",227910,"DEL VALLE ISD",227910041,"DEL VALLE MIDDLE",227,"TRAVIS COUNTY",13,972,54,427,333,0,323,846,972,710,9,5,125,51
"COUNTY","CAMPUS","2015-2016",227910,"DEL VALLE ISD",227910042,"JOHN P OJEDA J H",227,"TRAVIS COUNTY",13,886,48,436,278,0,270,799,886,569,-9999999,-9999999,108,27
"COUNTY","CAMPUS","2015-2016",227910,"DEL VALLE ISD",227910043,"DAILEY MIDDLE",227,"TRAVIS COUNTY",13,710,29,329,226,0,220,631,710,526,-9999999,-9999999,90,23
"COUNTY","CAMPUS","2015-2016",227910,"DEL VALLE ISD",227910101,"POPHAM EL",227,"TRAVIS COUNTY",13,775,30,0,341,213,114,679,775,523,-9999999,-9999999,62,17
"COUNTY","CAMPUS","2015-2016",227910,"DEL VALLE ISD",227910106,"SMITH EL",227,"TRAVIS COUNTY",13,792,29,0,383,278,101,730,792,552,0,0,76,15
"COUNTY","CAMPUS","2015-2016",227910,"DEL VALLE ISD",227910107,"HILLCREST EL",227,"TRAVIS COUNTY",13,599,11,0,389,300,71,578,599,514,0,0,49,14
"COUNTY","CAMPUS","2015-2016",227910,"DEL VALLE ISD",227910108,"BATY EL",227,"TRAVIS COUNTY",13,768,7,0,325,228,89,737,768,625,0,-9999999,86,14
"COUNTY","CAMPUS","2015-2016",227910,"DEL VALLE ISD",227910109,"HORNSBY-DUNLAP EL",227,"TRAVIS COUNTY",13,616,6,0,192,117,74,556,614,462,0,-9999999,50,10
"COUNTY","CAMPUS","2015-2016",227910,"DEL VALLE ISD",227910110,"DEL VALLE EL",227,"TRAVIS COUNTY",13,837,13,0,329,170,151,706,837,588,9,-9999999,56,20
"COUNTY","CAMPUS","2015-2016",227910,"DEL VALLE ISD",227910111,"CREEDMOOR EL",227,"TRAVIS COUNTY",13,721,36,0,430,331,89,675,721,590,-9999999,-9999999,40,12
"COUNTY","CAMPUS","2015-2016",227910,"DEL VALLE ISD",227910112,"JOSEPH GILBERT EL",227,"TRAVIS COUNTY",13,680,25,0,379,156,218,624,680,516,0,9,68,14
"COUNTY","CAMPUS","2015-2016",227912,"LAGO VISTA ISD",227912001,"LAGO VISTA H S",227,"TRAVIS COUNTY",13,460,38,434,11,0,10,112,0,156,-9999999,0,47,15
"COUNTY","CAMPUS","2015-2016",227912,"LAGO VISTA ISD",227912002,"TRAVIS COUNTY JJAEP",227,"TRAVIS COUNTY",13,-9999999,0,0,0,0,0,0,0,-9999999,0,0,0,0
"COUNTY","CAMPUS","2015-2016",227912,"LAGO VISTA ISD",227912041,"LAGO VISTA MIDDLE",227,"TRAVIS COUNTY",13,425,37,0,19,0,18,124,0,124,-9999999,0,44,19
"COUNTY","CAMPUS","2015-2016",227912,"LAGO VISTA ISD",227912101,"LAGO VISTA EL",227,"TRAVIS COUNTY",13,551,21,0,59,0,59,192,75,118,11,5,59,11
"COUNTY","CAMPUS","2015-2016",227913,"LAKE TRAVIS ISD",227913001,"LAKE TRAVIS H S",227,"TRAVIS COUNTY",13,2699,427,2181,63,0,62,238,0,642,24,0,193,94
"COUNTY","CAMPUS","2015-2016",227913,"LAKE TRAVIS ISD",227913002,"TRAVIS CO J J A E P",227,"TRAVIS COUNTY",13,-9999999,0,0,0,0,0,0,0,-9999999,0,0,0,-9999999
"COUNTY","CAMPUS","2015-2016",227913,"LAKE TRAVIS ISD",227913041,"LAKE TRAVIS MIDDLE",227,"TRAVIS COUNTY",13,1108,161,0,22,0,14,59,0,215,7,0,69,40
"COUNTY","CAMPUS","2015-2016",227913,"LAKE TRAVIS ISD",227913042,"HUDSON BEND MIDDLE",227,"TRAVIS COUNTY",13,1096,229,0,76,0,76,183,177,271,5,-9999999,83,48
"COUNTY","CAMPUS","2015-2016",227913,"LAKE TRAVIS ISD",227913101,"LAKE TRAVIS EL",227,"TRAVIS COUNTY",13,888,45,0,302,274,26,403,888,422,10,6,73,21
"COUNTY","CAMPUS","2015-2016",227913,"LAKE TRAVIS ISD",227913102,"LAKEWAY EL",227,"TRAVIS COUNTY",13,716,71,0,26,-9999999,23,33,0,134,0,-9999999,56,11
