PEIMS DATA FOR SCHOOL YEAR 2016-2017
STUDENT COUNTS LESS THAN 5 BUT NOT 0 AND RELATED INFORMATION ARE MASKED WITH "-9999999" IN COMPLIANCE WITH FERPA.
"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Grade Group","Grade Level Name","Enrollment by Grade Level"
"2016-2017",13,"TRAVIS COUNTY","LAGO VISTA ISD",227912,"LAGO VISTA MIDDLE",227912041,"MIDDLE SCHOOL","Grade  6",101
"2016-2017",13,"TRAVIS COUNTY","LAGO VISTA ISD",227912,"LAGO VISTA MIDDLE",227912041,"MIDDLE SCHOOL","Grade  7",139
"2016-2017",13,"TRAVIS COUNTY","LAGO VISTA ISD",227912,"LAGO VISTA MIDDLE",227912041,"MIDDLE SCHOOL","Grade  8",119
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE POINTE EL",227913104,"ELEMENTARY","Early Education",25
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE POINTE EL",227913104,"ELEMENTARY","Pre-kindergarten",35
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE POINTE EL",227913104,"ELEMENTARY","Kindergarten",96
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE POINTE EL",227913104,"ELEMENTARY","Grade  1",103
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE POINTE EL",227913104,"ELEMENTARY","Grade  2",111
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE POINTE EL",227913104,"ELEMENTARY","Grade  3",121
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE POINTE EL",227913104,"ELEMENTARY","Grade  4",128
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE POINTE EL",227913104,"ELEMENTARY","Grade  5",116
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE TRAVIS EL",227913101,"ELEMENTARY","Early Education",5
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE TRAVIS EL",227913101,"ELEMENTARY","Pre-kindergarten",81
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE TRAVIS EL",227913101,"ELEMENTARY","Kindergarten",154
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE TRAVIS EL",227913101,"ELEMENTARY","Grade  1",122
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE TRAVIS EL",227913101,"ELEMENTARY","Grade  2",163
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE TRAVIS EL",227913101,"ELEMENTARY","Grade  3",132
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE TRAVIS EL",227913101,"ELEMENTARY","Grade  4",138
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE TRAVIS EL",227913101,"ELEMENTARY","Grade  5",130
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE TRAVIS H S",227913001,"HIGH SCHOOL","Grade  9",766
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE TRAVIS H S",227913001,"HIGH SCHOOL","Grade 10",722
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE TRAVIS H S",227913001,"HIGH SCHOOL","Grade 11",694
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE TRAVIS H S",227913001,"HIGH SCHOOL","Grade 12",646
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE TRAVIS MIDDLE",227913041,"MIDDLE SCHOOL","Grade  6",453
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE TRAVIS MIDDLE",227913041,"MIDDLE SCHOOL","Grade  7",401
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKE TRAVIS MIDDLE",227913041,"MIDDLE SCHOOL","Grade  8",409
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKEWAY EL",227913102,"ELEMENTARY","Early Education",-9999999
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKEWAY EL",227913102,"ELEMENTARY","Kindergarten",100
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKEWAY EL",227913102,"ELEMENTARY","Grade  1",109
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKEWAY EL",227913102,"ELEMENTARY","Grade  2",111
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKEWAY EL",227913102,"ELEMENTARY","Grade  3",123
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKEWAY EL",227913102,"ELEMENTARY","Grade  4",125
"2016-2017",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"LAKEWAY EL",227913102,"ELEMENTARY","Grade  5",146
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"MIDDLE SCHOOL","Grade  6",350
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"MIDDLE SCHOOL","Grade  7",346
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"MIDDLE SCHOOL","Grade  8",319
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","Early Education",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","Pre-kindergarten",87
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","Kindergarten",91
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","Grade  1",78
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","Grade  2",76
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","Grade  3",92
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","Grade  4",99
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"ELEMENTARY","Grade  5",95
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANIER H S",227901004,"HIGH SCHOOL","Grade  9",568
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANIER H S",227901004,"HIGH SCHOOL","Grade 10",432
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANIER H S",227901004,"HIGH SCHOOL","Grade 11",354
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANIER H S",227901004,"HIGH SCHOOL","Grade 12",305
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LASA H S",227901018,"HIGH SCHOOL","Grade  9",346
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LASA H S",227901018,"HIGH SCHOOL","Grade 10",256
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LASA H S",227901018,"HIGH SCHOOL","Grade 11",263
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LASA H S",227901018,"HIGH SCHOOL","Grade 12",246
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"LAUREL RIDGE",227806030,"ELEMENTARY / SECONDARY","Kindergarten",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"LAUREL RIDGE",227806030,"ELEMENTARY / SECONDARY","Grade  2",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"LAUREL RIDGE",227806030,"ELEMENTARY / SECONDARY","Grade  3",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"LAUREL RIDGE",227806030,"ELEMENTARY / SECONDARY","Grade  4",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"LAUREL RIDGE",227806030,"ELEMENTARY / SECONDARY","Grade  5",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"LAUREL RIDGE",227806030,"ELEMENTARY / SECONDARY","Grade  6",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"LAUREL RIDGE",227806030,"ELEMENTARY / SECONDARY","Grade  7",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"LAUREL RIDGE",227806030,"ELEMENTARY / SECONDARY","Grade  8",6
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"LAUREL RIDGE",227806030,"ELEMENTARY / SECONDARY","Grade  9",9
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"LAUREL RIDGE",227806030,"ELEMENTARY / SECONDARY","Grade 10",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"LAUREL RIDGE",227806030,"ELEMENTARY / SECONDARY","Grade 11",7
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LBJ HIGH SCHOOL",227901014,"HIGH SCHOOL","Grade  9",204
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LBJ HIGH SCHOOL",227901014,"HIGH SCHOOL","Grade 10",206
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LBJ HIGH SCHOOL",227901014,"HIGH SCHOOL","Grade 11",212
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LBJ HIGH SCHOOL",227901014,"HIGH SCHOOL","Grade 12",182
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEADERSHIP ACADEMY",227901035,"ELEMENTARY / SECONDARY","Grade  9",12
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEADERSHIP ACADEMY",227901035,"ELEMENTARY / SECONDARY","Grade 10",14
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEADERSHIP ACADEMY",227901035,"ELEMENTARY / SECONDARY","Grade 11",6
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEADERSHIP ACADEMY",227901035,"ELEMENTARY / SECONDARY","Grade 12",8
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","Early Education",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","Kindergarten",68
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","Grade  1",59
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","Grade  2",69
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","Grade  3",62
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","Grade  4",60
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","Grade  5",63
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LEE EL",227901121,"ELEMENTARY","Grade  6",20
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","Grade  1",69
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","Grade  2",64
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","Grade  3",64
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","Grade  4",65
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LINDER EL",227901160,"ELEMENTARY","Grade  5",58
"2016-2017",13,"TRAVIS COUNTY","MONTESSORI FOR ALL",227826,"MAGNOLIA MONTESSORI FOR ALL",227826101,"ELEMENTARY","Pre-kindergarten",93
"2016-2017",13,"TRAVIS COUNTY","MONTESSORI FOR ALL",227826,"MAGNOLIA MONTESSORI FOR ALL",227826101,"ELEMENTARY","Kindergarten",49
"2016-2017",13,"TRAVIS COUNTY","MONTESSORI FOR ALL",227826,"MAGNOLIA MONTESSORI FOR ALL",227826101,"ELEMENTARY","Grade  1",46
"2016-2017",13,"TRAVIS COUNTY","MONTESSORI FOR ALL",227826,"MAGNOLIA MONTESSORI FOR ALL",227826101,"ELEMENTARY","Grade  2",45
"2016-2017",13,"TRAVIS COUNTY","MONTESSORI FOR ALL",227826,"MAGNOLIA MONTESSORI FOR ALL",227826101,"ELEMENTARY","Grade  3",51
"2016-2017",13,"TRAVIS COUNTY","MONTESSORI FOR ALL",227826,"MAGNOLIA MONTESSORI FOR ALL",227826101,"ELEMENTARY","Grade  4",44
"2016-2017",13,"TRAVIS COUNTY","MONTESSORI FOR ALL",227826,"MAGNOLIA MONTESSORI FOR ALL",227826101,"ELEMENTARY","Grade  5",49
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR EL",227907101,"ELEMENTARY","Pre-kindergarten",61
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR EL",227907101,"ELEMENTARY","Kindergarten",68
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR EL",227907101,"ELEMENTARY","Grade  1",75
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR EL",227907101,"ELEMENTARY","Grade  2",71
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR EL",227907101,"ELEMENTARY","Grade  3",71
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR EL",227907101,"ELEMENTARY","Grade  4",81
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR EL",227907101,"ELEMENTARY","Grade  5",66
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR EXCEL ACADEMY",227907002,"ELEMENTARY / SECONDARY","Grade  9",-9999999
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR EXCEL ACADEMY",227907002,"ELEMENTARY / SECONDARY","Grade 10",15
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR EXCEL ACADEMY",227907002,"ELEMENTARY / SECONDARY","Grade 11",16
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR EXCEL ACADEMY",227907002,"ELEMENTARY / SECONDARY","Grade 12",26
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR H S",227907001,"HIGH SCHOOL","Grade  9",495
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR H S",227907001,"HIGH SCHOOL","Grade 10",526
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR H S",227907001,"HIGH SCHOOL","Grade 11",432
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR H S",227907001,"HIGH SCHOOL","Grade 12",373
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR MIDDLE",227907041,"MIDDLE SCHOOL","Grade  6",345
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR MIDDLE",227907041,"MIDDLE SCHOOL","Grade  7",334
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR MIDDLE",227907041,"MIDDLE SCHOOL","Grade  8",339
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR NEW TECHNOLOGY HIGH",227907004,"HIGH SCHOOL","Grade  9",108
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR NEW TECHNOLOGY HIGH",227907004,"HIGH SCHOOL","Grade 10",94
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR NEW TECHNOLOGY HIGH",227907004,"HIGH SCHOOL","Grade 11",109
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"MANOR NEW TECHNOLOGY HIGH",227907004,"HIGH SCHOOL","Grade 12",80
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Early Education",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Pre-kindergarten",37
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Kindergarten",78
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Grade  1",76
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Grade  2",75
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Grade  3",64
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Grade  4",63
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Grade  5",69
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MAPLEWOOD EL",227901122,"ELEMENTARY","Grade  6",35
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MARTIN MIDDLE",227901051,"MIDDLE SCHOOL","Grade  6",159
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MARTIN MIDDLE",227901051,"MIDDLE SCHOOL","Grade  7",134
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MARTIN MIDDLE",227901051,"MIDDLE SCHOOL","Grade  8",139
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","Pre-kindergarten",33
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","Kindergarten",73
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","Grade  1",56
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","Grade  2",70
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","Grade  3",61
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","Grade  4",58
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","Grade  5",54
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MATHEWS EL",227901123,"ELEMENTARY","Grade  6",37
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","Early Education",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","Kindergarten",70
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","Grade  1",66
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","Grade  2",78
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","Grade  3",72
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","Grade  4",76
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCBEE EL",227901165,"ELEMENTARY","Grade  5",86
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCCALLUM H S",227901005,"HIGH SCHOOL","Grade  9",488
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCCALLUM H S",227901005,"HIGH SCHOOL","Grade 10",451
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCCALLUM H S",227901005,"HIGH SCHOOL","Grade 11",450
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MCCALLUM H S",227901005,"HIGH SCHOOL","Grade 12",370
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","Early Education",7
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","Pre-kindergarten",63
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","Kindergarten",108
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","Grade  1",123
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","Grade  2",124
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","Grade  3",105
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","Grade  4",99
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENCHACA EL",227901147,"ELEMENTARY","Grade  5",111
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENDEZ M S",227901058,"MIDDLE SCHOOL","Grade  6",221
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENDEZ M S",227901058,"MIDDLE SCHOOL","Grade  7",236
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MENDEZ M S",227901058,"MIDDLE SCHOOL","Grade  8",254
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"METHODIST CHILDREN'S HOME",227806025,"ELEMENTARY / SECONDARY","Grade  6",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"METHODIST CHILDREN'S HOME",227806025,"ELEMENTARY / SECONDARY","Grade  7",12
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"METHODIST CHILDREN'S HOME",227806025,"ELEMENTARY / SECONDARY","Grade  8",6
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"METHODIST CHILDREN'S HOME",227806025,"ELEMENTARY / SECONDARY","Grade  9",32
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"METHODIST CHILDREN'S HOME",227806025,"ELEMENTARY / SECONDARY","Grade 10",25
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"METHODIST CHILDREN'S HOME",227806025,"ELEMENTARY / SECONDARY","Grade 11",23
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"METHODIST CHILDREN'S HOME",227806025,"ELEMENTARY / SECONDARY","Grade 12",18
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","Early Education",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","Pre-kindergarten",67
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","Kindergarten",41
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","Grade  1",42
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","Grade  2",41
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","Grade  3",33
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","Grade  4",44
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"METZ EL",227901124,"ELEMENTARY","Grade  5",36
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","Early Education",10
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","Pre-kindergarten",58
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","Kindergarten",132
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","Grade  1",128
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","Grade  2",121
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","Grade  3",139
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","Grade  4",120
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MILLS EL",227901181,"ELEMENTARY","Grade  5",135
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"MURCHISON EL",227904112,"ELEMENTARY","Early Education",7
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"MURCHISON EL",227904112,"ELEMENTARY","Pre-kindergarten",22
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"MURCHISON EL",227904112,"ELEMENTARY","Kindergarten",126
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"MURCHISON EL",227904112,"ELEMENTARY","Grade  1",118
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"MURCHISON EL",227904112,"ELEMENTARY","Grade  2",106
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"MURCHISON EL",227904112,"ELEMENTARY","Grade  3",143
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"MURCHISON EL",227904112,"ELEMENTARY","Grade  4",140
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"MURCHISON EL",227904112,"ELEMENTARY","Grade  5",125
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MURCHISON MIDDLE",227901052,"MIDDLE SCHOOL","Grade  6",460
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MURCHISON MIDDLE",227901052,"MIDDLE SCHOOL","Grade  7",442
