PEIMS DATA FOR SCHOOL YEAR 2016-2017
STUDENT COUNTS LESS THAN 5 BUT NOT 0 AND RELATED INFORMATION ARE MASKED WITH "-9999999" IN COMPLIANCE WITH FERPA.
"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Grade Group","Grade Level Name","Enrollment by Grade Level"
"2016-2017",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE H S",227910001,"HIGH SCHOOL","Grade 11",597
"2016-2017",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE H S",227910001,"HIGH SCHOOL","Grade 12",542
"2016-2017",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE MIDDLE",227910041,"MIDDLE SCHOOL","Grade  6",303
"2016-2017",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE MIDDLE",227910041,"MIDDLE SCHOOL","Grade  7",323
"2016-2017",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE MIDDLE",227910041,"MIDDLE SCHOOL","Grade  8",349
"2016-2017",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"ELEMENTARY / SECONDARY","Grade  9",25
"2016-2017",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"ELEMENTARY / SECONDARY","Grade 10",34
"2016-2017",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"ELEMENTARY / SECONDARY","Grade 11",36
"2016-2017",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"ELEMENTARY / SECONDARY","Grade 12",60
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"ELEMENTARY","Early Education",14
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"ELEMENTARY","Pre-kindergarten",110
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"ELEMENTARY","Kindergarten",176
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"ELEMENTARY","Grade  1",167
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"ELEMENTARY","Grade  2",191
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"ELEMENTARY / SECONDARY","Kindergarten",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"ELEMENTARY / SECONDARY","Grade  1",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"ELEMENTARY / SECONDARY","Grade  5",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"ELEMENTARY","Grade  2",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"ELEMENTARY","Grade  3",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"ELEMENTARY","Grade  4",6
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"ELEMENTARY","Grade  5",-9999999
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU EL",227904105,"ELEMENTARY","Grade  3",187
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU EL",227904105,"ELEMENTARY","Grade  4",192
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU EL",227904105,"ELEMENTARY","Grade  5",188
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU MIDDLE",227904045,"MIDDLE SCHOOL","Grade  6",288
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU MIDDLE",227904045,"MIDDLE SCHOOL","Grade  7",271
"2016-2017",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU MIDDLE",227904045,"MIDDLE SCHOOL","Grade  8",233
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"MIDDLE SCHOOL","Grade  6",173
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"MIDDLE SCHOOL","Grade  7",195
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"MIDDLE SCHOOL","Grade  8",230
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"ELEMENTARY","Early Education",8
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"ELEMENTARY","Pre-kindergarten",200
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Early Education",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Kindergarten",144
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Grade  1",139
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Grade  2",136
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Grade  3",155
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Grade  4",155
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Grade  5",150
"2016-2017",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"ELEMENTARY","Early Education",27
"2016-2017",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"ELEMENTARY","Kindergarten",100
"2016-2017",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"ELEMENTARY","Grade  1",94
"2016-2017",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"ELEMENTARY","Grade  2",108
"2016-2017",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"ELEMENTARY","Grade  3",113
"2016-2017",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"ELEMENTARY","Grade  4",117
"2016-2017",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"ELEMENTARY","Grade  5",122
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"HIGH SCHOOL","Grade  9",160
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"HIGH SCHOOL","Grade 10",112
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"HIGH SCHOOL","Grade 11",148
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"HIGH SCHOOL","Grade 12",133
"2016-2017",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"EDEN PARK ACADEMY",227803101,"ELEMENTARY","Pre-kindergarten",38
"2016-2017",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"EDEN PARK ACADEMY",227803101,"ELEMENTARY","Kindergarten",53
"2016-2017",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"EDEN PARK ACADEMY",227803101,"ELEMENTARY","Grade  1",65
"2016-2017",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"EDEN PARK ACADEMY",227803101,"ELEMENTARY","Grade  2",61
"2016-2017",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"EDEN PARK ACADEMY",227803101,"ELEMENTARY","Grade  3",58
"2016-2017",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"EDEN PARK ACADEMY",227803101,"ELEMENTARY","Grade  4",60
"2016-2017",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"EDEN PARK ACADEMY",227803101,"ELEMENTARY","Grade  5",60
"2016-2017",13,"TRAVIS COUNTY","WAYSIDE SCHOOLS",227803,"EDEN PARK ACADEMY",227803101,"ELEMENTARY","Grade  6",31
"2016-2017",13,"TRAVIS COUNTY","THE EXCEL CENTER",227828,"EXCEL CENTER LOCKHART",227828002,"HIGH SCHOOL","Grade  9",13
"2016-2017",13,"TRAVIS COUNTY","EANES ISD",227909,"FOREST TRAIL EL",227909104,"ELEMENTARY","Kindergarten",103
"2016-2017",13,"TRAVIS COUNTY","EANES ISD",227909,"FOREST TRAIL EL",227909104,"ELEMENTARY","Grade  1",87
"2016-2017",13,"TRAVIS COUNTY","EANES ISD",227909,"FOREST TRAIL EL",227909104,"ELEMENTARY","Grade  2",84
"2016-2017",13,"TRAVIS COUNTY","EANES ISD",227909,"FOREST TRAIL EL",227909104,"ELEMENTARY","Grade  3",104
"2016-2017",13,"TRAVIS COUNTY","EANES ISD",227909,"FOREST TRAIL EL",227909104,"ELEMENTARY","Grade  4",108
"2016-2017",13,"TRAVIS COUNTY","EANES ISD",227909,"FOREST TRAIL EL",227909104,"ELEMENTARY","Grade  5",92
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"MIDDLE SCHOOL","Grade  6",349
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"MIDDLE SCHOOL","Grade  7",330
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"MIDDLE SCHOOL","Grade  8",345
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Early Education",11
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Pre-kindergarten",97
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Kindergarten",83
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Grade  1",75
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Grade  2",77
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Grade  3",88
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Grade  4",85
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Grade  5",74
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"MIDDLE SCHOOL","Grade  6",143
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"MIDDLE SCHOOL","Grade  7",133
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"MIDDLE SCHOOL","Grade  8",145
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"HIGH SCHOOL","Grade 11",63
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"HIGH SCHOOL","Grade 12",142
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Kindergarten",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Grade  1",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Grade  2",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Grade  3",5
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Grade  4",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Grade  5",6
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Grade  6",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Grade  7",5
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Grade  8",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Grade  9",6
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Grade 10",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Grade 11",5
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGE M KOZMETSKY SCHOOL",227806015,"ELEMENTARY / SECONDARY","Grade 12",5
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGETOWN BEHAVIORAL HEALTH INSTI",227806044,"ELEMENTARY / SECONDARY","Grade  6",-9999999
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGETOWN BEHAVIORAL HEALTH INSTI",227806044,"ELEMENTARY / SECONDARY","Grade  9",6
"2016-2017",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"GEORGETOWN BEHAVIORAL HEALTH INSTI",227806044,"ELEMENTARY / SECONDARY","Grade 10",7
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"MIDDLE SCHOOL","Grade  6",394
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"MIDDLE SCHOOL","Grade  7",446
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"MIDDLE SCHOOL","Grade  8",439
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Early Education",5
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Pre-kindergarten",64
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Kindergarten",70
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Grade  1",62
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Grade  2",69
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Grade  3",67
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Grade  4",74
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Grade  5",59
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"HIGH SCHOOL","Grade  9",35
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"HIGH SCHOOL","Grade 10",33
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"HIGH SCHOOL","Grade 11",30
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"HIGH SCHOOL","Grade 12",24
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"HIGH SCHOOL","Grade  9",38
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"HIGH SCHOOL","Grade 10",40
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"HIGH SCHOOL","Grade 11",42
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"HIGH SCHOOL","Grade 12",37
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","Kindergarten",97
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","Grade  1",130
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","Grade  2",116
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","Grade  3",114
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","Grade  4",125
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","Grade  5",104
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Early Education",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Pre-kindergarten",122
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Kindergarten",103
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Grade  1",110
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Grade  2",87
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Grade  3",77
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Grade  4",97
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Grade  5",69
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Early Education",5
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Pre-kindergarten",47
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Kindergarten",74
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Grade  1",87
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Grade  2",99
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Grade  3",72
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Grade  4",81
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Grade  5",89
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF EXCELLENCE",227816101,"ELEMENTARY / SECONDARY","Grade  6",105
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF EXCELLENCE",227816101,"ELEMENTARY / SECONDARY","Grade  7",108
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF EXCELLENCE",227816101,"ELEMENTARY / SECONDARY","Grade  8",89
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF EXCELLENCE",227816101,"ELEMENTARY / SECONDARY","Grade  9",87
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF EXCELLENCE",227816101,"ELEMENTARY / SECONDARY","Grade 10",71
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF EXCELLENCE",227816101,"ELEMENTARY / SECONDARY","Grade 11",69
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF EXCELLENCE",227816101,"ELEMENTARY / SECONDARY","Grade 12",49
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF INNOVATION - AUS",227816005,"ELEMENTARY","Kindergarten",54
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF INNOVATION - AUS",227816005,"ELEMENTARY","Grade  1",72
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF INNOVATION - AUS",227816005,"ELEMENTARY","Grade  2",77
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF INNOVATION - AUS",227816005,"ELEMENTARY","Grade  3",81
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF INNOVATION - AUS",227816005,"ELEMENTARY","Grade  4",84
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF INNOVATION - AUS",227816005,"ELEMENTARY","Grade  5",82
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCI AN",227816004,"ELEMENTARY","Pre-kindergarten",39
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCI AN",227816004,"ELEMENTARY","Kindergarten",77
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCI AN",227816004,"ELEMENTARY","Grade  1",87
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCI AN",227816004,"ELEMENTARY","Grade  2",103
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCI AN",227816004,"ELEMENTARY","Grade  3",104
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCI AN",227816004,"ELEMENTARY","Grade  4",96
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCI AN",227816004,"ELEMENTARY","Grade  5",94
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCI AN",227816004,"ELEMENTARY","Grade  6",72
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCI AN",227816004,"ELEMENTARY","Grade  7",71
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCI AN",227816004,"ELEMENTARY","Grade  8",76
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCI AN",227816004,"ELEMENTARY","Grade  9",56
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCI AN",227816004,"ELEMENTARY","Grade 10",31
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCI AN",227816004,"ELEMENTARY","Grade 11",13
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF POLITICAL SCI AN",227816004,"ELEMENTARY","Grade 12",17
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF SCIENCE - AUSTIN",227816003,"ELEMENTARY","Kindergarten",97
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF SCIENCE - AUSTIN",227816003,"ELEMENTARY","Grade  1",96
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF SCIENCE - AUSTIN",227816003,"ELEMENTARY","Grade  2",86
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF SCIENCE - AUSTIN",227816003,"ELEMENTARY","Grade  3",100
"2016-2017",13,"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)",227816,"HARMONY SCHOOL OF SCIENCE - AUSTIN",227816003,"ELEMENTARY","Grade  4",76
