PEIMS DATA FOR SCHOOL YEAR 2011-2012
STUDENT COUNTS LESS THAN 5 BUT NOT 0 AND RELATED INFORMATION ARE MASKED WITH "-9999999" IN COMPLIANCE WITH FERPA.
"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Grade Level Name","Enrollment by Grade Level"
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Grade  4",64
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Grade  5",53
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Early Education",-9999999
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Kindergarten",61
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Grade  1",71
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Grade  2",89
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Grade  3",86
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Grade  4",91
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Grade  5",87
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Early Education",10
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Pre-kindergarten",77
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Kindergarten",69
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Grade  1",72
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Grade  2",66
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Grade  3",70
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Grade  4",59
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Grade  5",51
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Grade  6",20
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Early Education",-9999999
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Kindergarten",46
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Grade  1",55
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Grade  2",53
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Grade  3",77
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Grade  4",53
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Grade  5",51
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Grade  6",41
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"Grade  6",360
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"Grade  7",354
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"Grade  8",334
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"CALDWELL EL",227904114,"Early Education",8
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"CALDWELL EL",227904114,"Pre-kindergarten",58
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"CALDWELL EL",227904114,"Kindergarten",121
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"CALDWELL EL",227904114,"Grade  1",124
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"CALDWELL EL",227904114,"Grade  2",121
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"CALDWELL EL",227904114,"Grade  3",113
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"CALDWELL EL",227904114,"Grade  4",102
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"CALDWELL EL",227904114,"Grade  5",124
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Early Education",12
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Pre-kindergarten",47
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Kindergarten",51
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Grade  1",49
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Grade  2",41
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Grade  3",54
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Grade  4",35
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Grade  5",37
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Early Education",-9999999
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Pre-kindergarten",68
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Kindergarten",89
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Grade  1",94
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Grade  2",99
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Grade  3",94
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Grade  4",93
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Grade  5",105
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Early Education",11
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Pre-kindergarten",20
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Kindergarten",155
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Grade  1",135
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Grade  2",131
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Grade  3",146
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Grade  4",136
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Grade  5",113
"2011-2012",13,"TRAVIS COUNTY","EANES ISD",227909,"CEDAR CREEK EL",227909102,"Early Education",-9999999
"2011-2012",13,"TRAVIS COUNTY","EANES ISD",227909,"CEDAR CREEK EL",227909102,"Kindergarten",77
"2011-2012",13,"TRAVIS COUNTY","EANES ISD",227909,"CEDAR CREEK EL",227909102,"Grade  1",68
"2011-2012",13,"TRAVIS COUNTY","EANES ISD",227909,"CEDAR CREEK EL",227909102,"Grade  2",80
"2011-2012",13,"TRAVIS COUNTY","EANES ISD",227909,"CEDAR CREEK EL",227909102,"Grade  3",83
"2011-2012",13,"TRAVIS COUNTY","EANES ISD",227909,"CEDAR CREEK EL",227909102,"Grade  4",86
"2011-2012",13,"TRAVIS COUNTY","EANES ISD",227909,"CEDAR CREEK EL",227909102,"Grade  5",87
"2011-2012",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Pre-kindergarten",36
"2011-2012",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Kindergarten",47
"2011-2012",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Grade  1",35
"2011-2012",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Grade  2",20
"2011-2012",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Grade  3",19
"2011-2012",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Grade  4",23
"2011-2012",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Grade  5",16
"2011-2012",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Grade  6",21
"2011-2012",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Grade  7",14
"2011-2012",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Grade  8",19
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Early Education",12
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Kindergarten",133
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Grade  1",159
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Grade  2",150
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Grade  3",163
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Grade  4",135
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Grade  5",137
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"Early Education",-9999999
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"Kindergarten",196
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"Grade  1",173
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"Grade  2",170
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"Grade  3",160
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"Grade  4",127
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"Grade  5",132
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"COPPERFIELD EL",227904111,"Early Education",5
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"COPPERFIELD EL",227904111,"Pre-kindergarten",63
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"COPPERFIELD EL",227904111,"Kindergarten",83
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"COPPERFIELD EL",227904111,"Grade  1",68
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"COPPERFIELD EL",227904111,"Grade  2",73
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"COPPERFIELD EL",227904111,"Grade  3",107
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"COPPERFIELD EL",227904111,"Grade  4",78
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"COPPERFIELD EL",227904111,"Grade  5",98
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"Grade  6",224
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"Grade  7",229
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"Grade  8",280
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Early Education",5
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Pre-kindergarten",44
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Kindergarten",127
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Grade  1",130
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Grade  2",121
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Grade  3",133
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Grade  4",122
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Grade  5",111
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"CREEDMOOR EL",227910111,"Early Education",-9999999
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"CREEDMOOR EL",227910111,"Pre-kindergarten",66
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"CREEDMOOR EL",227910111,"Kindergarten",126
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"CREEDMOOR EL",227910111,"Grade  1",126
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"CREEDMOOR EL",227910111,"Grade  2",119
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"CREEDMOOR EL",227910111,"Grade  3",120
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"CREEDMOOR EL",227910111,"Grade  4",113
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"CREEDMOOR EL",227910111,"Grade  5",111
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Grade  9",440
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Grade 10",417
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Grade 11",341
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Grade 12",349
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Early Education",11
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Pre-kindergarten",58
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Kindergarten",77
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Grade  1",67
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Grade  2",70
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Grade  3",71
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Grade  4",59
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Grade  5",76
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Grade  6",-9999999
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DAILEY MIDDLE",227910043,"Grade  6",263
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DAILEY MIDDLE",227910043,"Grade  7",275
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DAILEY MIDDLE",227910043,"Grade  8",244
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Early Education",11
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Pre-kindergarten",44
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Kindergarten",111
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Grade  1",119
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Grade  2",117
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Grade  3",98
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Grade  4",96
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Grade  5",95
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Early Education",7
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Pre-kindergarten",45
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Kindergarten",48
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Grade  1",46
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Grade  2",43
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Grade  3",48
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Grade  4",48
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Grade  5",50
"2011-2012",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER EL",227907104,"Early Education",-9999999
"2011-2012",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER EL",227907104,"Pre-kindergarten",145
"2011-2012",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER EL",227907104,"Kindergarten",101
"2011-2012",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER EL",227907104,"Grade  1",93
"2011-2012",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER EL",227907104,"Grade  2",110
"2011-2012",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER EL",227907104,"Grade  3",87
"2011-2012",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER EL",227907104,"Grade  4",117
"2011-2012",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER EL",227907104,"Grade  5",86
"2011-2012",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER MIDDLE",227907042,"Grade  6",232
"2011-2012",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER MIDDLE",227907042,"Grade  7",224
"2011-2012",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER MIDDLE",227907042,"Grade  8",207
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE EL",227910110,"Early Education",-9999999
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE EL",227910110,"Pre-kindergarten",51
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE EL",227910110,"Kindergarten",124
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE EL",227910110,"Grade  1",123
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE EL",227910110,"Grade  2",121
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE EL",227910110,"Grade  3",134
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE EL",227910110,"Grade  4",85
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE EL",227910110,"Grade  5",124
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE H S",227910001,"Grade  9",839
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE H S",227910001,"Grade 10",673
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE H S",227910001,"Grade 11",526
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE H S",227910001,"Grade 12",425
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE MIDDLE",227910041,"Grade  6",275
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE MIDDLE",227910041,"Grade  7",268
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE MIDDLE",227910041,"Grade  8",264
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"Early Education",40
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"Pre-kindergarten",34
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"Grade  8",-9999999
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"Grade  9",50
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"Grade 10",40
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"Grade 11",98
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"Grade 12",105
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"Early Education",12
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"Pre-kindergarten",74
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"Kindergarten",233
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"Grade  1",223
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"Grade  2",197
"2011-2012",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-ELKINS CAMPUS",227806021,"Grade  7",-9999999
"2011-2012",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-ELKINS CAMPUS",227806021,"Grade  8",12
"2011-2012",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-ELKINS CAMPUS",227806021,"Grade  9",10
"2011-2012",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-ELKINS CAMPUS",227806021,"Grade 10",5
"2011-2012",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-ELKINS CAMPUS",227806021,"Grade 11",7
"2011-2012",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-ELKINS CAMPUS",227806021,"Grade 12",-9999999
"2011-2012",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"Grade  1",-9999999
"2011-2012",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"Grade  2",-9999999
"2011-2012",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"Grade  3",-9999999
"2011-2012",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"Grade  4",5
"2011-2012",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"Grade  5",-9999999
"2011-2012",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"Grade  6",5
"2011-2012",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"Grade  7",-9999999
"2011-2012",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"Grade  8",-9999999
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU EL",227904105,"Kindergarten",-9999999
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU EL",227904105,"Grade  1",-9999999
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU EL",227904105,"Grade  2",-9999999
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU EL",227904105,"Grade  3",184
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU EL",227904105,"Grade  4",179
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU EL",227904105,"Grade  5",230
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU MIDDLE",227904045,"Grade  6",360
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU MIDDLE",227904045,"Grade  7",316
"2011-2012",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU MIDDLE",227904045,"Grade  8",331
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE M S",227901055,"Grade  6",243
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE M S",227901055,"Grade  7",209
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE M S",227901055,"Grade  8",217
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Early Education",-9999999
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Pre-kindergarten",23
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Kindergarten",131
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Grade  1",140
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Grade  2",126
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Grade  3",119
