PEIMS DATA FOR SCHOOL YEAR 2012-2013
STUDENT COUNTS LESS THAN 5 BUT NOT 0 AND RELATED INFORMATION ARE MASKED WITH "-9999999" IN COMPLIANCE WITH FERPA.
"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Grade Level Name","Enrollment by Grade Level"
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"Grade  6",331
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"Grade  7",346
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"Grade  8",324
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Early Education",7
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Pre-kindergarten",46
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Kindergarten",136
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Grade  1",118
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Grade  2",123
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Grade  3",98
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Grade  4",114
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Grade  5",84
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Early Education",-9999999
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Kindergarten",185
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Grade  1",161
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Grade  2",158
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Grade  3",164
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Grade  4",153
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Grade  5",152
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Kindergarten",80
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Grade  1",89
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Grade  2",125
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Grade  3",138
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Grade  4",99
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Grade  5",103
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"BARTON CREEK EL",227909105,"Early Education",-9999999
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"BARTON CREEK EL",227909105,"Kindergarten",81
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"BARTON CREEK EL",227909105,"Grade  1",81
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"BARTON CREEK EL",227909105,"Grade  2",87
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"BARTON CREEK EL",227909105,"Grade  3",88
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"BARTON CREEK EL",227909105,"Grade  4",90
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"BARTON CREEK EL",227909105,"Grade  5",87
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Early Education",-9999999
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Kindergarten",63
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Grade  1",53
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Grade  2",54
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Grade  3",67
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Grade  4",57
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Grade  5",61
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Grade  6",28
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"BATY EL",227910108,"Early Education",14
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"BATY EL",227910108,"Pre-kindergarten",103
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"BATY EL",227910108,"Kindergarten",108
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"BATY EL",227910108,"Grade  1",131
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"BATY EL",227910108,"Grade  2",117
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"BATY EL",227910108,"Grade  3",106
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"BATY EL",227910108,"Grade  4",91
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"BATY EL",227910108,"Grade  5",87
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Early Education",-9999999
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Pre-kindergarten",47
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Kindergarten",69
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Grade  1",74
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Grade  2",47
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Grade  3",34
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Grade  4",20
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Grade  5",24
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK M S",227901054,"Grade  6",352
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK M S",227901054,"Grade  7",350
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK M S",227901054,"Grade  8",340
"2012-2013",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"BEE CAVE ELEMENTARY",227913103,"Early Education",-9999999
"2012-2013",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"BEE CAVE ELEMENTARY",227913103,"Kindergarten",132
"2012-2013",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"BEE CAVE ELEMENTARY",227913103,"Grade  1",154
"2012-2013",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"BEE CAVE ELEMENTARY",227913103,"Grade  2",158
"2012-2013",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"BEE CAVE ELEMENTARY",227913103,"Grade  3",137
"2012-2013",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"BEE CAVE ELEMENTARY",227913103,"Grade  4",132
"2012-2013",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"BEE CAVE ELEMENTARY",227913103,"Grade  5",143
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Pre-kindergarten",29
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Kindergarten",35
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Grade  1",47
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Grade  2",35
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Grade  3",28
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Grade  4",25
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Grade  5",27
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLAKE MANOR EL",227907105,"Early Education",7
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLAKE MANOR EL",227907105,"Pre-kindergarten",106
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLAKE MANOR EL",227907105,"Kindergarten",92
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLAKE MANOR EL",227907105,"Grade  1",121
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLAKE MANOR EL",227907105,"Grade  2",99
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLAKE MANOR EL",227907105,"Grade  3",88
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLAKE MANOR EL",227907105,"Grade  4",91
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLAKE MANOR EL",227907105,"Grade  5",91
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Early Education",-9999999
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Pre-kindergarten",79
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Kindergarten",116
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Grade  1",82
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Grade  2",71
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Grade  3",66
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Grade  4",65
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Grade  5",59
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Early Education",12
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Pre-kindergarten",101
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Kindergarten",136
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Grade  1",135
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Grade  2",157
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Grade  3",151
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Grade  4",157
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Grade  5",129
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLUEBONNET TRAIL EL",227907102,"Pre-kindergarten",81
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLUEBONNET TRAIL EL",227907102,"Kindergarten",83
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLUEBONNET TRAIL EL",227907102,"Grade  1",58
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLUEBONNET TRAIL EL",227907102,"Grade  2",47
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLUEBONNET TRAIL EL",227907102,"Grade  3",62
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLUEBONNET TRAIL EL",227907102,"Grade  4",66
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLUEBONNET TRAIL EL",227907102,"Grade  5",61
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Early Education",14
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Pre-kindergarten",40
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Kindergarten",87
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Grade  1",98
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Grade  2",68
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Grade  3",86
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Grade  4",77
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Grade  5",70
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"Grade  9",791
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"Grade 10",736
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"Grade 11",702
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"Grade 12",673
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Early Education",-9999999
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Pre-kindergarten",28
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Kindergarten",95
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Grade  1",94
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Grade  2",80
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Grade  3",75
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Grade  4",49
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Grade  5",83
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"BRIDGE POINT EL",227909106,"Kindergarten",111
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"BRIDGE POINT EL",227909106,"Grade  1",105
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"BRIDGE POINT EL",227909106,"Grade  2",136
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"BRIDGE POINT EL",227909106,"Grade  3",127
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"BRIDGE POINT EL",227909106,"Grade  4",127
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"BRIDGE POINT EL",227909106,"Grade  5",149
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Early Education",6
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Pre-kindergarten",71
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Kindergarten",62
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Grade  1",59
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Grade  2",49
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Grade  3",61
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Grade  4",47
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Grade  5",50
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Pre-kindergarten",29
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Kindergarten",69
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Grade  1",75
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Grade  2",74
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Grade  3",93
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Grade  4",86
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Grade  5",100
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Early Education",6
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Pre-kindergarten",74
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Kindergarten",86
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Grade  1",68
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Grade  2",57
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Grade  3",65
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Grade  4",76
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Grade  5",50
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Kindergarten",66
