PEIMS DATA FOR SCHOOL YEAR 2012-2013
STUDENT COUNTS LESS THAN 5 BUT NOT 0 AND RELATED INFORMATION ARE MASKED WITH "-9999999" IN COMPLIANCE WITH FERPA.
"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Grade Level Name","Enrollment by Grade Level"
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Grade  1",45
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Grade  2",49
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Grade  3",54
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Grade  4",76
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Grade  5",54
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Grade  6",40
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"Grade  6",415
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"Grade  7",347
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"Grade  8",357
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"CALDWELL EL",227904114,"Early Education",10
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"CALDWELL EL",227904114,"Pre-kindergarten",27
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"CALDWELL EL",227904114,"Kindergarten",123
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"CALDWELL EL",227904114,"Grade  1",121
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"CALDWELL EL",227904114,"Grade  2",120
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"CALDWELL EL",227904114,"Grade  3",120
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"CALDWELL EL",227904114,"Grade  4",112
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"CALDWELL EL",227904114,"Grade  5",95
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Early Education",8
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Pre-kindergarten",62
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Kindergarten",59
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Grade  1",48
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Grade  2",51
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Grade  3",44
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Grade  4",49
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Grade  5",38
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Early Education",-9999999
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Pre-kindergarten",67
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Kindergarten",98
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Grade  1",97
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Grade  2",96
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Grade  3",96
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Grade  4",94
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Grade  5",93
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Early Education",9
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Pre-kindergarten",18
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Kindergarten",137
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Grade  1",159
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Grade  2",133
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Grade  3",129
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Grade  4",148
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Grade  5",127
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"CEDAR CREEK EL",227909102,"Early Education",-9999999
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"CEDAR CREEK EL",227909102,"Kindergarten",86
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"CEDAR CREEK EL",227909102,"Grade  1",85
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"CEDAR CREEK EL",227909102,"Grade  2",61
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"CEDAR CREEK EL",227909102,"Grade  3",84
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"CEDAR CREEK EL",227909102,"Grade  4",88
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"CEDAR CREEK EL",227909102,"Grade  5",88
"2012-2013",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Pre-kindergarten",39
"2012-2013",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Kindergarten",43
"2012-2013",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Grade  1",51
"2012-2013",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Grade  2",32
"2012-2013",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Grade  3",30
"2012-2013",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Grade  4",28
"2012-2013",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Grade  5",22
"2012-2013",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Grade  6",23
"2012-2013",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Grade  7",20
"2012-2013",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"CEDARS INTERNATIONAL ACADEMY",227817101,"Grade  8",20
"2012-2013",13,"TRAVIS COUNTY","CHAPARRAL STAR ACADEMY",227814,"CHAPARRAL STAR ACADEMY",227814001,"Kindergarten",30
"2012-2013",13,"TRAVIS COUNTY","CHAPARRAL STAR ACADEMY",227814,"CHAPARRAL STAR ACADEMY",227814001,"Grade  1",30
"2012-2013",13,"TRAVIS COUNTY","CHAPARRAL STAR ACADEMY",227814,"CHAPARRAL STAR ACADEMY",227814001,"Grade  2",30
"2012-2013",13,"TRAVIS COUNTY","CHAPARRAL STAR ACADEMY",227814,"CHAPARRAL STAR ACADEMY",227814001,"Grade  3",30
"2012-2013",13,"TRAVIS COUNTY","CHAPARRAL STAR ACADEMY",227814,"CHAPARRAL STAR ACADEMY",227814001,"Grade  4",30
"2012-2013",13,"TRAVIS COUNTY","CHAPARRAL STAR ACADEMY",227814,"CHAPARRAL STAR ACADEMY",227814001,"Grade  5",30
"2012-2013",13,"TRAVIS COUNTY","CHAPARRAL STAR ACADEMY",227814,"CHAPARRAL STAR ACADEMY",227814001,"Grade  6",30
"2012-2013",13,"TRAVIS COUNTY","CHAPARRAL STAR ACADEMY",227814,"CHAPARRAL STAR ACADEMY",227814001,"Grade  7",30
"2012-2013",13,"TRAVIS COUNTY","CHAPARRAL STAR ACADEMY",227814,"CHAPARRAL STAR ACADEMY",227814001,"Grade  8",28
"2012-2013",13,"TRAVIS COUNTY","CHAPARRAL STAR ACADEMY",227814,"CHAPARRAL STAR ACADEMY",227814001,"Grade  9",32
"2012-2013",13,"TRAVIS COUNTY","CHAPARRAL STAR ACADEMY",227814,"CHAPARRAL STAR ACADEMY",227814001,"Grade 10",21
"2012-2013",13,"TRAVIS COUNTY","CHAPARRAL STAR ACADEMY",227814,"CHAPARRAL STAR ACADEMY",227814001,"Grade 11",22
"2012-2013",13,"TRAVIS COUNTY","CHAPARRAL STAR ACADEMY",227814,"CHAPARRAL STAR ACADEMY",227814001,"Grade 12",22
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Early Education",5
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Kindergarten",147
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Grade  1",136
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Grade  2",162
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Grade  3",142
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Grade  4",166
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Grade  5",133
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"Kindergarten",179
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"Grade  1",199
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"Grade  2",152
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"Grade  3",180
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"Grade  4",149
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"Grade  5",122
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"COPPERFIELD EL",227904111,"Pre-kindergarten",43
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"COPPERFIELD EL",227904111,"Kindergarten",71
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"COPPERFIELD EL",227904111,"Grade  1",77
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"COPPERFIELD EL",227904111,"Grade  2",78
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"COPPERFIELD EL",227904111,"Grade  3",72
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"COPPERFIELD EL",227904111,"Grade  4",92
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"COPPERFIELD EL",227904111,"Grade  5",70
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"Grade  6",202
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"Grade  7",228
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"Grade  8",231
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Early Education",7
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Pre-kindergarten",37
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Kindergarten",144
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Grade  1",121
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Grade  2",124
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Grade  3",116
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Grade  4",129
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Grade  5",121
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"CREEDMOOR EL",227910111,"Pre-kindergarten",61
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"CREEDMOOR EL",227910111,"Kindergarten",121
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"CREEDMOOR EL",227910111,"Grade  1",136
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"CREEDMOOR EL",227910111,"Grade  2",114
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"CREEDMOOR EL",227910111,"Grade  3",116
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"CREEDMOOR EL",227910111,"Grade  4",116
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"CREEDMOOR EL",227910111,"Grade  5",115
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Grade  9",512
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Grade 10",450
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Grade 11",366
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Grade 12",331
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Early Education",10
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Pre-kindergarten",39
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Kindergarten",83
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Grade  1",58
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Grade  2",61
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Grade  3",64
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Grade  4",69
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Grade  5",61
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"Grade  1",-9999999
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"Grade  4",-9999999
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"Grade  5",-9999999
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DAILEY MIDDLE",227910043,"Grade  6",252
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DAILEY MIDDLE",227910043,"Grade  7",267
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DAILEY MIDDLE",227910043,"Grade  8",274
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Early Education",14
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Pre-kindergarten",29
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Kindergarten",120
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Grade  1",119
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Grade  2",105
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Grade  3",107
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Grade  4",98
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Grade  5",83
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Early Education",-9999999
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Pre-kindergarten",48
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Kindergarten",57
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Grade  1",52
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Grade  2",45
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Grade  3",40
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Grade  4",48
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Grade  5",43
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER EL",227907104,"Early Education",7
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER EL",227907104,"Pre-kindergarten",133
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER EL",227907104,"Kindergarten",104
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER EL",227907104,"Grade  1",98
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER EL",227907104,"Grade  2",106
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER EL",227907104,"Grade  3",106
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER EL",227907104,"Grade  4",89
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER EL",227907104,"Grade  5",92
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER MIDDLE",227907042,"Grade  6",273
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER MIDDLE",227907042,"Grade  7",248
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"DECKER MIDDLE",227907042,"Grade  8",213
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE EL",227910110,"Pre-kindergarten",82
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE EL",227910110,"Kindergarten",116
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE EL",227910110,"Grade  1",134
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE EL",227910110,"Grade  2",140
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE EL",227910110,"Grade  3",128
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE EL",227910110,"Grade  4",134
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE EL",227910110,"Grade  5",102
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE H S",227910001,"Grade  9",926
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE H S",227910001,"Grade 10",666
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE H S",227910001,"Grade 11",564
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE H S",227910001,"Grade 12",389
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE MIDDLE",227910041,"Grade  6",296
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE MIDDLE",227910041,"Grade  7",293
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE MIDDLE",227910041,"Grade  8",267
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"Early Education",42
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"Pre-kindergarten",31
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"Grade  7",-9999999
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"Grade  8",-9999999
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"Grade  9",29
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"Grade 10",24
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"Grade 11",54
"2012-2013",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"DEL VALLE OPPORTUNITY CTR",227910002,"Grade 12",137
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"Early Education",21
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"Pre-kindergarten",67
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"Kindergarten",148
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"Grade  1",159
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DELCO PRI",227904113,"Grade  2",148
"2012-2013",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-ELKINS CAMPUS",227806021,"Grade  7",-9999999
"2012-2013",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-ELKINS CAMPUS",227806021,"Grade  8",12
"2012-2013",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-ELKINS CAMPUS",227806021,"Grade  9",14
"2012-2013",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-ELKINS CAMPUS",227806021,"Grade 10",-9999999
"2012-2013",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-ELKINS CAMPUS",227806021,"Grade 11",-9999999
"2012-2013",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-ELKINS CAMPUS",227806021,"Grade 12",-9999999
"2012-2013",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"Grade  1",-9999999
"2012-2013",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"Grade  2",-9999999
"2012-2013",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"Grade  3",-9999999
"2012-2013",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"Grade  5",-9999999
"2012-2013",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"Grade  6",-9999999
"2012-2013",13,"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHA",227806,"DEPELCHIN-RICHMOND",227806029,"Grade  7",6
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU EL",227904105,"Grade  2",-9999999
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU EL",227904105,"Grade  3",134
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU EL",227904105,"Grade  4",135
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU EL",227904105,"Grade  5",132
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU MIDDLE",227904045,"Grade  6",389
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU MIDDLE",227904045,"Grade  7",373
"2012-2013",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"DESSAU MIDDLE",227904045,"Grade  8",333
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE M S",227901055,"Grade  6",222
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE M S",227901055,"Grade  7",251
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE M S",227901055,"Grade  8",204
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"Early Education",9
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"Pre-kindergarten",258
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Early Education",-9999999
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Pre-kindergarten",28
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Kindergarten",143
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Grade  1",150
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Grade  2",131
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Grade  3",134
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Grade  4",107
"2012-2013",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Grade  5",119
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"Early Education",35
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"Kindergarten",87
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"Grade  1",92
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"Grade  2",104
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"Grade  3",111
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"Grade  4",108
"2012-2013",13,"TRAVIS COUNTY","EANES ISD",227909,"EANES EL",227909101,"Grade  5",103
