PEIMS DATA FOR SCHOOL YEAR 2014-2015
STUDENT COUNTS LESS THAN 5 BUT NOT 0 AND RELATED INFORMATION ARE MASKED WITH "-9999999" IN COMPLIANCE WITH FERPA.
"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Ethnicity Name","Enrollment by Ethnicity"
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN H S",227901002,"Hispanic",897
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN H S",227901002,"Native Hawaiian/Other or Pacific Islander",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN H S",227901002,"Two or More Races",50
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN H S",227901002,"White",981
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ST HOSPITAL",227901250,"Black or African American",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ST HOSPITAL",227901250,"American Indian or Alaska Native",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ST HOSPITAL",227901250,"Asian",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ST HOSPITAL",227901250,"Hispanic",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ST HOSPITAL",227901250,"Native Hawaiian/Other or Pacific Islander",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ST HOSPITAL",227901250,"Two or More Races",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ST HOSPITAL",227901250,"White",11
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"Black or African American",42
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"American Indian or Alaska Native",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"Asian",35
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"Hispanic",453
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"Native Hawaiian/Other or Pacific Islander",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"Two or More Races",34
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"White",352
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Black or African American",8
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"American Indian or Alaska Native",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Asian",55
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Hispanic",173
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Native Hawaiian/Other or Pacific Islander",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Two or More Races",38
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"White",467
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Black or African American",20
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"American Indian or Alaska Native",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Asian",61
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Hispanic",342
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Native Hawaiian/Other or Pacific Islander",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Two or More Races",49
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"White",520
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Black or African American",45
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"American Indian or Alaska Native",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Asian",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Hispanic",523
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Native Hawaiian/Other or Pacific Islander",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Two or More Races",5
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"White",11
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Black or African American",6
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"American Indian or Alaska Native",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Asian",7
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Hispanic",107
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Native Hawaiian/Other or Pacific Islander",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Two or More Races",26
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"White",272
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Black or African American",25
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"American Indian or Alaska Native",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Asian",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Hispanic",211
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Native Hawaiian/Other or Pacific Islander",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Two or More Races",7
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"White",97
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK M S",227901054,"Black or African American",62
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK M S",227901054,"American Indian or Alaska Native",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK M S",227901054,"Asian",8
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK M S",227901054,"Hispanic",811
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK M S",227901054,"Native Hawaiian/Other or Pacific Islander",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK M S",227901054,"Two or More Races",12
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK M S",227901054,"White",73
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Black or African American",78
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"American Indian or Alaska Native",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Asian",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Hispanic",179
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Native Hawaiian/Other or Pacific Islander",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Two or More Races",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"White",12
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Black or African American",44
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"American Indian or Alaska Native",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Asian",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Hispanic",452
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Native Hawaiian/Other or Pacific Islander",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Two or More Races",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"White",39
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Black or African American",49
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"American Indian or Alaska Native",6
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Asian",22
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Hispanic",769
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Native Hawaiian/Other or Pacific Islander",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Two or More Races",26
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"White",94
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Black or African American",18
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"American Indian or Alaska Native",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Asian",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Hispanic",228
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Native Hawaiian/Other or Pacific Islander",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Two or More Races",26
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"White",222
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"Black or African American",110
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"American Indian or Alaska Native",8
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"Asian",151
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"Hispanic",1042
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"Native Hawaiian/Other or Pacific Islander",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"Two or More Races",123
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"White",1434
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Black or African American",25
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"American Indian or Alaska Native",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Asian",7
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Hispanic",193
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Native Hawaiian/Other or Pacific Islander",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Two or More Races",24
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"White",331
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Black or African American",41
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"American Indian or Alaska Native",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Asian",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Hispanic",290
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Native Hawaiian/Other or Pacific Islander",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Two or More Races",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"White",13
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Black or African American",20
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"American Indian or Alaska Native",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Asian",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Hispanic",371
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Native Hawaiian/Other or Pacific Islander",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Two or More Races",5
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"White",11
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Black or African American",9
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"American Indian or Alaska Native",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Asian",17
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Hispanic",75
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Native Hawaiian/Other or Pacific Islander",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"Two or More Races",19
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"White",273
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"Black or African American",97
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"American Indian or Alaska Native",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"Asian",25
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"Hispanic",951
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"Native Hawaiian/Other or Pacific Islander",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"Two or More Races",19
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"White",44
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Black or African American",118
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"American Indian or Alaska Native",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Asian",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Hispanic",123
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Native Hawaiian/Other or Pacific Islander",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"Two or More Races",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"White",8
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Black or African American",42
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"American Indian or Alaska Native",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Asian",16
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Hispanic",447
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Native Hawaiian/Other or Pacific Islander",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"Two or More Races",34
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"White",126
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Black or African American",15
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"American Indian or Alaska Native",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Asian",20
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Hispanic",87
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Native Hawaiian/Other or Pacific Islander",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"Two or More Races",35
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"White",648
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Black or African American",7
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"American Indian or Alaska Native",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Asian",122
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Hispanic",130
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Native Hawaiian/Other or Pacific Islander",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"Two or More Races",33
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"White",589
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"Black or African American",66
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"American Indian or Alaska Native",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"Asian",7
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"Hispanic",543
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"Native Hawaiian/Other or Pacific Islander",0
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"Two or More Races",9
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"White",17
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"Black or African American",35
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"American Indian or Alaska Native",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"Asian",14
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"Hispanic",386
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"Native Hawaiian/Other or Pacific Islander",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"Two or More Races",18
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"White",178
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Black or African American",26
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"American Indian or Alaska Native",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Asian",28
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Hispanic",319
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Native Hawaiian/Other or Pacific Islander",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Two or More Races",51
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"White",372
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Black or African American",114
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"American Indian or Alaska Native",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Asian",14
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Hispanic",1099
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Native Hawaiian/Other or Pacific Islander",-9999999
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Two or More Races",32
"2014-2015",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"White",235
