PEIMS DATA FOR SCHOOL YEAR 2013-2014
STUDENT COUNTS LESS THAN 5 BUT NOT 0 AND RELATED INFORMATION ARE MASKED WITH "-9999999" IN COMPLIANCE WITH FERPA.
"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Ethnicity Name","Enrollment by Ethnicity"
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Two or More Races",46
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"White",358
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Black or African American",110
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Asian",19
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Hispanic",1161
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Native Hawaiian/Other or Pacific Islander",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Two or More Races",26
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"White",240
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Black or African American",41
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Asian",9
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Hispanic",241
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Native Hawaiian/Other or Pacific Islander",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Two or More Races",20
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"White",109
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"Black or African American",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"American Indian or Alaska Native",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"Asian",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"Hispanic",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"Two or More Races",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"White",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Black or African American",44
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Asian",70
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Hispanic",172
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Native Hawaiian/Other or Pacific Islander",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Two or More Races",60
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"White",370
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Black or African American",32
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Asian",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Hispanic",277
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Two or More Races",8
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"White",24
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"Black or African American",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"American Indian or Alaska Native",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"Asian",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"Hispanic",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"Two or More Races",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"White",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE M S",227901055,"Black or African American",67
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE M S",227901055,"American Indian or Alaska Native",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE M S",227901055,"Asian",20
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE M S",227901055,"Hispanic",579
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE M S",227901055,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE M S",227901055,"Two or More Races",6
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE M S",227901055,"White",24
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"Black or African American",32
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"Asian",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"Hispanic",256
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"Native Hawaiian/Other or Pacific Islander",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"Two or More Races",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"White",14
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Black or African American",16
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Asian",96
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Hispanic",143
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Native Hawaiian/Other or Pacific Islander",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Two or More Races",26
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"White",560
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"Black or African American",77
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"Asian",7
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"Hispanic",398
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"Two or More Races",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"White",17
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"Black or African American",62
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"Asian",20
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"Hispanic",709
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"Two or More Races",23
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"White",166
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"Black or African American",19
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"Asian",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"Hispanic",579
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"Two or More Races",5
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"White",37
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA MIDDLE",227901056,"Black or African American",172
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA MIDDLE",227901056,"American Indian or Alaska Native",5
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA MIDDLE",227901056,"Asian",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA MIDDLE",227901056,"Hispanic",308
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA MIDDLE",227901056,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA MIDDLE",227901056,"Two or More Races",6
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA MIDDLE",227901056,"White",8
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"Black or African American",20
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"American Indian or Alaska Native",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"Asian",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"Hispanic",82
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"Two or More Races",10
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"White",98
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"Black or African American",29
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"Asian",74
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"Hispanic",324
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"Two or More Races",54
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"White",781
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"Black or African American",75
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"Asian",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"Hispanic",453
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"Two or More Races",9
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"White",18
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"Black or African American",105
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"Asian",8
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"Hispanic",547
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"Two or More Races",8
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"White",36
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"Black or African American",22
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"Asian",18
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"Hispanic",606
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"Native Hawaiian/Other or Pacific Islander",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"Two or More Races",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"White",16
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"Black or African American",11
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"Asian",6
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"Hispanic",91
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"Native Hawaiian/Other or Pacific Islander",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"Two or More Races",22
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"White",407
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"Black or African American",78
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"American Indian or Alaska Native",5
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"Asian",27
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"Hispanic",555
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"Native Hawaiian/Other or Pacific Islander",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"Two or More Races",8
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"White",17
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"Black or African American",64
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"Asian",21
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"Hispanic",618
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"Native Hawaiian/Other or Pacific Islander",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"Two or More Races",5
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"White",22
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"Black or African American",7
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"Asian",21
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"Hispanic",93
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"Two or More Races",31
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"White",519
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"Black or African American",16
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"American Indian or Alaska Native",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"Asian",54
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"Hispanic",150
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"Two or More Races",54
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"White",568
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"Black or African American",51
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"Asian",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"Hispanic",711
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"Two or More Races",11
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"White",12
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"Black or African American",11
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"American Indian or Alaska Native",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"Asian",30
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"Hispanic",219
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"Two or More Races",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"White",8
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"Black or African American",151
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"Asian",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"Hispanic",584
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"Two or More Races",5
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"White",8
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"Black or African American",5
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"Asian",10
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"Hispanic",212
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"Two or More Races",9
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"White",63
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"Black or African American",138
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"Asian",128
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"Hispanic",334
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"Native Hawaiian/Other or Pacific Islander",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"Two or More Races",41
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"White",487
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"Black or African American",11
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"Asian",102
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"Hispanic",183
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"Two or More Races",38
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KIKER EL",227901180,"White",644
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"Black or African American",28
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"American Indian or Alaska Native",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"Asian",12
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"Hispanic",349
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"Two or More Races",19
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KOCUREK EL",227901172,"White",136
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"Black or African American",45
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"American Indian or Alaska Native",-9999999
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"Asian",13
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"Hispanic",299
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"Native Hawaiian/Other or Pacific Islander",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"Two or More Races",21
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LAMAR M S",227901045,"White",359
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"Black or African American",30
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"American Indian or Alaska Native",0
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"LANGFORD EL",227901168,"Asian",-9999999
