,year,district,campus,total_enroll,total_disadvtg,total_title1,total_atrisk,school_type,title1_rate,name_x,lat_x,lon_x,type_x,name_y,lat_y,lon_y,type_y
153,2015-2016,AUSTIN ISD,Bowie High School,2912,346,9,764,High,0.3090659340659341,Bowie High School,30.186369,-97.85873000000001,public,Bowie High School,30.186369,-97.85873000000001,public
154,2015-2016,AUSTIN ISD,Lbj Highigh Schoolchool,874,680,874,641,High,100.0,,,,,,,,
155,2015-2016,AUSTIN ISD,Garza Independence High School,192,56,8,154,High,4.166666666666667,Garza Independence High School,30.277237,-97.72139,public,Garza Independence High School,30.277237,-97.72139,public
156,2015-2016,AUSTIN ISD,Akins High School,2713,1798,43,1712,High,1.58496129745669,Akins High School,30.148984999999996,-97.80185999999999,public,Akins High School,30.148984999999996,-97.80185999999999,public
157,2015-2016,AUSTIN ISD,Lasa High School,1016,89,0,29,High,0.0,Lasa High School,30.313496,-97.65666999999999,public,Lasa High School,30.313496,-97.65666999999999,public
158,2015-2016,AUSTIN ISD,Eastside Memorial At The Johnston,551,479,551,458,High,100.0,,,,,,,,
159,2015-2016,AUSTIN ISD,Graduation Prep Academy Travis,123,95,6,119,Other,4.878048780487805,,,,,,,,
160,2015-2016,AUSTIN ISD,Graduation Prep Academy Lanier,124,98,10,120,Other,8.064516129032258,,,,,,,,
161,2015-2016,AUSTIN ISD,Travis County Day School,6,2,2,6,High,33.333333333333336,Travis County Day School,30.335696999999996,-97.68336,public,Travis County Day School,30.335696999999996,-97.68336,public
162,2015-2016,AUSTIN ISD,Richards Sch For Young Women Leade,787,457,0,122,High,0.0,,,,,,,,
163,2015-2016,AUSTIN ISD,International High School,294,284,12,291,High,4.081632653061225,International High School,30.257113,-97.68205999999999,public,International High School,30.257113,-97.68205999999999,public
164,2015-2016,AUSTIN ISD,Travis County Juvenile Detention C,41,20,2,41,Other,4.878048780487805,,,,,,,,
165,2015-2016,AUSTIN ISD,Phoenix Academy,34,5,2,34,High,5.882352941176472,Phoenix Academy,30.24414,-97.75614,public,Phoenix Academy,30.24414,-97.75614,public
166,2015-2016,AUSTIN ISD,Leadership Academy,27,13,0,27,High,0.0,Leadership Academy,30.235638,-97.75366,public,Leadership Academy,30.235638,-97.75366,public
167,2015-2016,AUSTIN ISD,Travis County J J A E P,2,2,0,2,Other,0.0,,,,,,,,
168,2015-2016,AUSTIN ISD,Fulmore Middle School,1007,684,1007,512,Middle,100.0,Fulmore Middle School,30.243927000000003,-97.750465,public,Fulmore Middle School,30.243927000000003,-97.750465,public
169,2015-2016,AUSTIN ISD,Kealing Middle School,1203,367,1203,287,Middle,100.0,Kealing Middle School,30.270937,-97.72178000000001,public,Kealing Middle School,30.270937,-97.72178000000001,public
170,2015-2016,AUSTIN ISD,Lamar Middle School,972,290,2,307,Middle,0.20576131687242802,Lamar Middle School,30.337774,-97.74058000000001,public,Lamar Middle School,30.337774,-97.74058000000001,public
171,2015-2016,AUSTIN ISD,Burnet Middle School,1020,925,1020,815,Middle,100.0,Burnet Middle School,30.365074,-97.7256,public,Burnet Middle School,30.365074,-97.7256,public
172,2015-2016,AUSTIN ISD,O Henry Middle School,931,221,2,273,Middle,0.21482277121374865,O Henry Middle School,30.285491999999998,-97.77376,public,O Henry Middle School,30.285491999999998,-97.77376,public
173,2015-2016,AUSTIN ISD,Martin Middle School,456,419,456,364,Middle,100.0,Martin Middle School,30.253086,-97.72986999999999,public,Martin Middle School,30.253086,-97.72986999999999,public
174,2015-2016,AUSTIN ISD,Murchison Middle,1365,347,2,420,Middle,0.14652014652014653,,,,,,,,
175,2015-2016,AUSTIN ISD,Webb Middle School,699,666,699,575,Middle,100.0,Webb Middle School,30.332413,-97.70740500000001,public,Webb Middle School,30.332413,-97.70740500000001,public
176,2015-2016,AUSTIN ISD,Bedichek Middle,908,731,908,603,Middle,100.0,,,,,,,,
177,2015-2016,AUSTIN ISD,Dobie Middle,634,579,634,492,Middle,100.0,,,,,,,,
178,2015-2016,AUSTIN ISD,Covington Middle School,641,400,7,354,Middle,1.0920436817472698,Covington Middle School,30.211359,-97.83413,public,Covington Middle School,30.211359,-97.83413,public
179,2015-2016,AUSTIN ISD,Mendez Middle School,790,741,790,652,Middle,100.0,Mendez Middle School,30.188675,-97.74306,public,Mendez Middle School,30.188675,-97.74306,public
180,2015-2016,AUSTIN ISD,Bailey Middle School,872,234,2,288,Middle,0.22935779816513766,Bailey Middle School,30.164225,-97.87241999999999,public,Bailey Middle School,30.164225,-97.87241999999999,public
181,2015-2016,AUSTIN ISD,Small Middle School,1006,310,5,351,Middle,0.4970178926441352,Small Middle School,30.233706,-97.84200000000001,public,Small Middle School,30.233706,-97.84200000000001,public
182,2015-2016,AUSTIN ISD,Paredes Middle School,997,723,997,613,Middle,100.0,Paredes Middle School,30.165659,-97.81159,public,Paredes Middle School,30.165659,-97.81159,public
183,2015-2016,AUSTIN ISD,Gorzycki Middle,1341,64,0,192,Middle,0.0,,,,,,,,
184,2015-2016,AUSTIN ISD,Garcia Ymla,425,399,425,339,Other,100.0,Garcia Ymla,30.311397999999997,-97.64303000000001,public,Garcia Ymla,30.311397999999997,-97.64303000000001,public
185,2015-2016,AUSTIN ISD,Sadler Means Ywla,369,328,369,297,Middle,100.0,Sadler Means Ywla,30.313578000000003,-97.68073000000001,public,Sadler Means Ywla,30.313578000000003,-97.68073000000001,public
186,2015-2016,AUSTIN ISD,Allison Elementary School,545,521,545,412,Elementary,100.0,Allison Elementary School,30.235784999999996,-97.69203,public,Allison Elementary School,30.235784999999996,-97.69203,public
187,2015-2016,AUSTIN ISD,Andrews Elementary School,594,570,594,524,Elementary,100.0,Andrews Elementary School,30.317553999999998,-97.679665,public,Andrews Elementary School,30.317553999999998,-97.679665,public
188,2015-2016,AUSTIN ISD,Barton Hills Elementary School,407,31,2,81,Elementary,0.4914004914004914,Barton Hills Elementary School,30.254395000000002,-97.78335600000001,public,Barton Hills Elementary School,30.254395000000002,-97.78335600000001,public
189,2015-2016,AUSTIN ISD,Becker Elementary School,377,161,377,153,Elementary,100.0,Becker Elementary School,30.250395,-97.75945,public,Becker Elementary School,30.250395,-97.75945,public
190,2015-2016,AUSTIN ISD,Blackshear Elementary School,291,236,291,158,Elementary,100.0,Blackshear Elementary School,30.266968,-97.72216999999999,public,Blackshear Elementary School,30.266968,-97.72216999999999,public
191,2015-2016,AUSTIN ISD,Blanton Elementary School,479,392,479,368,Elementary,100.0,Blanton Elementary School,30.306929999999998,-97.69063,public,Blanton Elementary School,30.306929999999998,-97.69063,public
192,2015-2016,AUSTIN ISD,Brentwood Elementary School,617,161,2,242,Elementary,0.3241491085899514,Brentwood Elementary School,30.339640000000003,-97.731445,public,Brentwood Elementary School,30.339640000000003,-97.731445,public
193,2015-2016,AUSTIN ISD,Brooke Elementary School,254,239,254,172,Elementary,100.0,Brooke Elementary School,30.254821999999997,-97.70851,public,Brooke Elementary School,30.254821999999997,-97.70851,public
194,2015-2016,AUSTIN ISD,Brown Elementary School,358,343,358,313,Elementary,100.0,Brown Elementary School,30.344769,-97.71034,public,Brown Elementary School,30.344769,-97.71034,public
195,2015-2016,AUSTIN ISD,Bryker Woods Elementary School,400,39,0,99,Elementary,0.0,Bryker Woods Elementary School,30.304869,-97.750626,public,Bryker Woods Elementary School,30.304869,-97.750626,public
196,2015-2016,AUSTIN ISD,Campbelementary Schooll Elementary School,220,206,220,130,Elementary,100.0,,,,,,,,
197,2015-2016,AUSTIN ISD,Casis Elementary School,793,17,2,119,Elementary,0.2522068095838588,Casis Elementary School,30.304344,-97.76505,public,Casis Elementary School,30.304344,-97.76505,public
198,2015-2016,AUSTIN ISD,Cunningham Elementary School,415,262,415,211,Elementary,100.0,Cunningham Elementary School,30.210476,-97.80581,public,Cunningham Elementary School,30.210476,-97.80581,public
199,2015-2016,AUSTIN ISD,Dawson Elementary School,382,316,382,234,Elementary,100.0,Dawson Elementary School,30.234061999999998,-97.76337,public,Dawson Elementary School,30.234061999999998,-97.76337,public
200,2015-2016,AUSTIN ISD,Daep- Elementary School,16,14,0,13,Elementary,0.0,,,,,,,,
201,2015-2016,AUSTIN ISD,Govalle Elementary School,501,449,501,336,Elementary,100.0,Govalle Elementary School,30.210511999999998,-97.65354,public,Govalle Elementary School,30.210511999999998,-97.65354,public
202,2015-2016,AUSTIN ISD,Gullett Elementary School,574,37,2,97,Elementary,0.3484320557491289,Gullett Elementary School,30.343542,-97.74866999999999,public,Gullett Elementary School,30.343542,-97.74866999999999,public
203,2015-2016,AUSTIN ISD,Harris Elementary School,629,607,629,561,Elementary,100.0,Harris Elementary School,30.314829,-97.690765,public,Harris Elementary School,30.314829,-97.690765,public
204,2015-2016,AUSTIN ISD,Highland Park Elementary School,622,30,0,134,Elementary,0.0,Highland Park Elementary School,30.330692,-97.76005,public,Highland Park Elementary School,30.330692,-97.76005,public
205,2015-2016,AUSTIN ISD,Joslin Elementary School,282,210,282,163,Elementary,100.0,Joslin Elementary School,30.228037,-97.79054000000001,public,Joslin Elementary School,30.228037,-97.79054000000001,public
206,2015-2016,AUSTIN ISD,Lee Elementary School,375,51,0,87,Elementary,0.0,Lee Elementary School,30.29305,-97.72763,public,Lee Elementary School,30.29305,-97.72763,public
207,2015-2016,AUSTIN ISD,Maplewood Elementary School,462,199,8,150,Elementary,1.7316017316017316,Maplewood Elementary School,30.293337,-97.714905,public,Maplewood Elementary School,30.293337,-97.714905,public
208,2015-2016,AUSTIN ISD,Mathews Elementary School,425,153,425,164,Elementary,100.0,Mathews Elementary School,30.278215000000003,-97.760796,public,Mathews Elementary School,30.278215000000003,-97.760796,public
209,2015-2016,AUSTIN ISD,Metz Elementary School,305,265,305,222,Elementary,100.0,Metz Elementary School,30.254284000000002,-97.721725,public,Metz Elementary School,30.254284000000002,-97.721725,public
210,2015-2016,AUSTIN ISD,Oak Springs Elementary School,333,315,333,200,Elementary,100.0,Oak Springs Elementary School,30.271786,-97.70484,public,Oak Springs Elementary School,30.271786,-97.70484,public
211,2015-2016,AUSTIN ISD,Ortega Elementary School,316,283,316,216,Elementary,100.0,Ortega Elementary School,30.269996999999996,-97.68428,public,Ortega Elementary School,30.269996999999996,-97.68428,public
212,2015-2016,AUSTIN ISD,Sanchez Elementary School,407,384,407,355,Elementary,100.0,Sanchez Elementary School,30.257991999999998,-97.735054,public,Sanchez Elementary School,30.257991999999998,-97.735054,public
213,2015-2016,AUSTIN ISD,Pease Elementary School,267,41,0,67,Elementary,0.0,Pease Elementary School,30.275290999999996,-97.74803,public,Pease Elementary School,30.275290999999996,-97.74803,public
214,2015-2016,AUSTIN ISD,Pecan Springs Elementary School,464,447,464,359,Elementary,100.0,Pecan Springs Elementary School,30.303139,-97.676315,public,Pecan Springs Elementary School,30.303139,-97.676315,public
215,2015-2016,AUSTIN ISD,Pleasant Hill Elementary School,566,495,566,386,Elementary,100.0,Pleasant Hill Elementary School,30.196213,-97.77649,public,Pleasant Hill Elementary School,30.196213,-97.77649,public
216,2015-2016,AUSTIN ISD,Read Pre-K Center,304,278,0,229,Other,0.0,,,,,,,,
217,2015-2016,AUSTIN ISD,Reilly Elementary School,274,249,274,224,Elementary,100.0,Reilly Elementary School,30.327883,-97.71982,public,Reilly Elementary School,30.327883,-97.71982,public
218,2015-2016,AUSTIN ISD,Ridgetop Elementary School,292,123,292,169,Elementary,100.0,Ridgetop Elementary School,30.311796,-97.716255,public,Ridgetop Elementary School,30.311796,-97.716255,public
219,2015-2016,AUSTIN ISD,St Elementary Schoolmo Elementary School,307,262,307,206,Elementary,100.0,,,,,,,,
220,2015-2016,AUSTIN ISD,Summitt Elementary School,815,301,2,430,Elementary,0.24539877300613494,Summitt Elementary School,30.418608000000003,-97.71907,public,Summitt Elementary School,30.418608000000003,-97.71907,public
221,2015-2016,AUSTIN ISD,Sims Elementary School,267,251,267,187,Elementary,100.0,Sims Elementary School,30.27941,-97.6854,public,Sims Elementary School,30.27941,-97.6854,public
222,2015-2016,AUSTIN ISD,Travis Hts Elementary School,522,348,522,337,Elementary,100.0,,,,,,,,
223,2015-2016,AUSTIN ISD,Walnut Creek Elementary School,634,562,634,550,Elementary,100.0,Walnut Creek Elementary School,30.379194000000002,-97.68413000000001,public,Walnut Creek Elementary School,30.379194000000002,-97.68413000000001,public
224,2015-2016,AUSTIN ISD,Patton Elementary School,973,233,2,411,Elementary,0.2055498458376156,Patton Elementary School,30.2318,-97.84553000000001,public,Patton Elementary School,30.2318,-97.84553000000001,public
225,2015-2016,AUSTIN ISD,Wooten Elementary School,613,572,613,546,Elementary,100.0,Wooten Elementary School,30.352916999999998,-97.71915,public,Wooten Elementary School,30.352916999999998,-97.71915,public
226,2015-2016,AUSTIN ISD,Zavala Elementary School,382,371,382,265,Elementary,100.0,Zavala Elementary School,30.258271999999998,-97.71954000000001,public,Zavala Elementary School,30.258271999999998,-97.71954000000001,public
227,2015-2016,AUSTIN ISD,Zilker Elementary School,538,111,2,158,Elementary,0.3717472118959108,Zilker Elementary School,30.252544,-97.77457,public,Zilker Elementary School,30.252544,-97.77457,public
228,2015-2016,AUSTIN ISD,Menchaca Elementary School,719,340,719,276,Elementary,100.0,,,,,,,,
229,2015-2016,AUSTIN ISD,Oak Hill Elementary School,841,332,841,426,Elementary,100.0,Oak Hill Elementary School,30.237990999999997,-97.858765,public,Oak Hill Elementary School,30.237990999999997,-97.858765,public
230,2015-2016,AUSTIN ISD,Barrington Elementary School,627,594,627,527,Elementary,100.0,Barrington Elementary School,30.360529,-97.69606999999999,public,Barrington Elementary School,30.360529,-97.69606999999999,public
231,2015-2016,AUSTIN ISD,Norman Elementary School,319,309,319,205,Elementary,100.0,Norman Elementary School,30.278323999999998,-97.67397,public,Norman Elementary School,30.278323999999998,-97.67397,public
232,2015-2016,AUSTIN ISD,Pillow Elementary School,518,392,518,332,Elementary,100.0,Pillow Elementary School,30.369263,-97.73339,public,Pillow Elementary School,30.369263,-97.73339,public
233,2015-2016,AUSTIN ISD,Wooldridge Elementary School,630,603,630,563,Elementary,100.0,Wooldridge Elementary School,30.364952000000002,-97.70985,public,Wooldridge Elementary School,30.364952000000002,-97.70985,public
234,2015-2016,AUSTIN ISD,Doss Elementary School,884,144,0,247,Elementary,0.0,Doss Elementary School,30.356087,-97.76281,public,Doss Elementary School,30.356087,-97.76281,public
235,2015-2016,AUSTIN ISD,Hill Elementary School,970,95,2,245,Elementary,0.20618556701030927,Hill Elementary School,30.376625,-97.74854,public,Hill Elementary School,30.376625,-97.74854,public
236,2015-2016,AUSTIN ISD,Odom Elementary School,542,496,542,370,Elementary,100.0,Odom Elementary School,30.20562,-97.78878,public,Odom Elementary School,30.20562,-97.78878,public
237,2015-2016,AUSTIN ISD,Winn Elementary School,304,295,304,243,Elementary,100.0,Winn Elementary School,30.314882,-97.66498,public,Winn Elementary School,30.314882,-97.66498,public
238,2015-2016,AUSTIN ISD,Sunset Valley Elementary School,531,328,531,319,Elementary,100.0,,,,,,,,
239,2015-2016,AUSTIN ISD,Graham Elementary School,697,609,697,526,Elementary,100.0,Graham Elementary School,30.372359999999997,-97.66886,public,Graham Elementary School,30.372359999999997,-97.66886,public
240,2015-2016,AUSTIN ISD,Linder Elementary School,364,326,364,292,Elementary,100.0,Linder Elementary School,30.224209000000002,-97.73794000000001,public,Linder Elementary School,30.224209000000002,-97.73794000000001,public
241,2015-2016,AUSTIN ISD,Cook Elementary School,553,537,553,473,Elementary,100.0,Cook Elementary School,30.378002000000002,-97.70482,public,Cook Elementary School,30.378002000000002,-97.70482,public
242,2015-2016,AUSTIN ISD,Houston Elementary School,705,671,705,557,Elementary,100.0,Houston Elementary School,30.196468,-97.75506999999999,public,Houston Elementary School,30.196468,-97.75506999999999,public
243,2015-2016,AUSTIN ISD,Hart Elementary School,692,668,692,638,Elementary,100.0,Hart Elementary School,30.342451,-97.68871,public,Hart Elementary School,30.342451,-97.68871,public
244,2015-2016,AUSTIN ISD,Pickle Elementary School,695,669,695,630,Elementary,100.0,Pickle Elementary School,30.333408000000002,-97.693825,public,Pickle Elementary School,30.333408000000002,-97.693825,public
245,2015-2016,AUSTIN ISD,Mcbee Elementary School,490,467,490,438,Elementary,100.0,Mcbee Elementary School,30.38325,-97.69106,public,Mcbee Elementary School,30.38325,-97.69106,public
246,2015-2016,AUSTIN ISD,Williams Elementary School,458,376,458,293,Elementary,100.0,Williams Elementary School,30.180972999999998,-97.79151,public,Williams Elementary School,30.180972999999998,-97.79151,public
247,2015-2016,AUSTIN ISD,Langford Elementary School,687,651,687,571,Elementary,100.0,Langford Elementary School,30.182083000000002,-97.76337,public,Langford Elementary School,30.182083000000002,-97.76337,public
248,2015-2016,AUSTIN ISD,Boone Elementary School,573,276,573,188,Elementary,100.0,Boone Elementary School,30.203723999999998,-97.840225,public,Boone Elementary School,30.203723999999998,-97.840225,public
249,2015-2016,AUSTIN ISD,Palm Elementary School,481,400,481,331,Elementary,100.0,Palm Elementary School,30.164824,-97.743675,public,Palm Elementary School,30.164824,-97.743675,public
250,2015-2016,AUSTIN ISD,Kocurek Elementary School,491,317,491,253,Elementary,100.0,Kocurek Elementary School,30.177746000000003,-97.83525,public,Kocurek Elementary School,30.177746000000003,-97.83525,public
251,2015-2016,AUSTIN ISD,Casey Elementary School,606,377,606,277,Elementary,100.0,Casey Elementary School,30.177266999999997,-97.81461,public,Casey Elementary School,30.177266999999997,-97.81461,public
252,2015-2016,AUSTIN ISD,Rodriguez Elementary School,701,680,701,586,Elementary,100.0,Rodriguez Elementary School,30.200659,-97.74725,public,Rodriguez Elementary School,30.200659,-97.74725,public
253,2015-2016,AUSTIN ISD,Widen Elementary School,566,535,566,434,Elementary,100.0,Widen Elementary School,30.188713,-97.74008,public,Widen Elementary School,30.188713,-97.74008,public
254,2015-2016,AUSTIN ISD,Galindo Elementary School,585,551,585,440,Elementary,100.0,Galindo Elementary School,30.229516999999998,-97.7719,public,Galindo Elementary School,30.229516999999998,-97.7719,public
255,2015-2016,AUSTIN ISD,Uphaus Early Childhood Center,271,258,271,186,Elementary,100.0,,,,,,,,
256,2015-2016,AUSTIN ISD,Jordan Elementary School,674,654,674,563,Elementary,100.0,Jordan Elementary School,30.301088,-97.646774,public,Jordan Elementary School,30.301088,-97.646774,public
257,2015-2016,AUSTIN ISD,Davis Elementary School,798,233,2,310,Elementary,0.2506265664160401,Davis Elementary School,30.418246999999997,-97.74218,public,Davis Elementary School,30.418246999999997,-97.74218,public
258,2015-2016,AUSTIN ISD,Kiker Elementary School,998,44,0,268,Elementary,0.0,Kiker Elementary School,30.191557,-97.88125600000001,public,Kiker Elementary School,30.191557,-97.88125600000001,public
259,2015-2016,AUSTIN ISD,Mills Elementary School,812,67,2,212,Elementary,0.24630541871921185,Mills Elementary School,30.210917,-97.8782,public,Mills Elementary School,30.210917,-97.8782,public
260,2015-2016,AUSTIN ISD,Baranoff Elementary School,984,112,7,301,Elementary,0.7113821138211383,Baranoff Elementary School,30.153902000000002,-97.852165,public,Baranoff Elementary School,30.153902000000002,-97.852165,public
261,2015-2016,AUSTIN ISD,Cowan Elementary School,790,240,11,269,Elementary,1.3924050632911391,Cowan Elementary School,30.188688,-97.83348000000001,public,Cowan Elementary School,30.188688,-97.83348000000001,public
262,2015-2016,AUSTIN ISD,Clayton Elementary School,876,13,0,160,Elementary,0.0,Clayton Elementary School,30.194855,-97.906334,public,Clayton Elementary School,30.194855,-97.906334,public
263,2015-2016,AUSTIN ISD,Blazier Elementary School,842,627,842,543,Elementary,100.0,Blazier Elementary School,30.158,-97.754295,public,Blazier Elementary School,30.158,-97.754295,public
264,2015-2016,AUSTIN ISD,Guerrero Thompson,673,655,673,624,Middle,100.0,Guerrero Thompson,30.363888,-97.691666,public,Guerrero Thompson,30.363888,-97.691666,public
265,2015-2016,AUSTIN ISD,Baldwin Elementary School,787,103,2,221,Elementary,0.25412960609911056,Baldwin Elementary School,30.184890000000003,-97.923454,public,Baldwin Elementary School,30.184890000000003,-97.923454,public
266,2015-2016,AUSTIN ISD,Padron Elementary School,772,754,772,668,Elementary,100.0,Padron Elementary School,30.272375,-97.756516,public,Padron Elementary School,30.272375,-97.756516,public
267,2015-2016,AUSTIN ISD,Overton Elementary School,718,675,718,600,Elementary,100.0,Overton Elementary School,30.300186,-97.6367,public,Overton Elementary School,30.300186,-97.6367,public
268,2015-2016,AUSTIN ISD,Perez Elementary School,752,678,752,564,Elementary,100.0,Perez Elementary School,30.17085,-97.75624,public,Perez Elementary School,30.17085,-97.75624,public
269,2015-2016,AUSTIN ISD,Dobie Pk Center,274,264,2,173,Other,0.7299270072992701,,,,,,,,
270,2015-2016,AUSTIN ISD,Webb Pri Center,217,211,217,206,Elementary,100.0,,,,,,,,
271,2015-2016,AUSTIN ISD,Austin Isd Child Develementary Schoolopment Cente,62,61,0,0,Elementary,0.0,,,,,,,,
272,2015-2016,AUSTIN ISD,Delementary Schooll Children'S Medical Center,2,0,0,2,Elementary,0.0,,,,,,,,
273,2015-2016,AUSTIN ISD,Austin St Hospital,19,0,0,19,High,0.0,Austin St Hospital,30.272375,-97.756516,public,Austin St Hospital,30.272375,-97.756516,public
274,2015-2016,AUSTIN ISD,Rosedale,263,65,2,128,Elementary,0.7604562737642585,Rosedale,30.320051,-97.74019,public,Rosedale,30.320051,-97.74019,public
275,2016-2017,AUSTIN ISD,Allison Elementary School,460,392,460,332,Elementary,100.0,Allison Elementary School,30.235784999999996,-97.69203,public,Allison Elementary School,30.235784999999996,-97.69203,public
276,2016-2017,AUSTIN ISD,Andrews Elementary School,572,537,572,495,Elementary,100.0,Andrews Elementary School,30.317553999999998,-97.679665,public,Andrews Elementary School,30.317553999999998,-97.679665,public
277,2016-2017,AUSTIN ISD,Barton Hills Elementary School,427,25,0,81,Elementary,0.0,Barton Hills Elementary School,30.254395000000002,-97.78335600000001,public,Barton Hills Elementary School,30.254395000000002,-97.78335600000001,public
278,2016-2017,AUSTIN ISD,Becker Elementary School,431,166,431,176,Elementary,100.0,Becker Elementary School,30.250395,-97.75945,public,Becker Elementary School,30.250395,-97.75945,public
279,2016-2017,AUSTIN ISD,Blackshear Elementary School,381,268,381,197,Elementary,100.0,Blackshear Elementary School,30.266968,-97.72216999999999,public,Blackshear Elementary School,30.266968,-97.72216999999999,public
280,2016-2017,AUSTIN ISD,Blanton Elementary School,486,363,486,325,Elementary,100.0,Blanton Elementary School,30.306929999999998,-97.69063,public,Blanton Elementary School,30.306929999999998,-97.69063,public
281,2016-2017,AUSTIN ISD,Brentwood Elementary School,644,140,2,192,Elementary,0.3105590062111801,Brentwood Elementary School,30.339640000000003,-97.731445,public,Brentwood Elementary School,30.339640000000003,-97.731445,public
282,2016-2017,AUSTIN ISD,Brooke Elementary School,272,250,272,168,Elementary,100.0,Brooke Elementary School,30.254821999999997,-97.70851,public,Brooke Elementary School,30.254821999999997,-97.70851,public
283,2016-2017,AUSTIN ISD,Brown Elementary School,354,306,354,297,Elementary,100.0,Brown Elementary School,30.344769,-97.71034,public,Brown Elementary School,30.344769,-97.71034,public
284,2016-2017,AUSTIN ISD,Bryker Woods Elementary School,443,43,0,95,Elementary,0.0,Bryker Woods Elementary School,30.304869,-97.750626,public,Bryker Woods Elementary School,30.304869,-97.750626,public
285,2016-2017,AUSTIN ISD,Campbelementary Schooll Elementary School,194,171,194,120,Elementary,100.0,,,,,,,,
286,2016-2017,AUSTIN ISD,Casis Elementary School,817,21,0,85,Elementary,0.0,Casis Elementary School,30.304344,-97.76505,public,Casis Elementary School,30.304344,-97.76505,public
287,2016-2017,AUSTIN ISD,Cunningham Elementary School,412,233,412,188,Elementary,100.0,Cunningham Elementary School,30.210476,-97.80581,public,Cunningham Elementary School,30.210476,-97.80581,public
288,2016-2017,AUSTIN ISD,Dawson Elementary School,340,272,340,194,Elementary,100.0,Dawson Elementary School,30.234061999999998,-97.76337,public,Dawson Elementary School,30.234061999999998,-97.76337,public
289,2016-2017,AUSTIN ISD,Daep- Elementary School,5,5,0,5,Elementary,0.0,,,,,,,,
290,2016-2017,AUSTIN ISD,Govalle Elementary School,470,415,470,329,Elementary,100.0,Govalle Elementary School,30.210511999999998,-97.65354,public,Govalle Elementary School,30.210511999999998,-97.65354,public
291,2016-2017,AUSTIN ISD,Gullett Elementary School,554,49,2,58,Elementary,0.36101083032490977,Gullett Elementary School,30.343542,-97.74866999999999,public,Gullett Elementary School,30.343542,-97.74866999999999,public
292,2016-2017,AUSTIN ISD,Harris Elementary School,615,586,615,509,Elementary,100.0,Harris Elementary School,30.314829,-97.690765,public,Harris Elementary School,30.314829,-97.690765,public
293,2016-2017,AUSTIN ISD,Highland Park Elementary School,652,29,0,94,Elementary,0.0,Highland Park Elementary School,30.330692,-97.76005,public,Highland Park Elementary School,30.330692,-97.76005,public
294,2016-2017,AUSTIN ISD,Joslin Elementary School,261,174,261,130,Elementary,100.0,Joslin Elementary School,30.228037,-97.79054000000001,public,Joslin Elementary School,30.228037,-97.79054000000001,public
295,2016-2017,AUSTIN ISD,Lee Elementary School,402,62,2,99,Elementary,0.4975124378109453,Lee Elementary School,30.29305,-97.72763,public,Lee Elementary School,30.29305,-97.72763,public
296,2016-2017,AUSTIN ISD,Maplewood Elementary School,498,201,9,186,Elementary,1.8072289156626504,Maplewood Elementary School,30.293337,-97.714905,public,Maplewood Elementary School,30.293337,-97.714905,public
297,2016-2017,AUSTIN ISD,Mathews Elementary School,442,126,442,151,Elementary,100.0,Mathews Elementary School,30.278215000000003,-97.760796,public,Mathews Elementary School,30.278215000000003,-97.760796,public
298,2016-2017,AUSTIN ISD,Metz Elementary School,305,251,305,221,Elementary,100.0,Metz Elementary School,30.254284000000002,-97.721725,public,Metz Elementary School,30.254284000000002,-97.721725,public
299,2016-2017,AUSTIN ISD,Oak Springs Elementary School,324,298,324,198,Elementary,100.0,Oak Springs Elementary School,30.271786,-97.70484,public,Oak Springs Elementary School,30.271786,-97.70484,public
300,2016-2017,AUSTIN ISD,Ortega Elementary School,306,256,306,181,Elementary,100.0,Ortega Elementary School,30.269996999999996,-97.68428,public,Ortega Elementary School,30.269996999999996,-97.68428,public
301,2016-2017,AUSTIN ISD,Sanchez Elementary School,353,331,353,290,Elementary,100.0,Sanchez Elementary School,30.257991999999998,-97.735054,public,Sanchez Elementary School,30.257991999999998,-97.735054,public
302,2016-2017,AUSTIN ISD,Pease Elementary School,242,39,2,48,Elementary,0.8264462809917356,Pease Elementary School,30.275290999999996,-97.74803,public,Pease Elementary School,30.275290999999996,-97.74803,public
303,2016-2017,AUSTIN ISD,Pecan Springs Elementary School,470,420,470,318,Elementary,100.0,Pecan Springs Elementary School,30.303139,-97.676315,public,Pecan Springs Elementary School,30.303139,-97.676315,public
304,2016-2017,AUSTIN ISD,Pleasant Hill Elementary School,502,410,502,336,Elementary,100.0,Pleasant Hill Elementary School,30.196213,-97.77649,public,Pleasant Hill Elementary School,30.196213,-97.77649,public
305,2016-2017,AUSTIN ISD,Read Pre-K Center,320,243,0,215,Other,0.0,,,,,,,,
306,2016-2017,AUSTIN ISD,Reilly Elementary School,268,186,268,230,Elementary,100.0,Reilly Elementary School,30.327883,-97.71982,public,Reilly Elementary School,30.327883,-97.71982,public
307,2016-2017,AUSTIN ISD,Ridgetop Elementary School,331,112,331,151,Elementary,100.0,Ridgetop Elementary School,30.311796,-97.716255,public,Ridgetop Elementary School,30.311796,-97.716255,public
308,2016-2017,AUSTIN ISD,St Elementary Schoolmo Elementary School,284,223,284,181,Elementary,100.0,,,,,,,,
309,2016-2017,AUSTIN ISD,Summitt Elementary School,833,253,5,370,Elementary,0.6002400960384153,Summitt Elementary School,30.418608000000003,-97.71907,public,Summitt Elementary School,30.418608000000003,-97.71907,public
