"SCOPE","AGGREGATION LEVEL","YEAR","DISTRICT NUMBER","DISTRICT NAME","CAMPUS NUMBER","CAMPUS NAME","COUNTY NUMBER","COUNTY NAME","REGION","TOTAL  ENROLLMENT","TOTAL  G & T  STUDENTS","TOTAL  CTE  STUDENTS","TOTAL  ELL  STUDENTS","TOTAL  BILINGUAL  STUDENTS","TOTAL  ESL  STUDENTS","TOTAL  ECONOMICALLY  DISADVANTAGED  STUDENTS","TOTAL  TITLE I  STUDENTS","TOTAL  AT RISK  STUDENTS","TOTAL MILITARY CONNECTED STUDENTS","TOTAL FOSTER CARE STUDENTS","TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES","TOTAL DYSLEXIC STUDENTS"
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901130,"PLEASANT HILL EL",227,"TRAVIS COUNTY",13,527,-9999999,0,251,222,25,475,527,359,0,0,51,16
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901131,"READ PRE-K DEMONSTRATION SCH",227,"TRAVIS COUNTY",13,314,0,0,209,198,11,304,-9999999,210,-9999999,0,41,0
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901132,"REILLY EL",227,"TRAVIS COUNTY",13,277,5,0,186,153,31,249,277,216,0,-9999999,36,10
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901133,"RIDGETOP EL",227,"TRAVIS COUNTY",13,302,37,0,91,286,7,135,16,177,0,0,39,9
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901136,"ST ELMO EL",227,"TRAVIS COUNTY",13,292,21,0,141,132,9,262,292,179,-9999999,0,24,-9999999
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901138,"SUMMITT EL",227,"TRAVIS COUNTY",13,774,34,0,242,198,35,271,-9999999,369,8,-9999999,55,11
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901139,"SIMS EL",227,"TRAVIS COUNTY",13,228,7,0,62,61,-9999999,217,228,139,-9999999,0,14,7
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901140,"TRAVIS HTS EL",227,"TRAVIS COUNTY",13,498,42,0,113,189,16,363,498,306,0,0,66,17
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901141,"WALNUT CREEK EL",227,"TRAVIS COUNTY",13,661,7,0,449,397,51,605,661,554,-9999999,0,41,10
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901143,"PATTON EL",227,"TRAVIS COUNTY",13,945,69,0,136,0,135,215,-9999999,346,12,-9999999,56,24
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901144,"WOOTEN EL",227,"TRAVIS COUNTY",13,725,18,0,545,563,33,683,725,628,0,0,68,12
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901145,"ZAVALA EL",227,"TRAVIS COUNTY",13,400,13,0,124,100,23,388,400,233,-9999999,0,62,10
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901146,"ZILKER EL",227,"TRAVIS COUNTY",13,567,61,0,35,27,-9999999,156,5,150,0,-9999999,50,19
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901147,"MENCHACA EL",227,"TRAVIS COUNTY",13,717,28,0,127,113,37,354,33,279,-9999999,-9999999,72,14
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901148,"OAK HILL EL",227,"TRAVIS COUNTY",13,803,73,0,256,252,47,330,282,366,-9999999,-9999999,90,24
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901149,"BARRINGTON EL",227,"TRAVIS COUNTY",13,588,21,0,413,394,20,571,588,477,-9999999,0,88,-9999999
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901150,"NORMAN EL",227,"TRAVIS COUNTY",13,299,6,0,86,73,12,287,299,183,0,0,34,-9999999
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901151,"PILLOW EL",227,"TRAVIS COUNTY",13,582,18,0,226,117,108,422,139,369,-9999999,0,44,21
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901152,"WOOLDRIDGE EL",227,"TRAVIS COUNTY",13,572,16,0,434,354,74,550,572,497,0,0,36,14
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901154,"DOSS EL",227,"TRAVIS COUNTY",13,919,52,0,136,0,136,120,-9999999,224,-9999999,0,32,30
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901155,"HILL EL",227,"TRAVIS COUNTY",13,890,65,0,46,0,42,82,0,177,5,-9999999,47,16
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901156,"ODOM EL",227,"TRAVIS COUNTY",13,546,16,0,234,216,12,499,546,352,0,-9999999,50,15
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901157,"WINN EL",227,"TRAVIS COUNTY",13,338,9,0,199,192,7,328,338,261,0,-9999999,51,-9999999
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901158,"SUNSET VALLEY EL",227,"TRAVIS COUNTY",13,518,25,0,199,347,10,339,123,300,-9999999,0,39,10
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901159,"GRAHAM EL",227,"TRAVIS COUNTY",13,768,35,0,420,392,25,674,768,539,0,-9999999,69,16
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901160,"LINDER EL",227,"TRAVIS COUNTY",13,412,20,0,221,180,39,396,412,314,0,0,43,12
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901161,"COOK EL",227,"TRAVIS COUNTY",13,643,18,0,426,399,23,619,643,556,-9999999,0,51,13
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901162,"HOUSTON EL",227,"TRAVIS COUNTY",13,765,15,0,413,391,19,743,765,563,-9999999,-9999999,47,20
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901163,"HART EL",227,"TRAVIS COUNTY",13,717,18,0,561,457,98,695,717,638,0,-9999999,51,15
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901164,"PICKLE EL",227,"TRAVIS COUNTY",13,746,7,0,564,547,13,725,746,670,0,-9999999,50,5
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901165,"MCBEE EL",227,"TRAVIS COUNTY",13,531,6,0,386,358,26,507,531,451,0,0,57,17
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901166,"WILLIAMS EL",227,"TRAVIS COUNTY",13,513,13,0,129,94,23,429,513,282,-9999999,6,80,18
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901168,"LANGFORD EL",227,"TRAVIS COUNTY",13,741,12,0,471,441,28,701,741,587,-9999999,-9999999,62,35
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901170,"BOONE EL",227,"TRAVIS COUNTY",13,499,32,0,33,14,19,219,5,114,0,-9999999,55,20
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901171,"PALM EL",227,"TRAVIS COUNTY",13,516,18,0,223,202,18,430,516,327,-9999999,0,53,7
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901172,"KOCUREK EL",227,"TRAVIS COUNTY",13,539,28,0,91,72,12,379,-9999999,258,6,5,64,11
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901173,"CASEY EL",227,"TRAVIS COUNTY",13,665,16,0,113,186,20,451,127,287,0,-9999999,75,18
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901174,"RODRIGUEZ EL",227,"TRAVIS COUNTY",13,793,18,0,475,448,17,772,793,633,-9999999,-9999999,47,14
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901175,"WIDEN EL",227,"TRAVIS COUNTY",13,589,14,0,294,254,37,559,589,447,0,-9999999,71,15
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901176,"GALINDO EL",227,"TRAVIS COUNTY",13,591,8,0,318,307,32,544,591,429,0,-9999999,90,34
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901177,"UPHAUS EARLY CHILDHOOD CENTER",227,"TRAVIS COUNTY",13,236,0,0,141,126,13,225,236,168,0,0,29,0
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901178,"JORDAN EL",227,"TRAVIS COUNTY",13,762,9,0,471,445,20,739,762,605,0,6,83,11
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901179,"DAVIS EL",227,"TRAVIS COUNTY",13,739,69,0,110,24,80,176,-9999999,237,0,-9999999,55,11
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901180,"KIKER EL",227,"TRAVIS COUNTY",13,1022,107,0,85,0,79,31,0,211,-9999999,0,70,95
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901181,"MILLS EL",227,"TRAVIS COUNTY",13,802,48,0,90,0,83,57,0,195,-9999999,-9999999,65,19
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901182,"BARANOFF EL",227,"TRAVIS COUNTY",13,994,44,0,59,12,41,112,-9999999,249,14,-9999999,66,39
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901183,"COWAN EL",227,"TRAVIS COUNTY",13,800,70,0,44,11,29,253,7,218,8,-9999999,66,16
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901184,"CLAYTON EL",227,"TRAVIS COUNTY",13,881,106,0,58,0,56,27,0,140,-9999999,-9999999,70,14
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901185,"BLAZIER EL",227,"TRAVIS COUNTY",13,967,27,0,355,377,47,738,967,580,-9999999,0,81,33
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901186,"GUERRERO THOMPSON",227,"TRAVIS COUNTY",13,690,9,0,590,515,70,675,-9999999,615,0,0,50,10
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901187,"BALDWIN EL",227,"TRAVIS COUNTY",13,742,62,0,76,35,41,85,0,176,-9999999,-9999999,67,14
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901188,"PADRON EL",227,"TRAVIS COUNTY",13,693,9,0,533,492,37,676,224,603,0,-9999999,53,10
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901189,"OVERTON EL",227,"TRAVIS COUNTY",13,650,11,0,365,335,25,623,650,503,0,-9999999,54,26
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901190,"PEREZ EL",227,"TRAVIS COUNTY",13,804,36,0,400,537,6,739,804,579,-9999999,0,59,12
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901192,"DOBIE PK CENTER",227,"TRAVIS COUNTY",13,256,0,0,195,187,8,252,0,196,-9999999,0,20,0
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901193,"WEBB PRI CENTER",227,"TRAVIS COUNTY",13,249,-9999999,0,205,198,6,242,249,231,0,0,13,-9999999
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901249,"DELL CHILDREN'S MEDICAL CENTER",227,"TRAVIS COUNTY",13,-9999999,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901250,"AUSTIN ST HOSPITAL",227,"TRAVIS COUNTY",13,20,0,-9999999,0,0,0,0,0,20,0,0,12,0
"COUNTY","CAMPUS","2014-2015",227901,"AUSTIN ISD",227901251,"ROSEDALE",227,"TRAVIS COUNTY",13,239,0,13,24,6,14,94,0,132,0,0,227,12
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904001,"PFLUGERVILLE H S",227,"TRAVIS COUNTY",13,2256,269,1727,162,0,159,985,16,1249,43,-9999999,229,52
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904003,"JOHN B CONNALLY H S",227,"TRAVIS COUNTY",13,1934,156,1540,329,0,322,1260,1934,1217,15,0,224,24
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904004,"HENDRICKSON H S",227,"TRAVIS COUNTY",13,2771,338,2254,205,0,191,1012,15,1241,79,-9999999,248,59
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904008,"TRAVIS CO J J A E P",227,"TRAVIS COUNTY",13,-9999999,0,-9999999,0,0,0,-9999999,0,-9999999,0,0,0,0
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904041,"PFLUGERVILLE MIDDLE",227,"TRAVIS COUNTY",13,1031,149,101,182,0,173,575,1031,581,6,-9999999,119,26
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904042,"WESTVIEW MIDDLE",227,"TRAVIS COUNTY",13,863,74,116,246,0,239,617,863,549,16,0,111,16
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904043,"PARK CREST MIDDLE",227,"TRAVIS COUNTY",13,940,95,134,70,0,66,395,940,447,27,-9999999,105,23
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904045,"DESSAU MIDDLE",227,"TRAVIS COUNTY",13,817,60,80,268,0,263,663,817,567,5,0,102,18
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904046,"KELLY LANE MIDDLE",227,"TRAVIS COUNTY",13,1071,120,165,58,0,56,271,-9999999,370,31,6,99,25
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904048,"CELE MIDDLE",227,"TRAVIS COUNTY",13,765,51,109,115,0,115,368,765,361,8,-9999999,74,26
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904101,"PFLUGERVILLE EL",227,"TRAVIS COUNTY",13,470,21,0,52,0,48,197,5,195,12,0,50,8
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904102,"PARMER LANE EL",227,"TRAVIS COUNTY",13,439,15,0,218,166,52,305,439,289,8,0,44,9
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904103,"TIMMERMAN EL",227,"TRAVIS COUNTY",13,459,16,0,70,0,66,225,459,176,7,0,60,10
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904104,"NORTHWEST EL",227,"TRAVIS COUNTY",13,562,27,0,142,0,142,382,562,382,9,-9999999,75,6
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904105,"DESSAU EL",227,"TRAVIS COUNTY",13,508,36,0,283,217,64,422,508,431,6,6,54,12
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904106,"WINDERMERE EL",227,"TRAVIS COUNTY",13,447,74,0,43,0,40,202,447,212,15,-9999999,54,17
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904107,"RIVER OAKS EL",227,"TRAVIS COUNTY",13,523,18,0,204,141,59,410,523,332,5,-9999999,69,-9999999
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904108,"BROOKHOLLOW EL",227,"TRAVIS COUNTY",13,512,29,0,53,0,48,265,512,208,13,-9999999,42,-9999999
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904109,"SPRINGHILL EL",227,"TRAVIS COUNTY",13,678,30,0,316,249,62,471,678,467,-9999999,-9999999,51,6
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904110,"WINDERMERE PRI",227,"TRAVIS COUNTY",13,460,7,0,53,0,52,235,460,162,-9999999,6,50,-9999999
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904111,"COPPERFIELD EL",227,"TRAVIS COUNTY",13,481,27,0,232,190,38,377,481,338,0,0,52,7
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904112,"MURCHISON EL",227,"TRAVIS COUNTY",13,710,54,0,28,0,26,68,-9999999,180,19,0,51,-9999999
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904113,"DELCO PRI",227,"TRAVIS COUNTY",13,554,14,0,342,279,55,460,554,408,-9999999,0,48,-9999999
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904114,"CALDWELL EL",227,"TRAVIS COUNTY",13,667,40,0,209,218,49,333,667,361,6,-9999999,72,14
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904115,"ROWE LANE EL",227,"TRAVIS COUNTY",13,801,34,0,27,-9999999,23,113,-9999999,165,34,-9999999,49,13
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904116,"HIGHLAND PARK EL",227,"TRAVIS COUNTY",13,736,36,0,298,250,73,339,736,431,30,-9999999,55,-9999999
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904117,"WIELAND EL",227,"TRAVIS COUNTY",13,498,26,0,205,124,76,331,498,307,11,-9999999,49,5
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904118,"RIOJAS EL",227,"TRAVIS COUNTY",13,711,45,0,56,0,49,180,-9999999,212,6,6,63,11
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904119,"RUTH BARRON EL",227,"TRAVIS COUNTY",13,729,29,0,442,415,51,630,729,564,9,-9999999,68,-9999999
"COUNTY","CAMPUS","2014-2015",227904,"PFLUGERVILLE ISD",227904120,"DEARING EL",227,"TRAVIS COUNTY",13,554,8,0,56,0,53,294,554,229,9,10,61,-9999999
"COUNTY","CAMPUS","2014-2015",227907,"MANOR ISD",227907001,"MANOR H S",227,"TRAVIS COUNTY",13,1644,63,1099,222,0,220,1195,36,791,7,-9999999,179,28
"COUNTY","CAMPUS","2014-2015",227907,"MANOR ISD",227907002,"MANOR EXCEL ACADEMY",227,"TRAVIS COUNTY",13,119,0,54,30,0,29,118,10,77,-9999999,0,-9999999,-9999999
"COUNTY","CAMPUS","2014-2015",227907,"MANOR ISD",227907004,"MANOR NEW TECHNOLOGY HIGH",227,"TRAVIS COUNTY",13,385,52,385,11,0,11,209,7,70,0,0,9,9
"COUNTY","CAMPUS","2014-2015",227907,"MANOR ISD",227907041,"MANOR MIDDLE",227,"TRAVIS COUNTY",13,923,100,332,193,-9999999,192,697,14,494,-9999999,-9999999,75,31
"COUNTY","CAMPUS","2014-2015",227907,"MANOR ISD",227907042,"DECKER MIDDLE",227,"TRAVIS COUNTY",13,912,105,226,224,-9999999,221,711,29,441,0,-9999999,105,16
"COUNTY","CAMPUS","2014-2015",227907,"MANOR ISD",227907101,"MANOR EL",227,"TRAVIS COUNTY",13,698,63,0,276,231,52,551,691,471,5,-9999999,46,6
"COUNTY","CAMPUS","2014-2015",227907,"MANOR ISD",227907102,"BLUEBONNET TRAIL EL",227,"TRAVIS COUNTY",13,496,24,0,178,113,65,340,496,336,9,-9999999,16,-9999999
"COUNTY","CAMPUS","2014-2015",227907,"MANOR ISD",227907104,"DECKER EL",227,"TRAVIS COUNTY",13,724,32,0,440,381,58,716,724,570,0,0,34,5
"COUNTY","CAMPUS","2014-2015",227907,"MANOR ISD",227907105,"BLAKE MANOR EL",227,"TRAVIS COUNTY",13,763,35,0,371,342,28,635,763,491,-9999999,-9999999,60,10
"COUNTY","CAMPUS","2014-2015",227907,"MANOR ISD",227907106,"PRESIDENTIAL MEADOWS EL",227,"TRAVIS COUNTY",13,947,33,0,387,338,47,720,939,683,-9999999,-9999999,45,7
"COUNTY","CAMPUS","2014-2015",227907,"MANOR ISD",227907107,"OAK MEADOWS EL",227,"TRAVIS COUNTY",13,589,30,0,328,288,32,581,577,396,0,-9999999,49,-9999999
"COUNTY","CAMPUS","2014-2015",227907,"MANOR ISD",227907108,"PIONEER CROSSING EL",227,"TRAVIS COUNTY",13,652,73,0,253,111,138,424,641,296,-9999999,-9999999,37,10
"COUNTY","CAMPUS","2014-2015",227909,"EANES ISD",227909001,"WESTLAKE H S",227,"TRAVIS COUNTY",13,2541,379,1376,33,0,33,71,0,440,31,-9999999,180,104
"COUNTY","CAMPUS","2014-2015",227909,"EANES ISD",227909005,"ADULT TRANSITION SERVICES",227,"TRAVIS COUNTY",13,40,0,0,0,0,0,-9999999,0,7,0,0,40,0
"COUNTY","CAMPUS","2014-2015",227909,"EANES ISD",227909041,"HILL COUNTRY MIDDLE",227,"TRAVIS COUNTY",13,1001,172,0,26,0,25,29,0,184,6,0,61,48
"COUNTY","CAMPUS","2014-2015",227909,"EANES ISD",227909042,"WEST RIDGE MIDDLE",227,"TRAVIS COUNTY",13,898,167,0,8,0,8,27,0,101,11,0,94,39
"COUNTY","CAMPUS","2014-2015",227909,"EANES ISD",227909101,"EANES EL",227,"TRAVIS COUNTY",13,678,71,0,22,0,22,21,75,38,0,0,63,18
"COUNTY","CAMPUS","2014-2015",227909,"EANES ISD",227909102,"CEDAR CREEK EL",227,"TRAVIS COUNTY",13,474,45,0,15,0,12,12,26,95,5,0,27,8
"COUNTY","CAMPUS","2014-2015",227909,"EANES ISD",227909103,"VALLEY VIEW EL",227,"TRAVIS COUNTY",13,493,41,0,23,0,21,34,74,91,-9999999,0,51,16
"COUNTY","CAMPUS","2014-2015",227909,"EANES ISD",227909104,"FOREST TRAIL EL",227,"TRAVIS COUNTY",13,591,50,0,17,0,17,5,0,50,0,0,41,20
"COUNTY","CAMPUS","2014-2015",227909,"EANES ISD",227909105,"BARTON CREEK EL",227,"TRAVIS COUNTY",13,511,67,0,8,0,8,5,0,71,7,0,43,12
"COUNTY","CAMPUS","2014-2015",227909,"EANES ISD",227909106,"BRIDGE POINT EL",227,"TRAVIS COUNTY",13,744,39,0,16,0,16,8,0,90,0,0,46,16
"COUNTY","CAMPUS","2014-2015",227910,"DEL VALLE ISD",227910001,"DEL VALLE H S",227,"TRAVIS COUNTY",13,2851,136,2143,364,0,354,2365,0,1618,11,17,300,104
"COUNTY","CAMPUS","2014-2015",227910,"DEL VALLE ISD",227910002,"DEL VALLE OPPORTUNITY CTR",227,"TRAVIS COUNTY",13,290,0,175,52,0,50,236,0,225,-9999999,-9999999,70,12
"COUNTY","CAMPUS","2014-2015",227910,"DEL VALLE ISD",227910041,"DEL VALLE MIDDLE",227,"TRAVIS COUNTY",13,928,52,409,242,0,233,805,0,607,11,8,118,36
"COUNTY","CAMPUS","2014-2015",227910,"DEL VALLE ISD",227910042,"JOHN P OJEDA J H",227,"TRAVIS COUNTY",13,963,55,446,257,0,252,874,0,558,-9999999,-9999999,117,31
"COUNTY","CAMPUS","2014-2015",227910,"DEL VALLE ISD",227910043,"DAILEY MIDDLE",227,"TRAVIS COUNTY",13,706,17,285,203,0,195,621,0,503,-9999999,-9999999,76,27
"COUNTY","CAMPUS","2014-2015",227910,"DEL VALLE ISD",227910101,"POPHAM EL",227,"TRAVIS COUNTY",13,793,27,0,327,186,129,694,0,536,-9999999,7,52,13
"COUNTY","CAMPUS","2014-2015",227910,"DEL VALLE ISD",227910106,"SMITH EL",227,"TRAVIS COUNTY",13,830,17,0,438,195,235,761,0,694,0,-9999999,52,10
"COUNTY","CAMPUS","2014-2015",227910,"DEL VALLE ISD",227910107,"HILLCREST EL",227,"TRAVIS COUNTY",13,664,15,0,449,317,105,642,0,566,0,-9999999,46,9
"COUNTY","CAMPUS","2014-2015",227910,"DEL VALLE ISD",227910108,"BATY EL",227,"TRAVIS COUNTY",13,802,12,0,349,196,148,778,0,653,0,-9999999,75,13
"COUNTY","CAMPUS","2014-2015",227910,"DEL VALLE ISD",227910109,"HORNSBY-DUNLAP EL",227,"TRAVIS COUNTY",13,646,21,0,223,144,81,570,0,498,-9999999,0,48,9
"COUNTY","CAMPUS","2014-2015",227910,"DEL VALLE ISD",227910110,"DEL VALLE EL",227,"TRAVIS COUNTY",13,906,20,0,341,273,62,766,906,663,8,-9999999,58,13
"COUNTY","CAMPUS","2014-2015",227910,"DEL VALLE ISD",227910111,"CREEDMOOR EL",227,"TRAVIS COUNTY",13,709,25,0,414,182,220,668,0,563,-9999999,-9999999,38,11
"COUNTY","CAMPUS","2014-2015",227910,"DEL VALLE ISD",227910112,"JOSEPH GILBERT EL",227,"TRAVIS COUNTY",13,639,17,0,376,165,204,601,0,517,0,5,55,6
"COUNTY","CAMPUS","2014-2015",227912,"LAGO VISTA ISD",227912001,"LAGO VISTA H S",227,"TRAVIS COUNTY",13,442,40,338,-9999999,0,-9999999,105,0,132,-9999999,0,39,14
"COUNTY","CAMPUS","2014-2015",227912,"LAGO VISTA ISD",227912041,"LAGO VISTA MIDDLE",227,"TRAVIS COUNTY",13,398,27,0,18,0,18,120,0,119,-9999999,-9999999,43,14
"COUNTY","CAMPUS","2014-2015",227912,"LAGO VISTA ISD",227912101,"LAGO VISTA EL",227,"TRAVIS COUNTY",13,526,17,0,45,0,44,185,77,179,17,7,63,10
"COUNTY","CAMPUS","2014-2015",227913,"LAKE TRAVIS ISD",227913001,"LAKE TRAVIS H S",227,"TRAVIS COUNTY",13,2561,399,1984,53,0,49,255,0,645,16,0,177,80
"COUNTY","CAMPUS","2014-2015",227913,"LAKE TRAVIS ISD",227913002,"TRAVIS CO J J A E P",227,"TRAVIS COUNTY",13,-9999999,0,0,0,0,0,0,0,-9999999,0,0,0,0
"COUNTY","CAMPUS","2014-2015",227913,"LAKE TRAVIS ISD",227913041,"LAKE TRAVIS MIDDLE",227,"TRAVIS COUNTY",13,1066,166,153,8,0,7,67,0,161,13,0,68,42
"COUNTY","CAMPUS","2014-2015",227913,"LAKE TRAVIS ISD",227913042,"HUDSON BEND MIDDLE",227,"TRAVIS COUNTY",13,1029,210,117,75,0,75,189,158,230,-9999999,-9999999,86,51
"COUNTY","CAMPUS","2014-2015",227913,"LAKE TRAVIS ISD",227913101,"LAKE TRAVIS EL",227,"TRAVIS COUNTY",13,888,42,0,274,247,28,401,888,450,7,6,78,15
"COUNTY","CAMPUS","2014-2015",227913,"LAKE TRAVIS ISD",227913102,"LAKEWAY EL",227,"TRAVIS COUNTY",13,701,102,0,19,-9999999,17,37,0,148,-9999999,0,49,14
"COUNTY","CAMPUS","2014-2015",227913,"LAKE TRAVIS ISD",227913103,"BEE CAVE EL",227,"TRAVIS COUNTY",13,623,28,0,13,0,12,31,0,162,-9999999,0,53,11
"COUNTY","CAMPUS","2014-2015",227913,"LAKE TRAVIS ISD",227913104,"LAKE POINTE EL",227,"TRAVIS COUNTY",13,676,28,0,20,0,19,31,0,117,-9999999,-9999999,48,7
"COUNTY","CAMPUS","2014-2015",227913,"LAKE TRAVIS ISD",227913105,"SERENE HILLS EL",227,"TRAVIS COUNTY",13,762,45,0,19,-9999999,18,78,0,197,6,0,57,15
"COUNTY","CAMPUS","2014-2015",227913,"LAKE TRAVIS ISD",227913106,"WEST CYPRESS HILLS EL",227,"TRAVIS COUNTY",13,525,20,0,9,-9999999,8,61,0,198,5,7,30,12

