Texas Education Agency

Total Enrollment Counts in Student Program and Special Populations Reports

PEIMS Data 2015-2016

"SCOPE","AGG_LEVEL","YEAR","DISTRICT NUMBER","DISTRICT NAME","REGION","TOTAL ENROLLMENT","TOTAL G & T STUDENTS","TOTAL CTE STUDENTS","TOTAL LEP STUDENTS","TOTAL BILINGUAL STUDENTS","TOTAL ESL STUDENTS","TOTAL ECONOMICALLY DISADVANTAGED STUDENTS","TOTAL TITLE I STUDENTS","TOTAL AT RISK STUDENTS","TOTAL MILITARY CONNECTED STUDENTS","TOTAL FOSTER CARE STUDENTS","TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES","TOTAL DYSLEXIC STUDENTS"
"STATE","DISTRICT","2015-2016",157901,"MASON ISD",15,670,87,214,42,0,42,312,670,202,-9999999,0,45,60
"STATE","DISTRICT","2015-2016",158901,"BAY CITY ISD",03,3781,116,941,547,192,255,2550,3740,1938,0,0,300,71
"STATE","DISTRICT","2015-2016",158902,"TIDEHAVEN ISD",03,884,61,223,79,0,75,605,636,339,-9999999,-9999999,70,28
"STATE","DISTRICT","2015-2016",158904,"MATAGORDA ISD",03,172,-9999999,0,16,0,16,116,172,35,-9999999,0,17,-9999999
"STATE","DISTRICT","2015-2016",158905,"PALACIOS ISD",03,1435,80,394,239,161,77,924,1435,654,-9999999,-9999999,130,22
"STATE","DISTRICT","2015-2016",158906,"VAN VLECK ISD",03,989,80,301,15,0,15,510,439,402,8,0,78,17
"STATE","DISTRICT","2015-2016",159901,"EAGLE PASS ISD",20,15093,1110,3458,5231,4072,952,11775,15093,9398,28,18,1251,234
"STATE","DISTRICT","2015-2016",160901,"BRADY ISD",15,1278,41,337,54,0,54,824,1278,441,6,28,158,56
"STATE","DISTRICT","2015-2016",160904,"ROCHELLE ISD",15,192,5,59,0,0,0,110,192,77,0,-9999999,29,15
"STATE","DISTRICT","2015-2016",160905,"LOHN ISD",15,92,-9999999,22,0,0,0,63,92,9,0,0,11,0
"STATE","DISTRICT","2015-2016",161801,"WACO CHARTER SCHOOL",12,221,0,0,53,0,53,221,221,78,-9999999,-9999999,21,0
"STATE","DISTRICT","2015-2016",161802,"RAPOPORT ACADEMY PUBLIC SCHOOL",12,805,0,69,32,0,32,538,805,444,12,-9999999,52,22
"STATE","DISTRICT","2015-2016",161807,"HARMONY SCIENCE ACAD (WACO)",12,9478,843,1609,2041,0,1915,5530,9055,3920,0,0,552,150
"STATE","DISTRICT","2015-2016",161901,"CRAWFORD ISD",12,561,18,168,5,0,5,133,557,126,-9999999,0,49,23
"STATE","DISTRICT","2015-2016",161903,"MIDWAY ISD",12,7803,986,2401,312,74,232,2563,2033,2655,153,32,579,250
"STATE","DISTRICT","2015-2016",161906,"LA VEGA ISD",12,3033,54,856,669,79,586,2614,2263,1798,20,11,217,187
"STATE","DISTRICT","2015-2016",161907,"LORENA ISD",12,1702,193,442,36,0,36,448,777,514,18,10,141,83
"STATE","DISTRICT","2015-2016",161908,"MART ISD",12,510,42,159,20,0,20,389,510,302,-9999999,0,57,8
"STATE","DISTRICT","2015-2016",161909,"MCGREGOR ISD",12,1425,99,385,171,65,105,1022,702,712,0,0,96,80
"STATE","DISTRICT","2015-2016",161910,"MOODY ISD",12,680,27,206,50,0,50,455,680,358,18,-9999999,69,31
"STATE","DISTRICT","2015-2016",161912,"RIESEL ISD",12,599,43,187,6,0,6,262,599,103,7,-9999999,48,10
"STATE","DISTRICT","2015-2016",161914,"WACO ISD",12,14946,1411,3414,2813,757,2029,13059,14923,11387,-9999999,22,1079,192
"STATE","DISTRICT","2015-2016",161916,"WEST ISD",12,1316,53,450,64,0,64,535,845,427,12,-9999999,93,45
"STATE","DISTRICT","2015-2016",161918,"AXTELL ISD",12,793,34,217,9,0,8,436,429,318,0,-9999999,128,32
"STATE","DISTRICT","2015-2016",161919,"BRUCEVILLE-EDDY ISD",12,771,98,231,27,0,24,448,524,277,-9999999,22,74,59
"STATE","DISTRICT","2015-2016",161920,"CHINA SPRING ISD",12,2604,254,668,35,0,34,637,815,615,65,9,266,180
"STATE","DISTRICT","2015-2016",161921,"CONNALLY ISD",12,2331,95,634,186,7,177,1793,1663,1453,9,12,156,85
"STATE","DISTRICT","2015-2016",161922,"ROBINSON ISD",12,2291,95,704,29,0,29,722,2291,986,23,6,227,69
"STATE","DISTRICT","2015-2016",161923,"BOSQUEVILLE ISD",12,661,80,204,15,0,15,234,661,128,7,-9999999,65,17
"STATE","DISTRICT","2015-2016",161924,"HALLSBURG ISD",12,176,10,0,6,0,6,98,176,68,-9999999,0,7,6
"STATE","DISTRICT","2015-2016",161925,"GHOLSON ISD",12,247,8,39,8,0,8,191,247,46,0,0,24,6
"STATE","DISTRICT","2015-2016",162904,"MCMULLEN COUNTY ISD",02,264,18,91,-9999999,0,-9999999,69,0,37,0,0,13,0
"STATE","DISTRICT","2015-2016",163901,"DEVINE ISD",20,1998,110,583,67,0,60,1137,995,1018,22,12,202,138
"STATE","DISTRICT","2015-2016",163902,"D'HANIS ISD",20,364,28,148,-9999999,0,-9999999,191,364,144,-9999999,5,44,9
"STATE","DISTRICT","2015-2016",163903,"NATALIA ISD",20,1072,64,259,68,0,65,828,543,637,15,-9999999,103,27
"STATE","DISTRICT","2015-2016",163904,"HONDO ISD",20,2064,163,534,48,0,48,1412,2064,1022,27,11,182,83
"STATE","DISTRICT","2015-2016",163908,"MEDINA VALLEY ISD",20,4473,238,1034,230,157,60,2271,2139,1351,343,25,452,41
"STATE","DISTRICT","2015-2016",164901,"MENARD ISD",15,292,11,95,19,0,18,198,292,169,0,0,29,-9999999
"STATE","DISTRICT","2015-2016",165802,"MIDLAND ACADEMY CHARTER SCHOOL",18,427,13,0,25,0,25,188,427,183,0,0,13,0
"STATE","DISTRICT","2015-2016",165901,"MIDLAND ISD",18,24555,1206,5890,3021,1539,1329,11370,16245,12355,221,65,1590,766
"STATE","DISTRICT","2015-2016",165902,"GREENWOOD ISD",18,2331,115,437,156,0,152,725,1151,1123,0,-9999999,130,70
"STATE","DISTRICT","2015-2016",166901,"CAMERON ISD",06,1755,80,440,160,110,48,1308,1755,830,0,-9999999,156,23
"STATE","DISTRICT","2015-2016",166902,"GAUSE ISD",06,174,10,0,17,0,17,104,174,33,0,-9999999,11,8
"STATE","DISTRICT","2015-2016",166903,"MILANO ISD",06,428,12,160,34,0,34,248,174,226,7,9,29,16
"STATE","DISTRICT","2015-2016",166904,"ROCKDALE ISD",06,1552,69,395,86,0,84,1031,1552,713,9,12,136,55
"STATE","DISTRICT","2015-2016",166905,"THORNDALE ISD",13,572,58,198,36,0,36,274,232,233,-9999999,-9999999,39,24
"STATE","DISTRICT","2015-2016",166907,"BUCKHOLTS ISD",06,159,22,67,9,0,6,136,159,32,-9999999,0,14,9
"STATE","DISTRICT","2015-2016",167901,"GOLDTHWAITE ISD",12,592,32,223,29,0,28,225,591,200,14,12,52,54
"STATE","DISTRICT","2015-2016",167902,"MULLIN ISD",12,427,-9999999,147,8,0,8,396,115,323,-9999999,109,146,0
"STATE","DISTRICT","2015-2016",167904,"PRIDDY ISD",12,111,6,49,0,0,0,83,111,21,-9999999,0,15,-9999999
"STATE","DISTRICT","2015-2016",168901,"COLORADO ISD",14,1013,64,368,30,0,30,618,1010,594,6,-9999999,96,46
"STATE","DISTRICT","2015-2016",168902,"LORAINE ISD",14,170,-9999999,47,-9999999,0,-9999999,101,170,45,-9999999,0,14,8
"STATE","DISTRICT","2015-2016",168903,"WESTBROOK ISD",14,283,20,79,0,0,0,102,283,124,0,0,28,19
"STATE","DISTRICT","2015-2016",169901,"BOWIE ISD",09,1693,94,570,94,0,93,871,1693,762,11,10,166,131
"STATE","DISTRICT","2015-2016",169902,"NOCONA ISD",09,793,24,224,98,0,98,477,793,464,-9999999,-9999999,75,57
"STATE","DISTRICT","2015-2016",169906,"GOLD BURG ISD",09,143,8,57,-9999999,0,-9999999,70,143,50,0,0,12,10
"STATE","DISTRICT","2015-2016",169908,"MONTAGUE ISD",09,143,-9999999,0,-9999999,0,-9999999,59,143,41,0,-9999999,16,12
"STATE","DISTRICT","2015-2016",169909,"PRAIRIE VALLEY ISD",09,147,-9999999,53,0,0,0,90,65,53,0,-9999999,16,8
"STATE","DISTRICT","2015-2016",169910,"FORESTBURG ISD",09,181,0,94,0,0,0,88,181,7,0,0,22,0
"STATE","DISTRICT","2015-2016",169911,"SAINT JO ISD",09,252,16,103,-9999999,0,-9999999,128,252,74,0,0,32,6
"STATE","DISTRICT","2015-2016",170801,"TEXAS SERENITY ACADEMY",06,387,0,0,156,0,143,363,387,286,0,0,22,-9999999
"STATE","DISTRICT","2015-2016",170902,"CONROE ISD",06,58239,4000,12389,7992,4419,3143,20789,16360,19265,335,54,4605,1724
"STATE","DISTRICT","2015-2016",170903,"MONTGOMERY ISD",06,8174,472,2783,193,114,89,1918,1590,2065,20,15,529,256
"STATE","DISTRICT","2015-2016",170904,"WILLIS ISD",06,7113,293,1765,1036,546,444,4085,3501,3441,83,36,526,130
"STATE","DISTRICT","2015-2016",170906,"MAGNOLIA ISD",06,12888,617,3288,1613,640,821,4816,3221,4855,70,46,1131,373
"STATE","DISTRICT","2015-2016",170907,"SPLENDORA ISD",06,3780,185,877,494,340,121,2314,3780,1825,18,15,304,139
"STATE","DISTRICT","2015-2016",170908,"NEW CANEY ISD",06,13816,978,4042,3831,3250,1271,8265,4793,8435,53,63,1268,688
"STATE","DISTRICT","2015-2016",171901,"DUMAS ISD",16,4545,231,1283,1258,155,1102,3101,1992,2498,-9999999,6,444,77
"STATE","DISTRICT","2015-2016",171902,"SUNRAY ISD",16,551,37,195,106,0,109,315,385,182,-9999999,0,49,15
"STATE","DISTRICT","2015-2016",172902,"DAINGERFIELD-LONE STAR ISD",08,1033,36,249,86,0,86,842,1033,512,-9999999,-9999999,136,23
"STATE","DISTRICT","2015-2016",172905,"PEWITT CISD",08,979,34,302,46,0,45,634,979,345,9,-9999999,102,47
"STATE","DISTRICT","2015-2016",173901,"MOTLEY COUNTY ISD",17,158,16,53,0,0,0,112,157,56,-9999999,0,10,0
"STATE","DISTRICT","2015-2016",174801,"STEPHEN F AUSTIN STATE UNIVERSITY",07,242,0,0,-9999999,0,-9999999,14,0,74,0,0,7,8
"STATE","DISTRICT","2015-2016",174901,"CHIRENO ISD",07,384,26,138,27,0,26,254,384,178,-9999999,0,34,13
"STATE","DISTRICT","2015-2016",174902,"CUSHING ISD",07,536,19,115,14,0,14,339,536,228,-9999999,0,55,13
"STATE","DISTRICT","2015-2016",174903,"GARRISON ISD",07,699,31,284,19,0,19,310,699,257,-9999999,5,58,49
"STATE","DISTRICT","2015-2016",174904,"NACOGDOCHES ISD",07,6464,368,1515,1827,437,1377,5244,4732,4833,0,41,524,115
"STATE","DISTRICT","2015-2016",174906,"WODEN ISD",07,770,47,256,62,0,58,450,769,266,-9999999,10,44,18
"STATE","DISTRICT","2015-2016",174908,"CENTRAL HEIGHTS ISD",07,1145,79,295,55,0,55,429,528,335,5,-9999999,71,36
"STATE","DISTRICT","2015-2016",174909,"MARTINSVILLE ISD",07,363,27,128,15,0,15,172,363,172,5,-9999999,43,28
"STATE","DISTRICT","2015-2016",174910,"ETOILE ISD",07,133,6,0,0,0,0,104,133,61,0,0,16,-9999999
"STATE","DISTRICT","2015-2016",174911,"DOUGLASS ISD",07,462,24,105,10,0,14,172,0,151,12,0,43,0
"STATE","DISTRICT","2015-2016",175902,"BLOOMING GROVE ISD",12,869,41,314,104,0,93,517,342,411,-9999999,0,59,19
"STATE","DISTRICT","2015-2016",175903,"CORSICANA ISD",12,5955,469,1632,1381,564,964,4319,5953,3270,71,40,501,380
"STATE","DISTRICT","2015-2016",175904,"DAWSON ISD",12,488,49,149,25,0,24,325,488,149,-9999999,7,43,27
"STATE","DISTRICT","2015-2016",175905,"FROST ISD",12,429,36,163,57,0,56,253,429,194,0,0,33,33
"STATE","DISTRICT","2015-2016",175907,"KERENS ISD",12,597,42,223,25,0,25,466,597,286,0,6,49,71
"STATE","DISTRICT","2015-2016",175910,"MILDRED ISD",12,716,45,304,19,0,16,288,716,241,16,9,52,37
"STATE","DISTRICT","2015-2016",175911,"RICE ISD",12,865,43,247,217,0,215,606,624,428,12,-9999999,53,37
"STATE","DISTRICT","2015-2016",176901,"BURKEVILLE ISD",05,292,8,83,-9999999,0,-9999999,207,292,115,0,0,25,5
"STATE","DISTRICT","2015-2016",176902,"NEWTON ISD",05,1021,65,309,-9999999,0,-9999999,642,743,456,-9999999,-9999999,137,82
"STATE","DISTRICT","2015-2016",176903,"DEWEYVILLE ISD",05,636,27,251,-9999999,0,-9999999,355,636,136,0,7,66,0
"STATE","DISTRICT","2015-2016",177901,"ROSCOE COLLEGIATE ISD",14,622,24,251,66,0,66,283,361,219,0,0,27,18
"STATE","DISTRICT","2015-2016",177902,"SWEETWATER ISD",14,2255,117,516,58,0,58,1559,1076,1001,-9999999,0,275,67
"STATE","DISTRICT","2015-2016",177903,"BLACKWELL CISD",14,136,18,74,-9999999,0,-9999999,53,0,44,0,0,19,18
"STATE","DISTRICT","2015-2016",177905,"HIGHLAND ISD",14,230,18,88,0,0,0,82,230,77,-9999999,-9999999,17,10
"STATE","DISTRICT","2015-2016",178801,"DR M L GARZA-GONZALEZ CHARTER SCHO",02,169,0,17,41,0,41,158,169,148,0,0,0,0
"STATE","DISTRICT","2015-2016",178807,"CORPUS CHRISTI MONTESSORI SCHOOL",02,168,0,0,5,0,5,33,0,5,-9999999,0,16,8
"STATE","DISTRICT","2015-2016",178808,"SEASHORE CHARTER SCHOOLS",02,476,51,20,-9999999,0,-9999999,-9999999,0,107,63,0,34,34
"STATE","DISTRICT","2015-2016",178901,"AGUA DULCE ISD",02,380,8,123,-9999999,0,-9999999,258,375,248,0,0,29,0
"STATE","DISTRICT","2015-2016",178902,"BISHOP CISD",02,1378,112,418,64,0,63,890,1378,562,22,11,140,41
"STATE","DISTRICT","2015-2016",178903,"CALALLEN ISD",02,4041,316,933,120,0,117,1697,1860,1238,30,17,398,0
"STATE","DISTRICT","2015-2016",178904,"CORPUS CHRISTI ISD",02,38614,1130,7484,2138,1412,563,22904,29313,21925,515,51,3415,1307
"STATE","DISTRICT","2015-2016",178905,"DRISCOLL ISD",02,283,30,0,9,0,8,205,282,105,7,0,31,0
"STATE","DISTRICT","2015-2016",178906,"LONDON ISD",02,828,137,230,-9999999,0,-9999999,78,102,129,31,-9999999,55,57
"STATE","DISTRICT","2015-2016",178908,"PORT ARANSAS ISD",02,545,42,129,5,0,5,167,545,131,-9999999,-9999999,49,36
"STATE","DISTRICT","2015-2016",178909,"ROBSTOWN ISD",02,2839,279,926,99,65,25,2449,2838,1767,6,-9999999,300,55
"STATE","DISTRICT","2015-2016",178912,"TULOSO-MIDWAY ISD",20,3850,216,940,225,161,52,2081,1803,1472,36,-9999999,365,141
"STATE","DISTRICT","2015-2016",178913,"BANQUETE ISD",02,940,70,302,30,0,30,688,940,324,8,6,85,-9999999
"STATE","DISTRICT","2015-2016",178914,"FLOUR BLUFF ISD",02,5775,624,1704,177,0,176,2561,2914,2447,349,14,586,122
"STATE","DISTRICT","2015-2016",178915,"WEST OSO ISD",02,2012,97,791,108,66,27,1848,2011,1228,6,7,202,34
"STATE","DISTRICT","2015-2016",179901,"PERRYTON ISD",16,2367,49,577,757,0,743,1329,1732,1374,6,7,175,10
"STATE","DISTRICT","2015-2016",180901,"BOYS RANCH ISD",16,281,19,99,0,0,0,214,281,230,0,-9999999,40,8
"STATE","DISTRICT","2015-2016",180902,"VEGA ISD",16,364,21,133,13,0,13,102,364,96,-9999999,0,25,10
"STATE","DISTRICT","2015-2016",180903,"ADRIAN ISD",16,129,6,51,11,0,11,89,129,65,0,-9999999,16,11
"STATE","DISTRICT","2015-2016",180904,"WILDORADO ISD",16,103,0,8,0,0,0,36,103,26,-9999999,0,8,0
"STATE","DISTRICT","2015-2016",181901,"BRIDGE CITY ISD",05,2887,144,666,122,14,97,1010,2887,807,31,10,217,42
"STATE","DISTRICT","2015-2016",181905,"ORANGEFIELD ISD",05,1762,71,464,36,0,39,646,739,603,-9999999,9,142,23
"STATE","DISTRICT","2015-2016",181906,"WEST ORANGE-COVE CISD",05,2431,103,598,131,0,129,2033,2431,1270,-9999999,11,270,46
"STATE","DISTRICT","2015-2016",181907,"VIDOR ISD",05,4868,193,1538,53,0,53,2506,2043,2778,14,17,595,188
"STATE","DISTRICT","2015-2016",181908,"LITTLE CYPRESS-MAURICEVILLE CISD",05,3377,91,959,69,0,69,1187,1522,1318,5,29,414,106
"STATE","DISTRICT","2015-2016",182901,"GORDON ISD",11,191,-9999999,84,0,0,0,76,0,58,0,0,15,0
"STATE","DISTRICT","2015-2016",182902,"GRAFORD ISD",11,349,44,104,11,0,11,184,205,112,0,0,22,16
"STATE","DISTRICT","2015-2016",182903,"MINERAL WELLS ISD",11,3239,155,974,333,137,155,2284,1838,1863,48,11,291,180
"STATE","DISTRICT","2015-2016",182904,"SANTO ISD",11,485,43,144,22,0,22,220,228,195,-9999999,-9999999,45,29
"STATE","DISTRICT","2015-2016",182905,"STRAWN ISD",11,165,11,50,23,0,23,97,165,78,0,0,12,0
"STATE","DISTRICT","2015-2016",182906,"PALO PINTO ISD",11,108,-9999999,0,9,0,9,67,105,30,0,0,7,-9999999
"STATE","DISTRICT","2015-2016",183801,"PANOLA CHARTER SCHOOL",07,147,7,128,0,0,0,56,0,58,-9999999,0,10,5
"STATE","DISTRICT","2015-2016",183901,"BECKVILLE ISD",07,716,11,252,19,0,19,249,716,231,-9999999,0,48,42
"STATE","DISTRICT","2015-2016",183902,"CARTHAGE ISD",07,2712,123,803,248,0,248,1446,2712,1162,13,5,279,44
"STATE","DISTRICT","2015-2016",183904,"GARY ISD",07,478,-9999999,109,15,0,15,236,478,20,0,-9999999,46,15
"STATE","DISTRICT","2015-2016",184801,"CROSSTIMBERS ACADEMY",11,98,0,79,0,0,0,47,98,76,0,0,9,-9999999
"STATE","DISTRICT","2015-2016",184901,"POOLVILLE ISD",11,509,40,147,25,0,25,285,359,223,5,-9999999,50,19
"STATE","DISTRICT","2015-2016",184902,"SPRINGTOWN ISD",11,3406,148,909,175,0,165,1870,1973,1730,63,30,270,137
"STATE","DISTRICT","2015-2016",184903,"WEATHERFORD ISD",11,7861,603,2351,639,358,276,3271,3109,3443,149,28,731,296
"STATE","DISTRICT","2015-2016",184904,"MILLSAP ISD",11,944,51,295,22,0,22,393,650,233,0,-9999999,75,33
"STATE","DISTRICT","2015-2016",184907,"ALEDO ISD",11,5249,334,1177,139,0,138,674,1453,1018,217,-9999999,366,137
"STATE","DISTRICT","2015-2016",184908,"PEASTER ISD",11,1060,51,250,36,0,36,377,106,428,18,0,111,26
"STATE","DISTRICT","2015-2016",184909,"BROCK ISD",11,1299,63,375,24,0,24,159,623,365,36,-9999999,89,48
"STATE","DISTRICT","2015-2016",184911,"GARNER ISD",11,178,19,0,10,0,10,83,178,69,6,-9999999,15,0
"STATE","DISTRICT","2015-2016",185901,"BOVINA ISD",16,485,16,135,132,0,132,398,485,296,-9999999,0,24,-9999999
"STATE","DISTRICT","2015-2016",185902,"FARWELL ISD",16,552,29,164,89,0,81,331,552,278,-9999999,-9999999,45,13
"STATE","DISTRICT","2015-2016",185903,"FRIONA ISD",16,1164,55,244,309,81,199,945,1164,686,-9999999,7,110,50
"STATE","DISTRICT","2015-2016",185904,"LAZBUDDIE ISD",16,211,-9999999,53,19,0,19,140,211,117,-9999999,0,20,-9999999
"STATE","DISTRICT","2015-2016",186901,"BUENA VISTA ISD",18,211,0,74,38,0,38,98,211,55,0,0,8,0
"STATE","DISTRICT","2015-2016",186902,"FORT STOCKTON ISD",18,2464,77,601,250,67,170,1619,2464,1517,0,0,149,51
"STATE","DISTRICT","2015-2016",186903,"IRAAN-SHEFFIELD ISD",18,519,25,131,57,0,57,263,519,292,5,-9999999,50,-9999999
"STATE","DISTRICT","2015-2016",187901,"BIG SANDY ISD",06,494,68,173,0,0,0,273,494,196,-9999999,5,47,19
"STATE","DISTRICT","2015-2016",187903,"GOODRICH ISD",06,234,-9999999,101,50,0,49,203,234,118,0,0,15,0
"STATE","DISTRICT","2015-2016",187904,"CORRIGAN-CAMDEN ISD",06,966,37,334,124,0,113,730,966,481,5,21,102,60
"STATE","DISTRICT","2015-2016",187906,"LEGGETT ISD",06,159,9,51,12,0,12,121,159,96,0,0,14,-9999999
"STATE","DISTRICT","2015-2016",187907,"LIVINGSTON ISD",06,4171,164,1219,307,65,231,2684,2126,1418,-9999999,10,424,122
"STATE","DISTRICT","2015-2016",187910,"ONALASKA ISD",06,984,39,252,9,0,9,670,984,403,0,-9999999,116,23
"STATE","DISTRICT","2015-2016",188901,"AMARILLO ISD",16,33673,1649,8515,4980,1505,3488,22653,21162,15802,356,255,3335,795
"STATE","DISTRICT","2015-2016",188902,"RIVER ROAD ISD",16,1303,74,330,38,0,37,789,694,554,-9999999,-9999999,119,44
"STATE","DISTRICT","2015-2016",188903,"HIGHLAND PARK ISD",16,855,32,253,58,0,58,499,854,309,12,10,87,34
"STATE","DISTRICT","2015-2016",188904,"BUSHLAND ISD",16,1543,141,590,13,0,12,315,597,324,25,5,156,107
"STATE","DISTRICT","2015-2016",189901,"MARFA ISD",18,360,16,97,56,0,55,255,360,180,0,0,33,-9999999
"STATE","DISTRICT","2015-2016",189902,"PRESIDIO ISD",18,1366,58,380,828,477,350,1292,1366,959,0,0,94,0
"STATE","DISTRICT","2015-2016",190903,"RAINS ISD",07,1662,91,416,94,0,94,959,1661,818,13,25,184,154
"STATE","DISTRICT","2015-2016",191901,"CANYON ISD",16,9615,290,2214,158,0,156,2647,3100,2606,108,85,975,163
"STATE","DISTRICT","2015-2016",192901,"REAGAN COUNTY ISD",12,907,26,228,124,0,123,470,667,637,-9999999,0,55,57
"STATE","DISTRICT","2015-2016",193801,"BIG SPRINGS CHARTER SCHOOL",20,205,0,100,-9999999,0,-9999999,187,205,181,0,102,99,-9999999
"STATE","DISTRICT","2015-2016",193902,"LEAKEY ISD",20,269,14,79,18,0,18,167,269,53,0,0,21,16
"STATE","DISTRICT","2015-2016",194902,"AVERY ISD",08,361,18,105,7,0,7,214,361,153,-9999999,0,58,18
"STATE","DISTRICT","2015-2016",194903,"RIVERCREST ISD",08,656,79,191,33,0,33,366,303,296,0,6,65,37
"STATE","DISTRICT","2015-2016",194904,"CLARKSVILLE ISD",08,528,52,130,66,0,62,462,528,231,-9999999,0,51,7
"STATE","DISTRICT","2015-2016",194905,"DETROIT ISD",08,536,32,187,-9999999,0,-9999999,330,536,125,-9999999,0,71,62
"STATE","DISTRICT","2015-2016",195901,"PECOS-BARSTOW-TOYAH ISD",18,2473,144,578,244,168,63,1787,2473,1027,-9999999,-9999999,204,37
"STATE","DISTRICT","2015-2016",195902,"BALMORHEA ISD",18,165,-9999999,57,12,0,12,145,165,94,0,0,18,0
"STATE","DISTRICT","2015-2016",196901,"AUSTWELL-TIVOLI ISD",03,151,15,55,0,0,0,86,151,38,0,0,15,6
"STATE","DISTRICT","2015-2016",196902,"WOODSBORO ISD",03,524,57,133,0,0,0,284,306,272,13,6,72,6
"STATE","DISTRICT","2015-2016",196903,"REFUGIO ISD",03,751,6,85,36,0,36,401,391,386,-9999999,-9999999,69,41
"STATE","DISTRICT","2015-2016",197902,"MIAMI ISD",16,213,22,55,0,0,0,56,213,40,0,0,9,10
"STATE","DISTRICT","2015-2016",198901,"BREMOND ISD",06,472,38,128,14,0,14,227,222,113,0,-9999999,48,27
"STATE","DISTRICT","2015-2016",198902,"CALVERT ISD",06,156,13,56,0,0,0,116,156,-9999999,0,0,22,0
"STATE","DISTRICT","2015-2016",198903,"FRANKLIN ISD",06,1190,84,326,32,0,32,463,531,276,5,0,120,21
"STATE","DISTRICT","2015-2016",198905,"HEARNE ISD",06,899,31,231,138,0,132,858,899,328,0,-9999999,121,13
"STATE","DISTRICT","2015-2016",198906,"MUMFORD ISD",06,612,70,91,80,0,80,458,612,229,0,0,45,0
"STATE","DISTRICT","2015-2016",199901,"ROCKWALL ISD",10,15462,1078,4308,1126,500,616,3810,3503,5140,154,37,1429,741
"STATE","DISTRICT","2015-2016",199902,"ROYSE CITY ISD",10,5220,517,1306,515,183,324,1894,2143,1804,136,10,428,270
"STATE","DISTRICT","2015-2016",200901,"BALLINGER ISD",15,958,72,286,21,0,21,531,474,401,17,-9999999,82,81
"STATE","DISTRICT","2015-2016",200902,"MILES ISD",15,410,37,134,21,0,21,125,216,176,5,-9999999,25,24
"STATE","DISTRICT","2015-2016",200904,"WINTERS ISD",15,567,70,182,18,0,14,422,567,274,-9999999,-9999999,51,62
"STATE","DISTRICT","2015-2016",200906,"OLFEN ISD",15,72,-9999999,0,-9999999,0,-9999999,43,0,16,-9999999,0,9,0
"STATE","DISTRICT","2015-2016",201902,"HENDERSON ISD",07,3437,183,839,424,44,352,2063,2484,1722,19,28,288,0
"STATE","DISTRICT","2015-2016",201903,"LANEVILLE ISD",07,182,10,46,21,0,21,169,182,125,0,-9999999,16,5
"STATE","DISTRICT","2015-2016",201904,"LEVERETTS CHAPEL ISD",07,259,19,65,50,0,50,187,259,121,-9999999,0,18,7
"STATE","DISTRICT","2015-2016",201907,"MOUNT ENTERPRISE ISD",07,406,47,121,9,0,9,219,406,140,5,0,45,21
"STATE","DISTRICT","2015-2016",201908,"OVERTON ISD",07,502,45,143,5,0,5,271,501,165,0,-9999999,46,44
"STATE","DISTRICT","2015-2016",201910,"TATUM ISD",07,1686,143,744,185,0,174,918,1686,610,0,-9999999,132,52
"STATE","DISTRICT","2015-2016",201913,"CARLISLE ISD",07,640,24,174,204,37,73,484,640,272,-9999999,-9999999,48,45
"STATE","DISTRICT","2015-2016",201914,"WEST RUSK COUNTY CONSOLIDATED ISD",07,1112,43,303,118,0,118,813,1105,656,0,-9999999,88,0
"STATE","DISTRICT","2015-2016",202903,"HEMPHILL ISD",07,923,68,209,19,0,19,554,921,302,0,0,98,55
"STATE","DISTRICT","2015-2016",202905,"WEST SABINE ISD",07,696,63,195,6,0,6,522,696,300,0,-9999999,74,42
"STATE","DISTRICT","2015-2016",203901,"SAN AUGUSTINE ISD",07,741,43,224,75,0,71,575,741,439,5,6,90,15
"STATE","DISTRICT","2015-2016",203902,"BROADDUS ISD",07,409,36,115,15,0,16,312,409,206,0,5,49,11
"STATE","DISTRICT","2015-2016",204901,"COLDSPRING-OAKHURST CISD",06,1498,73,475,16,0,10,939,1498,645,10,-9999999,142,44
"STATE","DISTRICT","2015-2016",204904,"SHEPHERD ISD",06,1921,74,636,275,40,234,1365,1375,1177,-9999999,-9999999,117,66
"STATE","DISTRICT","2015-2016",205901,"ARANSAS PASS ISD",02,1806,70,448,158,96,54,1238,1806,863,18,10,164,60
"STATE","DISTRICT","2015-2016",205902,"GREGORY-PORTLAND ISD",02,4594,323,639,157,0,154,1864,2032,2270,52,14,441,187
"STATE","DISTRICT","2015-2016",205903,"INGLESIDE ISD",02,2274,71,522,174,0,166,1214,2274,1018,42,8,194,115
"STATE","DISTRICT","2015-2016",205904,"MATHIS ISD",02,1692,55,438,56,24,11,1438,1692,1120,9,6,162,14
"STATE","DISTRICT","2015-2016",205905,"ODEM-EDROY ISD",02,1017,69,305,34,0,33,774,1017,443,-9999999,-9999999,58,55
"STATE","DISTRICT","2015-2016",205906,"SINTON ISD",02,2168,148,499,22,0,22,1525,2159,1252,6,0,224,99
"STATE","DISTRICT","2015-2016",205907,"TAFT ISD",02,1119,63,343,19,0,19,962,769,711,5,0,105,0
"STATE","DISTRICT","2015-2016",206901,"SAN SABA ISD",15,733,56,193,137,0,135,453,733,305,0,11,78,35
