PEIMS DATA FOR SCHOOL YEAR 2017-2018
STUDENT COUNTS LESS THAN 5 BUT NOT 0 AND RELATED INFORMATION ARE MASKED WITH "-9999999" IN COMPLIANCE WITH FERPA.
"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Grade Group","Ethnicity Name","Enrollment by Ethnicity"
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SADLER MEANS YWLA",227901065,"MIDDLE SCHOOL","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SADLER MEANS YWLA",227901065,"MIDDLE SCHOOL","White",8
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SANCHEZ EL",227901127,"ELEMENTARY","Black or African American",7
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SANCHEZ EL",227901127,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SANCHEZ EL",227901127,"ELEMENTARY","Asian",11
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SANCHEZ EL",227901127,"ELEMENTARY","Hispanic",234
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SANCHEZ EL",227901127,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SANCHEZ EL",227901127,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SANCHEZ EL",227901127,"ELEMENTARY","White",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SIMS EL",227901139,"ELEMENTARY","Black or African American",87
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SIMS EL",227901139,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SIMS EL",227901139,"ELEMENTARY","Asian",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SIMS EL",227901139,"ELEMENTARY","Hispanic",110
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SIMS EL",227901139,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SIMS EL",227901139,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SIMS EL",227901139,"ELEMENTARY","White",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SMALL M S",227901060,"MIDDLE SCHOOL","Black or African American",47
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SMALL M S",227901060,"MIDDLE SCHOOL","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SMALL M S",227901060,"MIDDLE SCHOOL","Asian",50
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SMALL M S",227901060,"MIDDLE SCHOOL","Hispanic",511
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SMALL M S",227901060,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SMALL M S",227901060,"MIDDLE SCHOOL","Two or More Races",59
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SMALL M S",227901060,"MIDDLE SCHOOL","White",562
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ST ELMO EL",227901136,"ELEMENTARY","Black or African American",14
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ST ELMO EL",227901136,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ST ELMO EL",227901136,"ELEMENTARY","Asian",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ST ELMO EL",227901136,"ELEMENTARY","Hispanic",253
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ST ELMO EL",227901136,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ST ELMO EL",227901136,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ST ELMO EL",227901136,"ELEMENTARY","White",23
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SUMMITT EL",227901138,"ELEMENTARY","Black or African American",40
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SUMMITT EL",227901138,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SUMMITT EL",227901138,"ELEMENTARY","Asian",197
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SUMMITT EL",227901138,"ELEMENTARY","Hispanic",218
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SUMMITT EL",227901138,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SUMMITT EL",227901138,"ELEMENTARY","Two or More Races",43
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SUMMITT EL",227901138,"ELEMENTARY","White",344
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SUNSET VALLEY EL",227901158,"ELEMENTARY","Black or African American",13
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SUNSET VALLEY EL",227901158,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SUNSET VALLEY EL",227901158,"ELEMENTARY","Asian",9
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SUNSET VALLEY EL",227901158,"ELEMENTARY","Hispanic",335
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SUNSET VALLEY EL",227901158,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SUNSET VALLEY EL",227901158,"ELEMENTARY","Two or More Races",15
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SUNSET VALLEY EL",227901158,"ELEMENTARY","White",171
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY DAY SCHOOL",227901027,"ELEMENTARY / SECONDARY","Black or African American",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY DAY SCHOOL",227901027,"ELEMENTARY / SECONDARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY DAY SCHOOL",227901027,"ELEMENTARY / SECONDARY","Asian",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY DAY SCHOOL",227901027,"ELEMENTARY / SECONDARY","Hispanic",8
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY DAY SCHOOL",227901027,"ELEMENTARY / SECONDARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY DAY SCHOOL",227901027,"ELEMENTARY / SECONDARY","Two or More Races",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY DAY SCHOOL",227901027,"ELEMENTARY / SECONDARY","White",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY J J A E P",227901036,"ELEMENTARY / SECONDARY","Black or African American",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY J J A E P",227901036,"ELEMENTARY / SECONDARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY J J A E P",227901036,"ELEMENTARY / SECONDARY","Asian",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY J J A E P",227901036,"ELEMENTARY / SECONDARY","Hispanic",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY J J A E P",227901036,"ELEMENTARY / SECONDARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY J J A E P",227901036,"ELEMENTARY / SECONDARY","Two or More Races",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY J J A E P",227901036,"ELEMENTARY / SECONDARY","White",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY JUVENILE DETENTION C",227901030,"ELEMENTARY / SECONDARY","Black or African American",6
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY JUVENILE DETENTION C",227901030,"ELEMENTARY / SECONDARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY JUVENILE DETENTION C",227901030,"ELEMENTARY / SECONDARY","Asian",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY JUVENILE DETENTION C",227901030,"ELEMENTARY / SECONDARY","Hispanic",26
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY JUVENILE DETENTION C",227901030,"ELEMENTARY / SECONDARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY JUVENILE DETENTION C",227901030,"ELEMENTARY / SECONDARY","Two or More Races",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS COUNTY JUVENILE DETENTION C",227901030,"ELEMENTARY / SECONDARY","White",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS H S",227901007,"HIGH SCHOOL","Black or African American",116
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS H S",227901007,"HIGH SCHOOL","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS H S",227901007,"HIGH SCHOOL","Asian",23
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS H S",227901007,"HIGH SCHOOL","Hispanic",1027
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS H S",227901007,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS H S",227901007,"HIGH SCHOOL","Two or More Races",7
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS H S",227901007,"HIGH SCHOOL","White",60
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS HTS EL",227901140,"ELEMENTARY","Black or African American",34
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS HTS EL",227901140,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS HTS EL",227901140,"ELEMENTARY","Asian",25
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS HTS EL",227901140,"ELEMENTARY","Hispanic",298
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS HTS EL",227901140,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS HTS EL",227901140,"ELEMENTARY","Two or More Races",14
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRAVIS HTS EL",227901140,"ELEMENTARY","White",145
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"UPHAUS EARLY CHILDHOOD CENTER",227901177,"ELEMENTARY","Black or African American",14
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"UPHAUS EARLY CHILDHOOD CENTER",227901177,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"UPHAUS EARLY CHILDHOOD CENTER",227901177,"ELEMENTARY","Asian",11
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"UPHAUS EARLY CHILDHOOD CENTER",227901177,"ELEMENTARY","Hispanic",295
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"UPHAUS EARLY CHILDHOOD CENTER",227901177,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"UPHAUS EARLY CHILDHOOD CENTER",227901177,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"UPHAUS EARLY CHILDHOOD CENTER",227901177,"ELEMENTARY","White",16
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WALNUT CREEK EL",227901141,"ELEMENTARY","Black or African American",64
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WALNUT CREEK EL",227901141,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WALNUT CREEK EL",227901141,"ELEMENTARY","Asian",20
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WALNUT CREEK EL",227901141,"ELEMENTARY","Hispanic",508
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WALNUT CREEK EL",227901141,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WALNUT CREEK EL",227901141,"ELEMENTARY","Two or More Races",5
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WALNUT CREEK EL",227901141,"ELEMENTARY","White",45
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WEBB M S",227901053,"MIDDLE SCHOOL","Black or African American",57
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WEBB M S",227901053,"MIDDLE SCHOOL","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WEBB M S",227901053,"MIDDLE SCHOOL","Asian",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WEBB M S",227901053,"MIDDLE SCHOOL","Hispanic",583
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WEBB M S",227901053,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WEBB M S",227901053,"MIDDLE SCHOOL","Two or More Races",7
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WEBB M S",227901053,"MIDDLE SCHOOL","White",13
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WEBB PRI CENTER",227901193,"ELEMENTARY","Black or African American",14
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WEBB PRI CENTER",227901193,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WEBB PRI CENTER",227901193,"ELEMENTARY","Asian",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WEBB PRI CENTER",227901193,"ELEMENTARY","Hispanic",224
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WEBB PRI CENTER",227901193,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WEBB PRI CENTER",227901193,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WEBB PRI CENTER",227901193,"ELEMENTARY","White",6
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WIDEN EL",227901175,"ELEMENTARY","Black or African American",40
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WIDEN EL",227901175,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WIDEN EL",227901175,"ELEMENTARY","Asian",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WIDEN EL",227901175,"ELEMENTARY","Hispanic",471
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WIDEN EL",227901175,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WIDEN EL",227901175,"ELEMENTARY","Two or More Races",5
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WIDEN EL",227901175,"ELEMENTARY","White",5
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WILLIAMS EL",227901166,"ELEMENTARY","Black or African American",27
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WILLIAMS EL",227901166,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WILLIAMS EL",227901166,"ELEMENTARY","Asian",15
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WILLIAMS EL",227901166,"ELEMENTARY","Hispanic",355
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WILLIAMS EL",227901166,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WILLIAMS EL",227901166,"ELEMENTARY","Two or More Races",9
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WILLIAMS EL",227901166,"ELEMENTARY","White",60
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WINN EL",227901157,"ELEMENTARY","Black or African American",54
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WINN EL",227901157,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WINN EL",227901157,"ELEMENTARY","Asian",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WINN EL",227901157,"ELEMENTARY","Hispanic",177
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WINN EL",227901157,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WINN EL",227901157,"ELEMENTARY","Two or More Races",6
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WINN EL",227901157,"ELEMENTARY","White",18
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WOOLDRIDGE EL",227901152,"ELEMENTARY","Black or African American",38
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WOOLDRIDGE EL",227901152,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WOOLDRIDGE EL",227901152,"ELEMENTARY","Asian",21
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WOOLDRIDGE EL",227901152,"ELEMENTARY","Hispanic",442
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WOOLDRIDGE EL",227901152,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WOOLDRIDGE EL",227901152,"ELEMENTARY","Two or More Races",7
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WOOLDRIDGE EL",227901152,"ELEMENTARY","White",23
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WOOTEN EL",227901144,"ELEMENTARY","Black or African American",31
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WOOTEN EL",227901144,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WOOTEN EL",227901144,"ELEMENTARY","Asian",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WOOTEN EL",227901144,"ELEMENTARY","Hispanic",446
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WOOTEN EL",227901144,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WOOTEN EL",227901144,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"WOOTEN EL",227901144,"ELEMENTARY","White",20
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ZAVALA EL",227901145,"ELEMENTARY","Black or African American",41
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ZAVALA EL",227901145,"ELEMENTARY","American Indian or Alaska Native",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ZAVALA EL",227901145,"ELEMENTARY","Asian",6
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ZAVALA EL",227901145,"ELEMENTARY","Hispanic",240
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ZAVALA EL",227901145,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ZAVALA EL",227901145,"ELEMENTARY","Two or More Races",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ZAVALA EL",227901145,"ELEMENTARY","White",7
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ZILKER EL",227901146,"ELEMENTARY","Black or African American",10
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ZILKER EL",227901146,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ZILKER EL",227901146,"ELEMENTARY","Asian",9
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ZILKER EL",227901146,"ELEMENTARY","Hispanic",179
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ZILKER EL",227901146,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ZILKER EL",227901146,"ELEMENTARY","Two or More Races",29
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"ZILKER EL",227901146,"ELEMENTARY","White",322

