Texas Education Agency,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Total Enrollment Counts in Student Program and Special Populations Reports,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PEIMS Data 2012-2013,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SCOPE,AGG_LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,TOTAL ENROLLMENT,TOTAL G & T STUDENTS,TOTAL CTE STUDENTS,TOTAL LEP STUDENTS,TOTAL BILINGUAL STUDENTS,TOTAL ESL STUDENTS,TOTAL ECONOMICALLY DISADVANTAGED STUDENTS,TOTAL TITLE I STUDENTS,TOTAL AT RISK STUDENTS,TOTAL PRE-K MILITARY STUDENTS,TOTAL PRE-K FOSTER STUDENTS,TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES
STATE,DISTRICT,2012-2013,220817,NEWMAN INTERNATIONAL ACADEMY OF AR,11,475,32,84,13,0,9,261,475,24,0,-9999999,26
STATE,DISTRICT,2012-2013,220818,PRIME PREP ACADEMY,11,577,0,82,0,0,0,307,0,211,0,0,15
STATE,DISTRICT,2012-2013,220901,ARLINGTON ISD,11,65001,4431,13563,16559,5562,10689,44385,37556,36060,32,40,5174
STATE,DISTRICT,2012-2013,220902,BIRDVILLE ISD,11,24190,2595,6199,4047,1467,2594,13942,8930,10167,7,12,2454
STATE,DISTRICT,2012-2013,220904,EVERMAN ISD,11,5402,191,864,1255,956,387,4673,4160,3409,0,0,434
STATE,DISTRICT,2012-2013,220905,FORT WORTH ISD,11,83503,6840,16326,24666,15833,7681,64311,76620,43523,16,-9999999,6305
STATE,DISTRICT,2012-2013,220906,GRAPEVINE-COLLEYVILLE ISD,11,13388,2298,3473,1120,828,452,2957,5123,2834,0,0,1034
STATE,DISTRICT,2012-2013,220907,KELLER ISD,11,33367,3815,6550,2006,721,1202,7403,4988,8543,18,18,2783
STATE,DISTRICT,2012-2013,220908,MANSFIELD ISD,11,32879,2274,7420,3454,509,2896,12661,11059,10719,18,17,2836
STATE,DISTRICT,2012-2013,220910,LAKE WORTH ISD,11,3257,168,881,603,280,306,2525,3249,1814,6,-9999999,320
STATE,DISTRICT,2012-2013,220912,CROWLEY ISD,11,15060,971,4181,1733,683,990,8926,4924,7152,14,8,1347
STATE,DISTRICT,2012-2013,220914,KENNEDALE ISD,11,3163,264,675,184,85,102,1309,3163,808,-9999999,-9999999,280
STATE,DISTRICT,2012-2013,220915,AZLE ISD,11,5930,475,1688,218,109,119,2809,2815,1738,5,-9999999,468
STATE,DISTRICT,2012-2013,220916,HURST-EULESS-BEDFORD ISD,11,21814,1456,3877,2577,714,1663,11581,9909,8083,-9999999,-9999999,1915
STATE,DISTRICT,2012-2013,220917,CASTLEBERRY ISD,11,3814,224,686,1120,530,584,3314,3814,2522,-9999999,0,291
STATE,DISTRICT,2012-2013,220918,EAGLE MT-SAGINAW ISD,11,17728,1175,3753,1435,656,828,7126,3597,6263,38,6,1467
STATE,DISTRICT,2012-2013,220919,CARROLL ISD,11,7711,1684,1352,69,0,67,181,41,677,0,-9999999,674
STATE,DISTRICT,2012-2013,220920,WHITE SETTLEMENT ISD,11,6539,338,1288,591,498,244,3478,6167,3199,10,-9999999,630
STATE,DISTRICT,2012-2013,221801,TEXAS COLLEGE PREPARATORY ACADEMIE,14,10537,0,185,193,0,193,4649,6327,2326,0,0,694
STATE,DISTRICT,2012-2013,221901,ABILENE ISD,14,17152,917,4230,620,128,474,11254,6633,5609,106,8,1992
STATE,DISTRICT,2012-2013,221904,MERKEL ISD,14,1181,75,299,16,0,15,676,536,453,0,0,138
STATE,DISTRICT,2012-2013,221905,TRENT ISD,14,173,5,55,-9999999,0,-9999999,65,172,51,0,-9999999,14
STATE,DISTRICT,2012-2013,221911,JIM NED CISD,14,1015,79,354,-9999999,0,-9999999,278,260,213,-9999999,0,84
STATE,DISTRICT,2012-2013,221912,WYLIE ISD,14,3665,120,849,24,0,22,593,202,700,63,-9999999,256
STATE,DISTRICT,2012-2013,222901,TERRELL COUNTY ISD,18,116,-9999999,31,0,0,0,43,116,19,0,0,8
STATE,DISTRICT,2012-2013,223901,BROWNFIELD ISD,17,1843,104,663,126,0,121,1318,1843,830,0,0,169
STATE,DISTRICT,2012-2013,223902,MEADOW ISD,17,326,16,106,19,0,19,239,326,152,0,0,26
STATE,DISTRICT,2012-2013,223904,WELLMAN-UNION CISD,17,225,5,91,18,0,18,127,225,94,0,0,18
STATE,DISTRICT,2012-2013,224901,THROCKMORTON ISD,9,203,14,55,0,0,0,115,203,67,0,0,13
STATE,DISTRICT,2012-2013,224902,WOODSON ISD,9,110,6,37,-9999999,0,-9999999,68,110,37,0,0,15
STATE,DISTRICT,2012-2013,225902,MOUNT PLEASANT ISD,8,5548,248,1356,1956,1311,388,4688,3334,3708,-9999999,7,569
STATE,DISTRICT,2012-2013,225905,WINFIELD ISD,8,134,-9999999,0,80,0,80,123,134,101,0,0,9
STATE,DISTRICT,2012-2013,225906,CHAPEL HILL ISD,8,1008,110,307,136,0,135,476,1008,338,0,0,97
STATE,DISTRICT,2012-2013,225907,HARTS BLUFF ISD,8,471,26,0,115,0,113,303,469,199,0,0,24
STATE,DISTRICT,2012-2013,226801,TEXAS LEADERSHIP,15,960,0,84,10,0,10,406,960,337,0,0,71
STATE,DISTRICT,2012-2013,226901,CHRISTOVAL ISD,15,446,43,84,-9999999,0,-9999999,89,57,80,0,0,27
STATE,DISTRICT,2012-2013,226903,SAN ANGELO ISD,15,14758,568,2520,643,498,140,8712,11308,5734,51,-9999999,1565
STATE,DISTRICT,2012-2013,226905,WATER VALLEY ISD,15,302,22,103,-9999999,0,-9999999,137,289,61,0,-9999999,40
STATE,DISTRICT,2012-2013,226906,WALL ISD,15,1042,81,301,18,0,18,160,168,216,0,0,65
STATE,DISTRICT,2012-2013,226907,GRAPE CREEK ISD,15,1064,51,264,39,0,39,721,763,449,0,0,119
STATE,DISTRICT,2012-2013,226908,VERIBEST ISD,15,251,17,60,13,0,13,116,248,63,-9999999,0,29
STATE,DISTRICT,2012-2013,227801,AMERICAN YOUTHWORKS CHARTER SCHOOL,13,125,0,123,8,0,6,74,125,108,0,0,28
STATE,DISTRICT,2012-2013,227803,EDEN PARK ACADEMY,13,653,0,0,81,70,9,366,343,285,-9999999,0,37
STATE,DISTRICT,2012-2013,227804,NYOS CHARTER SCHOOL,13,843,0,104,131,0,131,316,419,297,-9999999,-9999999,80
STATE,DISTRICT,2012-2013,227805,TEXAS EMPOWERMENT ACADEMY,13,218,0,0,0,0,0,152,218,46,0,0,17
STATE,DISTRICT,2012-2013,227806,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,771,0,159,36,0,33,533,37,741,0,0,320
STATE,DISTRICT,2012-2013,227814,CHAPARRAL STAR ACADEMY,13,365,0,0,0,0,0,-9999999,0,18,0,0,10
STATE,DISTRICT,2012-2013,227816,HARMONY SCIENCE ACADEMY (AUSTIN),13,2960,175,0,520,0,500,1462,2242,704,0,0,147
STATE,DISTRICT,2012-2013,227817,CEDARS INTERNATIONAL ACADEMY,13,308,11,0,102,0,99,252,308,146,0,0,18
STATE,DISTRICT,2012-2013,227818,AUSTIN CAN ACADEMY CHARTER SCHOOL,13,390,0,27,90,0,89,336,390,369,0,0,50
STATE,DISTRICT,2012-2013,227819,UNIVERSITY OF TEXAS ELEMENTARY CHA,13,298,14,0,60,0,60,193,0,135,0,0,28
STATE,DISTRICT,2012-2013,227820,KIPP AUSTIN PUBLIC SCHOOLS INC,13,2081,0,0,962,429,484,1871,1852,1198,0,0,145
STATE,DISTRICT,2012-2013,227821,AUSTIN DISCOVERY SCHOOL,13,395,0,0,14,0,13,84,0,154,0,0,30
STATE,DISTRICT,2012-2013,227824,THE EAST AUSTIN COLLEGE PREP ACADE,13,717,0,0,172,0,172,649,716,281,0,0,75
STATE,DISTRICT,2012-2013,227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,13,118,0,0,43,0,43,111,0,49,0,0,9
STATE,DISTRICT,2012-2013,227901,AUSTIN ISD,13,86516,5807,18386,23686,16284,7567,54389,43098,46078,15,6,8776
STATE,DISTRICT,2012-2013,227904,PFLUGERVILLE ISD,13,23347,1800,5947,4544,2033,2460,12314,12656,11119,12,-9999999,2342
STATE,DISTRICT,2012-2013,227907,MANOR ISD,13,8087,531,1567,2498,1718,779,6417,4636,4633,-9999999,10,658
STATE,DISTRICT,2012-2013,227909,EANES ISD,13,7865,1006,1285,174,0,166,246,85,707,0,0,583
STATE,DISTRICT,2012-2013,227910,DEL VALLE ISD,13,11423,382,3212,3798,1963,1752,10090,8551,7526,-9999999,0,1036
STATE,DISTRICT,2012-2013,227912,LAGO VISTA ISD,13,1340,77,284,58,0,58,435,86,295,-9999999,-9999999,129
STATE,DISTRICT,2012-2013,227913,LAKE TRAVIS ISD,13,7809,942,1713,416,216,219,962,1062,1577,0,-9999999,547
STATE,DISTRICT,2012-2013,228901,GROVETON ISD,6,749,67,183,19,0,19,447,748,258,0,0,75
STATE,DISTRICT,2012-2013,228903,TRINITY ISD,6,1265,68,372,86,0,86,995,1265,675,0,-9999999,113
STATE,DISTRICT,2012-2013,228904,CENTERVILLE ISD,6,120,9,41,0,0,0,84,120,37,0,0,16
STATE,DISTRICT,2012-2013,228905,APPLE SPRINGS ISD,6,209,24,102,-9999999,0,0,129,209,67,0,0,28
STATE,DISTRICT,2012-2013,229901,COLMESNEIL ISD,5,418,8,156,-9999999,0,-9999999,232,418,139,0,0,39
STATE,DISTRICT,2012-2013,229903,WOODVILLE ISD,5,1318,48,322,22,0,22,875,1318,627,0,-9999999,180
STATE,DISTRICT,2012-2013,229904,WARREN ISD,5,1229,31,338,7,0,7,612,606,304,0,0,99
STATE,DISTRICT,2012-2013,229905,SPURGER ISD,5,422,14,98,0,0,0,242,422,138,0,0,48
STATE,DISTRICT,2012-2013,229906,CHESTER ISD,5,181,-9999999,41,-9999999,0,0,102,181,74,0,0,28
STATE,DISTRICT,2012-2013,230901,BIG SANDY ISD,7,716,45,173,16,0,16,487,716,296,0,0,85
STATE,DISTRICT,2012-2013,230902,GILMER ISD,7,2393,120,519,127,0,123,1480,2393,944,0,-9999999,197
STATE,DISTRICT,2012-2013,230903,ORE CITY ISD,7,847,45,212,50,0,50,555,844,346,0,0,94
STATE,DISTRICT,2012-2013,230904,UNION HILL ISD,7,284,20,107,20,0,19,181,284,125,0,0,14
STATE,DISTRICT,2012-2013,230905,HARMONY ISD,7,1099,81,385,55,0,55,553,1099,398,-9999999,0,78
STATE,DISTRICT,2012-2013,230906,NEW DIANA ISD,7,1025,79,276,36,0,35,385,491,289,0,0,69
STATE,DISTRICT,2012-2013,230908,UNION GROVE ISD,7,755,80,249,8,0,8,312,429,253,0,0,49
STATE,DISTRICT,2012-2013,231901,MCCAMEY ISD,18,536,39,96,20,0,16,271,536,188,0,0,37
STATE,DISTRICT,2012-2013,231902,RANKIN ISD,18,261,14,54,21,0,19,118,261,110,0,0,16
STATE,DISTRICT,2012-2013,232901,KNIPPA ISD,20,323,41,68,5,0,5,117,323,54,0,0,10
STATE,DISTRICT,2012-2013,232902,SABINAL ISD,20,521,35,140,24,0,24,337,521,179,0,0,45
STATE,DISTRICT,2012-2013,232903,UVALDE CISD,20,4896,460,1026,288,268,70,3975,4831,2773,0,0,602
STATE,DISTRICT,2012-2013,232904,UTOPIA ISD,20,214,7,67,11,0,9,93,214,54,0,0,19
STATE,DISTRICT,2012-2013,233901,SAN FELIPE-DEL RIO CISD,15,10431,880,2526,1648,1128,394,7669,10430,5183,27,0,840
STATE,DISTRICT,2012-2013,233903,COMSTOCK ISD,15,209,8,88,-9999999,0,-9999999,60,0,7,0,0,16
STATE,DISTRICT,2012-2013,234801,RANCH ACADEMY,7,100,0,51,0,0,0,47,37,99,0,0,35
STATE,DISTRICT,2012-2013,234902,CANTON ISD,10,2069,152,519,65,0,65,816,1479,628,-9999999,-9999999,150
STATE,DISTRICT,2012-2013,234903,EDGEWOOD ISD,7,900,81,274,16,0,16,421,417,223,-9999999,0,105
STATE,DISTRICT,2012-2013,234904,GRAND SALINE ISD,7,1090,68,311,105,0,105,690,1081,538,0,-9999999,100
STATE,DISTRICT,2012-2013,234905,MARTINS MILL ISD,7,483,30,166,34,0,34,242,483,195,0,-9999999,58
STATE,DISTRICT,2012-2013,234906,VAN ISD,7,2248,95,721,129,-9999999,121,1208,1238,758,0,0,221
STATE,DISTRICT,2012-2013,234907,WILLS POINT ISD,10,2527,141,739,141,0,140,1621,2527,1052,-9999999,-9999999,232
STATE,DISTRICT,2012-2013,234909,FRUITVALE ISD,7,407,55,169,10,0,10,293,407,190,0,-9999999,41
STATE,DISTRICT,2012-2013,235901,BLOOMINGTON ISD,3,906,44,244,111,0,107,598,901,466,0,0,88
STATE,DISTRICT,2012-2013,235902,VICTORIA ISD,3,14513,691,4082,560,173,369,9147,7112,5302,8,-9999999,1346
STATE,DISTRICT,2012-2013,235904,NURSERY ISD,3,103,17,0,8,0,8,56,103,41,0,0,9
STATE,DISTRICT,2012-2013,236801,RAVEN SCHOOL,6,100,0,99,0,0,0,100,100,100,0,0,28
STATE,DISTRICT,2012-2013,236901,NEW WAVERLY ISD,6,889,54,229,32,0,29,467,422,299,-9999999,-9999999,97
STATE,DISTRICT,2012-2013,236902,HUNTSVILLE ISD,6,6350,383,1547,736,342,367,4061,2806,2737,-9999999,8,563
STATE,DISTRICT,2012-2013,237902,HEMPSTEAD ISD,4,1544,123,361,325,152,141,1227,1525,875,0,0,151
STATE,DISTRICT,2012-2013,237904,WALLER ISD,4,5721,241,1252,1346,965,495,3731,5716,2897,-9999999,-9999999,430
STATE,DISTRICT,2012-2013,237905,ROYAL ISD,4,2089,89,659,630,505,98,1744,2089,1275,0,0,171
STATE,DISTRICT,2012-2013,238902,MONAHANS-WICKETT-PYOTE ISD,18,2151,84,467,136,109,25,995,2151,1124,0,0,226
STATE,DISTRICT,2012-2013,238904,GRANDFALLS-ROYALTY ISD,18,130,0,0,0,0,-9999999,79,130,34,0,0,15
STATE,DISTRICT,2012-2013,239901,BRENHAM ISD,6,4963,395,1521,554,13,532,2861,2069,2102,-9999999,0,647
STATE,DISTRICT,2012-2013,239903,BURTON ISD,6,366,22,90,18,0,17,184,206,129,-9999999,0,40
STATE,DISTRICT,2012-2013,240801,GATEWAY ACADEMY CHARTER DISTRICT,1,465,0,58,17,0,17,433,465,434,0,0,68
STATE,DISTRICT,2012-2013,240901,LAREDO ISD,1,24823,1702,5214,14576,10795,3687,24197,24823,18196,-9999999,-9999999,1912
STATE,DISTRICT,2012-2013,240903,UNITED ISD,1,42891,4842,15469,16868,14202,3712,31701,42891,26468,8,-9999999,3306
STATE,DISTRICT,2012-2013,240904,WEBB CISD,1,358,-9999999,171,27,0,26,229,358,127,0,0,30
STATE,DISTRICT,2012-2013,241901,BOLING ISD,3,1072,34,333,51,0,50,591,1072,394,0,0,72
STATE,DISTRICT,2012-2013,241902,EAST BERNARD ISD,3,960,47,264,61,0,61,336,366,258,0,0,64
STATE,DISTRICT,2012-2013,241903,EL CAMPO ISD,3,3546,420,841,359,38,316,2322,1784,1558,0,-9999999,263
STATE,DISTRICT,2012-2013,241904,WHARTON ISD,3,2137,120,506,202,137,62,1714,1611,947,0,0,180
STATE,DISTRICT,2012-2013,241906,LOUISE ISD,3,483,23,74,74,0,74,302,348,161,0,0,30
STATE,DISTRICT,2012-2013,242902,SHAMROCK ISD,16,429,0,104,20,0,24,249,428,118,0,0,43
STATE,DISTRICT,2012-2013,242903,WHEELER ISD,16,466,-9999999,148,115,0,115,203,466,205,0,0,37
STATE,DISTRICT,2012-2013,242905,KELTON ISD,16,140,0,29,7,0,7,60,0,48,0,0,10
STATE,DISTRICT,2012-2013,242906,FORT ELLIOTT CISD,16,136,5,38,-9999999,0,-9999999,27,0,33,0,0,22
STATE,DISTRICT,2012-2013,243801,BRIGHT IDEAS CHARTER,9,168,0,0,0,0,0,85,168,39,0,0,18
STATE,DISTRICT,2012-2013,243901,BURKBURNETT ISD,9,3414,150,694,42,0,42,1717,3414,1416,125,-9999999,371
STATE,DISTRICT,2012-2013,243902,ELECTRA ISD,9,440,37,101,-9999999,0,-9999999,289,319,220,0,-9999999,54
STATE,DISTRICT,2012-2013,243903,IOWA PARK CISD,9,1785,98,407,5,0,5,769,1785,545,-9999999,-9999999,164
STATE,DISTRICT,2012-2013,243905,WICHITA FALLS ISD,9,14680,606,2491,900,260,538,8436,11113,6889,19,-9999999,1841
STATE,DISTRICT,2012-2013,243906,CITY VIEW ISD,9,975,75,230,14,0,13,646,974,232,0,-9999999,96
STATE,DISTRICT,2012-2013,244901,HARROLD ISD,9,102,20,27,0,0,0,71,0,22,0,0,15
STATE,DISTRICT,2012-2013,244903,VERNON ISD,9,2168,148,326,144,0,143,1581,2164,1049,-9999999,0,219
STATE,DISTRICT,2012-2013,244905,NORTHSIDE ISD,9,175,10,61,-9999999,0,-9999999,69,175,56,0,0,10
STATE,DISTRICT,2012-2013,245901,LASARA ISD,1,502,23,109,75,0,74,423,502,295,0,0,25
STATE,DISTRICT,2012-2013,245902,LYFORD CISD,1,1593,88,427,163,125,30,1340,1593,843,0,0,121
STATE,DISTRICT,2012-2013,245903,RAYMONDVILLE ISD,1,2204,99,484,167,113,30,2053,2204,1211,0,-9999999,149
STATE,DISTRICT,2012-2013,245904,SAN PERLITA ISD,1,280,-9999999,73,37,0,34,197,280,111,0,0,24
STATE,DISTRICT,2012-2013,246801,MERIDIAN WORLD SCHOOL LLC,13,785,0,0,20,0,18,63,0,106,0,0,27
STATE,DISTRICT,2012-2013,246902,FLORENCE ISD,13,993,47,309,141,0,131,608,675,482,-9999999,-9999999,94
STATE,DISTRICT,2012-2013,246904,GEORGETOWN ISD,13,10370,820,2829,1217,522,648,4788,5488,3933,5,-9999999,954
STATE,DISTRICT,2012-2013,246905,GRANGER ISD,13,412,11,210,24,0,26,239,411,115,0,0,38
STATE,DISTRICT,2012-2013,246906,HUTTO ISD,13,5754,242,1144,494,237,125,2697,3059,2302,6,-9999999,465
STATE,DISTRICT,2012-2013,246907,JARRELL ISD,13,1080,46,250,151,67,73,665,484,464,-9999999,-9999999,95
STATE,DISTRICT,2012-2013,246908,LIBERTY HILL ISD,13,2851,144,733,80,0,79,811,185,773,-9999999,0,245
STATE,DISTRICT,2012-2013,246909,ROUND ROCK ISD,13,45749,3751,10600,3789,1900,2303,13610,8647,11692,14,13,3660
STATE,DISTRICT,2012-2013,246911,TAYLOR ISD,13,3190,185,765,436,284,136,2126,3182,1515,0,-9999999,346
STATE,DISTRICT,2012-2013,246912,THRALL ISD,13,626,53,188,15,0,14,252,280,184,0,0,53
STATE,DISTRICT,2012-2013,246913,LEANDER ISD,13,34381,6188,4643,1606,580,1022,7533,2788,9418,18,11,3225
STATE,DISTRICT,2012-2013,246914,COUPLAND ISD,13,106,-9999999,0,-9999999,0,-9999999,26,20,9,0,0,7
STATE,DISTRICT,2012-2013,247901,FLORESVILLE ISD,20,3823,150,1079,158,87,40,2045,1760,1749,-9999999,0,418
STATE,DISTRICT,2012-2013,247903,LA VERNIA ISD,20,3069,208,761,93,0,90,787,268,881,0,0,349
STATE,DISTRICT,2012-2013,247904,POTH ISD,20,817,60,197,31,0,31,308,382,219,0,-9999999,73
STATE,DISTRICT,2012-2013,247906,STOCKDALE ISD,20,826,58,180,20,0,21,441,818,237,0,-9999999,105
STATE,DISTRICT,2012-2013,248901,KERMIT ISD,18,1362,70,336,232,142,67,857,1362,845,0,-9999999,120
STATE,DISTRICT,2012-2013,248902,WINK-LOVING ISD,18,400,26,99,12,0,12,108,247,96,0,0,34
STATE,DISTRICT,2012-2013,249901,ALVORD ISD,11,704,75,189,24,0,24,236,335,243,-9999999,0,64
STATE,DISTRICT,2012-2013,249902,BOYD ISD,11,1161,52,319,54,0,54,620,628,460,0,0,108
STATE,DISTRICT,2012-2013,249903,BRIDGEPORT ISD,11,2205,67,543,427,308,116,1210,1582,1072,0,0,193
STATE,DISTRICT,2012-2013,249904,CHICO ISD,11,589,31,149,56,0,56,353,58,184,0,0,49
STATE,DISTRICT,2012-2013,249905,DECATUR ISD,11,3027,308,604,383,133,237,1389,1422,1127,-9999999,0,259
STATE,DISTRICT,2012-2013,249906,PARADISE ISD,11,1085,141,320,33,0,33,336,337,318,0,0,100
STATE,DISTRICT,2012-2013,249908,SLIDELL ISD,11,251,-9999999,91,14,0,13,132,251,102,0,0,23
STATE,DISTRICT,2012-2013,250902,HAWKINS ISD,7,769,40,216,10,0,10,470,769,242,0,0,81
STATE,DISTRICT,2012-2013,250903,MINEOLA ISD,7,1600,86,344,140,0,133,1008,1600,559,-9999999,0,137
STATE,DISTRICT,2012-2013,250904,QUITMAN ISD,7,1170,43,341,42,0,42,637,602,365,0,0,113
STATE,DISTRICT,2012-2013,250905,YANTIS ISD,7,380,18,118,50,0,48,233,380,158,0,0,22
STATE,DISTRICT,2012-2013,250906,ALBA-GOLDEN ISD,7,845,51,279,14,0,14,463,845,278,0,0,86
STATE,DISTRICT,2012-2013,250907,WINNSBORO ISD,7,1495,100,305,105,0,103,792,1495,624,0,0,138
STATE,DISTRICT,2012-2013,251901,DENVER CITY ISD,17,1691,68,433,285,213,66,844,886,766,0,0,104
STATE,DISTRICT,2012-2013,251902,PLAINS ISD,17,447,45,109,57,0,57,302,426,145,0,0,34
STATE,DISTRICT,2012-2013,252901,GRAHAM ISD,9,2579,87,645,232,69,153,1402,2564,1259,-9999999,-9999999,264
STATE,DISTRICT,2012-2013,252902,NEWCASTLE ISD,9,195,14,46,5,0,5,122,195,64,-9999999,0,21
STATE,DISTRICT,2012-2013,252903,OLNEY ISD,9,747,30,213,51,0,50,478,747,288,0,0,95
STATE,DISTRICT,2012-2013,253901,ZAPATA COUNTY ISD,1,3597,242,1193,944,749,139,2817,3596,1922,0,0,217
STATE,DISTRICT,2012-2013,254901,CRYSTAL CITY ISD,20,2073,87,457,112,64,36,1678,2073,1379,0,0,157
STATE,DISTRICT,2012-2013,254902,LA PRYOR ISD,20,483,32,107,51,0,49,414,483,323,0,0,49
,,,,,,,,,,,,,,,,,
'-999' and ranges (e.g. <10 and <20) indicate counts are not available (i.e. masked) to comply with the Family Educational Rights and Privacy Act (FERPA).,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Masked numbers are typically small although larger numbers may be masked to prevent imputation.,,,,,,,,,,,,,,,,,
