PEIMS DATA FOR SCHOOL YEAR 2015-2016
STUDENT COUNTS LESS THAN 5 BUT NOT 0 AND RELATED INFORMATION ARE MASKED WITH "-9999999" IN COMPLIANCE WITH FERPA.
"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Ethnicity Name","Enrollment by Ethnicity"
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"Asian",16
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"Hispanic",386
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"Native Hawaiian/Other or Pacific Islander",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"Two or More Races",19
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON M S",227901057,"White",181
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Black or African American",24
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Asian",36
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Hispanic",323
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"Two or More Races",47
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"White",359
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Black or African American",97
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Asian",16
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Hispanic",1094
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"Two or More Races",27
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"White",227
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Black or African American",37
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"American Indian or Alaska Native",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Asian",12
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Hispanic",237
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"Two or More Races",27
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"White",102
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"Black or African American",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"American Indian or Alaska Native",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"Asian",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"Hispanic",10
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"Two or More Races",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"White",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Black or African American",51
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Asian",107
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Hispanic",203
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Native Hawaiian/Other or Pacific Islander",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"Two or More Races",54
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"White",379
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Black or African American",33
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Asian",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Hispanic",290
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Native Hawaiian/Other or Pacific Islander",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"Two or More Races",6
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"White",45
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"Black or African American",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"American Indian or Alaska Native",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"Asian",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"Hispanic",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"Two or More Races",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"White",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"Black or African American",87
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"American Indian or Alaska Native",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"Asian",13
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"Hispanic",513
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"Two or More Races",7
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"White",14
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"Black or African American",33
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"Asian",7
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"Hispanic",222
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"Two or More Races",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"White",8
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Black or African American",23
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"American Indian or Alaska Native",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Asian",88
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Hispanic",124
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Native Hawaiian/Other or Pacific Islander",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"Two or More Races",28
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"White",620
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"Black or African American",88
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"Asian",8
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"Hispanic",433
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"Two or More Races",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"White",17
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"Black or African American",65
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"Asian",28
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"Hispanic",698
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"Two or More Races",24
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"White",188
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"Black or African American",25
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"American Indian or Alaska Native",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"Asian",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"Hispanic",520
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"Two or More Races",9
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"White",29
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"Black or African American",117
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"Asian",13
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"Hispanic",281
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"Two or More Races",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"White",11
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"Black or African American",12
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"American Indian or Alaska Native",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"Asian",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"Hispanic",84
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"Two or More Races",11
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"White",85
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"Black or African American",26
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"Asian",99
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"Hispanic",318
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"Two or More Races",55
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"White",841
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"Black or African American",65
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"American Indian or Alaska Native",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"Asian",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"Hispanic",415
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"Native Hawaiian/Other or Pacific Islander",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"Two or More Races",8
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"White",10
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"Black or African American",12
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"American Indian or Alaska Native",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"Asian",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"Hispanic",109
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"Two or More Races",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"White",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"Black or African American",9
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"American Indian or Alaska Native",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"Asian",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"Hispanic",110
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"Two or More Races",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"White",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"Black or African American",94
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"Asian",6
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"Hispanic",546
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"Native Hawaiian/Other or Pacific Islander",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"Two or More Races",13
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"White",35
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"Black or African American",22
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"Asian",18
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"Hispanic",604
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"Native Hawaiian/Other or Pacific Islander",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"Two or More Races",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"White",22
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"Black or African American",12
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"Asian",5
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"Hispanic",104
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"Native Hawaiian/Other or Pacific Islander",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"Two or More Races",18
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"White",433
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"Black or African American",59
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"Asian",36
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"Hispanic",510
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"Native Hawaiian/Other or Pacific Islander",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"Two or More Races",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"White",16
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"Black or African American",63
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"Asian",30
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"Hispanic",562
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"Two or More Races",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HART EL",227901163,"White",33
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"Black or African American",5
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"Asian",29
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"Hispanic",78
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"Native Hawaiian/Other or Pacific Islander",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"Two or More Races",31
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HIGHLAND PARK EL",227901119,"White",477
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"Black or African American",28
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"American Indian or Alaska Native",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"Asian",63
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"Hispanic",155
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"Native Hawaiian/Other or Pacific Islander",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"Two or More Races",68
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HILL EL",227901155,"White",655
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"Black or African American",58
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"Asian",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"Hispanic",634
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"Two or More Races",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HOUSTON EL",227901162,"White",8
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"Black or African American",14
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"American Indian or Alaska Native",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"Asian",16
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"Hispanic",253
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"Two or More Races",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"White",10
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"Black or African American",107
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"Asian",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"Hispanic",547
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"Native Hawaiian/Other or Pacific Islander",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"Two or More Races",8
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JORDAN EL",227901178,"White",11
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"Black or African American",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"American Indian or Alaska Native",0
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"Asian",11
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"Hispanic",187
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"Native Hawaiian/Other or Pacific Islander",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"Two or More Races",11
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"JOSLIN EL",227901120,"White",70
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"Black or African American",145
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"American Indian or Alaska Native",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"KEALING M S",227901044,"Asian",154
