Texas Education Agency

Total Enrollment Counts in Student Program and Special Populations Reports

PEIMS Data 2013-2014

"SCOPE","AGG_LEVEL","YEAR","DISTRICT NUMBER","DISTRICT NAME","REGION","TOTAL ENROLLMENT","TOTAL G & T STUDENTS","TOTAL CTE STUDENTS","TOTAL LEP STUDENTS","TOTAL BILINGUAL STUDENTS","TOTAL ESL STUDENTS","TOTAL ECONOMICALLY DISADVANTAGED STUDENTS","TOTAL TITLE I STUDENTS","TOTAL AT RISK STUDENTS","TOTAL MILITARY CONNECTED STUDENTS","TOTAL FOSTER CARE STUDENTS","TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES"
"STATE","DISTRICT","2013-2014",210903,"SHELBYVILLE ISD",07,833,24,232,44,0,44,510,833,491,-9999999,11,77
"STATE","DISTRICT","2013-2014",210904,"TENAHA ISD",07,579,57,180,122,0,122,495,579,397,0,0,75
"STATE","DISTRICT","2013-2014",210905,"TIMPSON ISD",07,628,16,136,36,0,36,454,628,349,0,-9999999,75
"STATE","DISTRICT","2013-2014",210906,"EXCELSIOR ISD",07,95,-9999999,6,-9999999,0,-9999999,60,95,38,0,0,18
"STATE","DISTRICT","2013-2014",211901,"TEXHOMA ISD",16,386,60,0,130,0,129,126,386,165,0,5,35
"STATE","DISTRICT","2013-2014",211902,"STRATFORD ISD",16,620,21,147,108,0,108,364,620,273,-9999999,0,47
"STATE","DISTRICT","2013-2014",212801,"CUMBERLAND ACADEMY",07,852,0,0,28,0,0,300,505,358,5,0,58
"STATE","DISTRICT","2013-2014",212803,"AZLEWAY CHARTER SCHOOL",07,162,0,97,0,0,0,156,162,162,0,28,81
"STATE","DISTRICT","2013-2014",212804,"UT TYLER INNOVATION ACADEMY",07,467,37,0,0,0,0,104,55,230,9,0,32
"STATE","DISTRICT","2013-2014",212901,"ARP ISD",07,881,61,244,18,0,17,470,881,314,-9999999,11,66
"STATE","DISTRICT","2013-2014",212902,"BULLARD ISD",07,2313,101,709,51,0,50,803,1279,865,-9999999,7,257
"STATE","DISTRICT","2013-2014",212903,"LINDALE ISD",07,3823,279,903,128,0,123,1750,3823,1227,54,26,365
"STATE","DISTRICT","2013-2014",212904,"TROUP ISD",07,1105,69,282,45,0,45,599,1105,725,7,0,91
"STATE","DISTRICT","2013-2014",212905,"TYLER ISD",07,18029,1762,4753,3898,2266,1256,12923,15813,11009,22,27,1353
"STATE","DISTRICT","2013-2014",212906,"WHITEHOUSE ISD",07,4586,351,1097,132,0,119,1747,1873,1753,62,29,402
"STATE","DISTRICT","2013-2014",212909,"CHAPEL HILL ISD",07,3492,163,1030,631,499,208,2488,2520,1917,10,10,244
"STATE","DISTRICT","2013-2014",212910,"WINONA ISD",07,1021,74,250,32,0,32,596,1021,455,0,-9999999,118
"STATE","DISTRICT","2013-2014",213801,"BRAZOS RIVER CHARTER SCHOOL",11,206,0,61,0,0,0,123,206,181,0,-9999999,29
"STATE","DISTRICT","2013-2014",213901,"GLEN ROSE ISD",11,1655,118,398,141,70,71,727,446,730,11,-9999999,110
"STATE","DISTRICT","2013-2014",214901,"RIO GRANDE CITY CISD",01,10910,1455,2836,6625,4725,1928,10502,10910,7762,-9999999,8,1046
"STATE","DISTRICT","2013-2014",214902,"SAN ISIDRO ISD",01,258,-9999999,71,36,0,35,220,257,131,0,0,27
"STATE","DISTRICT","2013-2014",214903,"ROMA ISD",01,6490,531,1414,4613,3036,1565,5918,6489,5406,0,0,296
"STATE","DISTRICT","2013-2014",215901,"BRECKENRIDGE ISD",14,1514,92,490,112,70,51,956,920,610,-9999999,-9999999,148
"STATE","DISTRICT","2013-2014",216901,"STERLING CITY ISD",15,314,15,72,11,0,12,143,35,124,0,-9999999,30
"STATE","DISTRICT","2013-2014",217901,"ASPERMONT ISD",14,241,8,83,5,0,5,135,131,77,0,-9999999,18
"STATE","DISTRICT","2013-2014",218901,"SONORA ISD",15,948,23,250,92,49,46,496,948,492,-9999999,11,98
"STATE","DISTRICT","2013-2014",219901,"HAPPY ISD",16,239,-9999999,97,7,0,7,98,239,89,0,-9999999,20
"STATE","DISTRICT","2013-2014",219903,"TULIA ISD",16,1111,47,283,75,0,75,855,1111,592,6,6,123
"STATE","DISTRICT","2013-2014",219905,"KRESS ISD",16,209,5,71,11,0,11,158,209,83,0,-9999999,22
"STATE","DISTRICT","2013-2014",220801,"TREETOPS SCHOOL INTERNATIONAL",11,343,0,0,0,0,-9999999,48,0,30,-9999999,0,23
"STATE","DISTRICT","2013-2014",220802,"ARLINGTON CLASSICS ACADEMY",11,1284,0,0,43,0,31,256,0,156,5,0,43
"STATE","DISTRICT","2013-2014",220809,"FORT WORTH ACADEMY OF FINE ARTS",11,523,63,0,-9999999,0,-9999999,74,0,14,-9999999,0,14
"STATE","DISTRICT","2013-2014",220810,"WESTLAKE ACADEMY CHARTER SCHOOL",11,696,0,0,-9999999,0,-9999999,0,0,39,0,0,29
"STATE","DISTRICT","2013-2014",220811,"EAST FORT WORTH MONTESSORI ACADEMY",11,532,28,0,179,0,178,437,532,307,0,-9999999,22
"STATE","DISTRICT","2013-2014",220812,"RICHARD MILBURN ACADEMY (FORT WORT",11,201,0,111,-9999999,0,-9999999,156,201,186,-9999999,0,23
"STATE","DISTRICT","2013-2014",220813,"HARMONY SCIENCE ACAD (FORT WORTH)",11,3653,354,331,538,0,488,1830,3653,1230,0,0,145
"STATE","DISTRICT","2013-2014",220814,"TEXAS SCHOOL OF THE ARTS",11,329,21,0,-9999999,0,-9999999,39,0,18,10,0,22
"STATE","DISTRICT","2013-2014",220815,"CHAPEL HILL ACADEMY",11,502,34,0,26,0,26,312,502,154,12,-9999999,40
"STATE","DISTRICT","2013-2014",220816,"UPLIFT EDUCATION-SUMMIT INTERNATIO",11,2379,0,402,630,0,590,1785,2379,1181,9,0,143
"STATE","DISTRICT","2013-2014",220817,"NEWMAN INTERNATIONAL ACADEMY OF AR",11,719,33,129,44,0,40,338,692,67,8,5,45
"STATE","DISTRICT","2013-2014",220818,"PRIME PREP ACADEMY",11,606,0,24,0,0,0,409,69,158,0,0,25
"STATE","DISTRICT","2013-2014",220901,"ARLINGTON ISD",11,64688,4020,13875,16777,5834,10716,44260,36641,40323,191,71,5277
"STATE","DISTRICT","2013-2014",220902,"BIRDVILLE ISD",11,24326,2526,6263,4364,1741,2691,13727,12987,11692,71,54,2365
"STATE","DISTRICT","2013-2014",220904,"EVERMAN ISD",11,5515,194,971,1352,1037,404,4734,4338,4201,-9999999,8,436
"STATE","DISTRICT","2013-2014",220905,"FORT WORTH ISD",11,84588,7138,16234,25810,16144,8479,65246,80462,51973,386,0,6466
"STATE","DISTRICT","2013-2014",220906,"GRAPEVINE-COLLEYVILLE ISD",11,13523,2458,3427,1172,896,515,3031,5065,3844,41,7,1015
"STATE","DISTRICT","2013-2014",220907,"KELLER ISD",11,33763,3855,6956,2128,748,1302,7942,5068,10427,487,111,2805
"STATE","DISTRICT","2013-2014",220908,"MANSFIELD ISD",11,32779,2278,7909,3534,507,2987,12493,12642,11619,321,86,2749
"STATE","DISTRICT","2013-2014",220910,"LAKE WORTH ISD",11,3226,174,1028,605,311,273,2476,3226,1967,41,10,304
"STATE","DISTRICT","2013-2014",220912,"CROWLEY ISD",11,15080,1070,4490,1835,830,1014,9434,5496,7901,65,65,1385
"STATE","DISTRICT","2013-2014",220914,"KENNEDALE ISD",11,3189,242,859,195,82,119,1340,3189,1151,-9999999,13,260
"STATE","DISTRICT","2013-2014",220915,"AZLE ISD",11,5988,463,1677,233,122,110,2821,2903,2266,90,19,505
"STATE","DISTRICT","2013-2014",220916,"HURST-EULESS-BEDFORD ISD",11,22180,1467,4252,2747,740,1828,11787,10057,9561,58,14,1938
"STATE","DISTRICT","2013-2014",220917,"CASTLEBERRY ISD",11,3943,230,672,1206,603,596,3423,3943,2659,15,-9999999,285
"STATE","DISTRICT","2013-2014",220918,"EAGLE MT-SAGINAW ISD",11,18197,1209,4083,1458,628,843,7334,4086,7643,218,18,1508
"STATE","DISTRICT","2013-2014",220919,"CARROLL ISD",11,7812,1794,1381,92,0,90,166,54,765,46,5,614
"STATE","DISTRICT","2013-2014",220920,"WHITE SETTLEMENT ISD",11,6562,321,1607,605,537,252,3509,6228,3280,109,14,649
"STATE","DISTRICT","2013-2014",221801,"TEXAS COLLEGE PREPARATORY ACADEMIE",14,12522,0,242,538,0,538,5241,7805,3441,173,31,1013
"STATE","DISTRICT","2013-2014",221901,"ABILENE ISD",14,17329,971,4444,690,142,527,11324,6753,5823,1345,38,1860
"STATE","DISTRICT","2013-2014",221904,"MERKEL ISD",14,1180,73,298,20,0,19,676,539,509,14,6,140
"STATE","DISTRICT","2013-2014",221905,"TRENT ISD",14,177,-9999999,51,-9999999,0,-9999999,73,177,50,0,0,11
"STATE","DISTRICT","2013-2014",221911,"JIM NED CISD",14,1052,72,344,-9999999,0,-9999999,308,271,280,14,-9999999,77
"STATE","DISTRICT","2013-2014",221912,"WYLIE ISD",14,3832,144,875,24,0,24,586,198,825,607,9,255
"STATE","DISTRICT","2013-2014",222901,"TERRELL COUNTY ISD",18,140,-9999999,46,-9999999,0,-9999999,42,140,20,0,0,10
"STATE","DISTRICT","2013-2014",223901,"BROWNFIELD ISD",17,1792,102,663,133,0,129,1314,1792,927,0,0,129
"STATE","DISTRICT","2013-2014",223902,"MEADOW ISD",17,325,17,138,15,0,15,238,325,161,-9999999,17,21
"STATE","DISTRICT","2013-2014",223904,"WELLMAN-UNION CISD",17,248,16,82,32,0,31,140,248,130,-9999999,-9999999,24
"STATE","DISTRICT","2013-2014",224901,"THROCKMORTON ISD",09,197,11,75,0,0,0,100,197,106,0,0,13
"STATE","DISTRICT","2013-2014",224902,"WOODSON ISD",09,92,-9999999,28,-9999999,0,-9999999,59,92,41,0,0,11
"STATE","DISTRICT","2013-2014",225902,"MOUNT PLEASANT ISD",08,5447,254,1350,1973,1309,417,4587,3376,3833,-9999999,14,544
"STATE","DISTRICT","2013-2014",225905,"WINFIELD ISD",08,157,-9999999,0,85,0,85,147,157,128,0,0,11
"STATE","DISTRICT","2013-2014",225906,"CHAPEL HILL ISD",08,1004,116,301,133,0,131,499,1002,383,0,-9999999,94
"STATE","DISTRICT","2013-2014",225907,"HARTS BLUFF ISD",08,497,24,0,136,17,118,304,497,233,0,0,20
"STATE","DISTRICT","2013-2014",226801,"TEXAS LEADERSHIP",15,1165,0,159,20,0,19,502,1005,530,66,6,78
"STATE","DISTRICT","2013-2014",226901,"CHRISTOVAL ISD",15,472,36,91,-9999999,0,-9999999,88,56,113,7,0,26
"STATE","DISTRICT","2013-2014",226903,"SAN ANGELO ISD",15,15009,565,2635,701,508,189,8729,11384,7595,662,-9999999,1489
"STATE","DISTRICT","2013-2014",226905,"WATER VALLEY ISD",15,287,17,104,-9999999,0,-9999999,145,277,91,0,0,39
"STATE","DISTRICT","2013-2014",226906,"WALL ISD",15,1092,81,344,17,0,17,140,175,239,17,8,60
"STATE","DISTRICT","2013-2014",226907,"GRAPE CREEK ISD",15,1054,48,253,48,0,48,668,758,562,-9999999,19,124
"STATE","DISTRICT","2013-2014",226908,"VERIBEST ISD",15,272,17,87,11,0,11,130,267,95,-9999999,0,34
"STATE","DISTRICT","2013-2014",227801,"AMERICAN YOUTHWORKS CHARTER SCHOOL",13,170,0,159,9,0,6,104,169,152,0,0,33
"STATE","DISTRICT","2013-2014",227803,"WAYSIDE SCHOOLS",13,1111,0,35,269,96,172,600,382,556,-9999999,0,71
"STATE","DISTRICT","2013-2014",227804,"NYOS CHARTER SCHOOL",13,872,-9999999,151,143,0,145,369,413,401,7,0,69
"STATE","DISTRICT","2013-2014",227805,"TEXAS EMPOWERMENT ACADEMY",13,237,0,0,0,0,0,187,237,98,0,0,16
"STATE","DISTRICT","2013-2014",227806,"UNIVERSITY OF TEXAS UNIVERSITY CHA",13,638,0,152,33,0,31,395,74,574,-9999999,114,220
"STATE","DISTRICT","2013-2014",227814,"CHAPARRAL STAR ACADEMY",13,360,0,41,0,0,0,-9999999,0,31,0,0,6
"STATE","DISTRICT","2013-2014",227816,"HARMONY SCIENCE ACADEMY (AUSTIN)",13,3070,201,197,650,0,622,1579,2266,1245,0,0,167
"STATE","DISTRICT","2013-2014",227817,"CEDARS INTERNATIONAL ACADEMY",13,353,13,0,120,0,119,330,353,175,0,0,17
"STATE","DISTRICT","2013-2014",227819,"UNIVERSITY OF TEXAS ELEMENTARY CHA",13,305,14,0,66,0,61,153,0,179,6,-9999999,24
"STATE","DISTRICT","2013-2014",227820,"KIPP AUSTIN PUBLIC SCHOOLS INC",13,3099,0,0,1556,875,673,2823,1759,1896,0,0,206
"STATE","DISTRICT","2013-2014",227821,"AUSTIN DISCOVERY SCHOOL",13,374,0,0,9,0,8,77,0,109,-9999999,-9999999,31
"STATE","DISTRICT","2013-2014",227824,"THE EAST AUSTIN COLLEGE PREP ACADE",13,854,0,0,227,0,227,801,0,570,0,-9999999,104
"STATE","DISTRICT","2013-2014",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS",13,278,0,0,139,0,139,84,278,150,0,0,19
"STATE","DISTRICT","2013-2014",227901,"AUSTIN ISD",13,85372,6080,18836,22989,16168,7461,52140,41817,47690,167,77,8610
"STATE","DISTRICT","2013-2014",227904,"PFLUGERVILLE ISD",13,23543,1843,6159,4647,2145,2496,12643,12635,11571,330,49,2361
"STATE","DISTRICT","2013-2014",227907,"MANOR ISD",13,8657,540,1992,2732,1728,994,6750,4909,4830,31,21,649
"STATE","DISTRICT","2013-2014",227909,"EANES ISD",13,8005,1065,1277,180,0,168,245,97,932,22,0,601
"STATE","DISTRICT","2013-2014",227910,"DEL VALLE ISD",13,11684,374,3562,3880,1942,1823,9957,8754,8404,39,35,1110
"STATE","DISTRICT","2013-2014",227912,"LAGO VISTA ISD",13,1387,81,334,60,0,59,417,98,413,19,-9999999,145
"STATE","DISTRICT","2013-2014",227913,"LAKE TRAVIS ISD",13,8257,1040,1894,447,232,219,1038,318,1976,41,25,592
"STATE","DISTRICT","2013-2014",228901,"GROVETON ISD",06,719,64,191,22,0,22,451,719,304,-9999999,6,65
"STATE","DISTRICT","2013-2014",228903,"TRINITY ISD",06,1228,61,277,97,0,96,908,921,767,-9999999,-9999999,103
"STATE","DISTRICT","2013-2014",228904,"CENTERVILLE ISD",06,110,7,39,0,0,0,68,110,36,-9999999,-9999999,14
"STATE","DISTRICT","2013-2014",228905,"APPLE SPRINGS ISD",06,194,25,78,-9999999,0,0,102,194,44,0,0,27
"STATE","DISTRICT","2013-2014",229901,"COLMESNEIL ISD",05,416,7,129,-9999999,0,-9999999,238,416,170,0,0,47
"STATE","DISTRICT","2013-2014",229903,"WOODVILLE ISD",05,1329,41,357,30,0,30,913,1329,693,10,35,197
"STATE","DISTRICT","2013-2014",229904,"WARREN ISD",05,1252,36,348,6,0,6,583,882,387,0,0,98
"STATE","DISTRICT","2013-2014",229905,"SPURGER ISD",05,393,11,107,0,0,0,234,393,176,-9999999,0,44
"STATE","DISTRICT","2013-2014",229906,"CHESTER ISD",05,178,6,44,-9999999,0,0,94,178,73,0,0,24
"STATE","DISTRICT","2013-2014",230901,"BIG SANDY ISD",07,704,48,184,13,0,13,464,704,335,0,-9999999,68
"STATE","DISTRICT","2013-2014",230902,"GILMER ISD",07,2467,123,572,146,0,141,1642,2467,936,7,10,197
"STATE","DISTRICT","2013-2014",230903,"ORE CITY ISD",07,843,38,204,41,0,41,565,843,416,0,0,81
"STATE","DISTRICT","2013-2014",230904,"UNION HILL ISD",07,314,20,112,14,0,13,200,314,156,0,-9999999,19
"STATE","DISTRICT","2013-2014",230905,"HARMONY ISD",07,1041,79,362,56,0,56,529,724,388,7,5,69
"STATE","DISTRICT","2013-2014",230906,"NEW DIANA ISD",07,992,82,265,22,0,22,384,481,366,8,7,59
"STATE","DISTRICT","2013-2014",230908,"UNION GROVE ISD",07,769,77,221,12,0,12,336,439,308,6,7,42
"STATE","DISTRICT","2013-2014",231901,"MCCAMEY ISD",18,546,34,119,31,0,28,278,546,284,0,0,39
"STATE","DISTRICT","2013-2014",231902,"RANKIN ISD",18,261,12,54,23,0,22,124,261,135,0,-9999999,13
"STATE","DISTRICT","2013-2014",232901,"KNIPPA ISD",20,372,55,108,5,0,5,122,372,48,0,0,7
"STATE","DISTRICT","2013-2014",232902,"SABINAL ISD",20,532,37,137,26,0,26,352,532,176,0,0,50
"STATE","DISTRICT","2013-2014",232903,"UVALDE CISD",20,4883,461,1129,287,173,100,3994,4883,2916,0,-9999999,592
"STATE","DISTRICT","2013-2014",232904,"UTOPIA ISD",20,213,8,74,14,0,13,95,213,58,0,-9999999,20
"STATE","DISTRICT","2013-2014",233901,"SAN FELIPE-DEL RIO CISD",15,10671,893,2728,1757,1372,480,8086,10671,5088,22,-9999999,848
"STATE","DISTRICT","2013-2014",233903,"COMSTOCK ISD",15,193,7,62,-9999999,0,-9999999,65,24,9,0,0,17
"STATE","DISTRICT","2013-2014",234801,"RANCH ACADEMY",07,95,0,45,0,0,0,58,36,84,0,0,37
"STATE","DISTRICT","2013-2014",234902,"CANTON ISD",10,2068,150,484,57,0,56,836,975,743,-9999999,11,141
"STATE","DISTRICT","2013-2014",234903,"EDGEWOOD ISD",07,928,94,301,20,0,20,450,396,291,-9999999,6,117
"STATE","DISTRICT","2013-2014",234904,"GRAND SALINE ISD",07,1086,64,313,109,0,109,691,1076,586,6,26,98
"STATE","DISTRICT","2013-2014",234905,"MARTINS MILL ISD",07,490,29,169,40,0,40,221,490,214,0,-9999999,53
"STATE","DISTRICT","2013-2014",234906,"VAN ISD",07,2323,138,713,127,0,122,1253,1247,951,0,0,240
"STATE","DISTRICT","2013-2014",234907,"WILLS POINT ISD",10,2459,131,685,145,0,134,1646,995,1187,-9999999,13,229
"STATE","DISTRICT","2013-2014",234909,"FRUITVALE ISD",07,405,58,145,9,0,9,294,405,293,-9999999,15,46
"STATE","DISTRICT","2013-2014",235901,"BLOOMINGTON ISD",03,921,48,235,129,0,123,753,917,577,-9999999,-9999999,96
"STATE","DISTRICT","2013-2014",235902,"VICTORIA ISD",03,14543,585,3949,613,179,409,9082,7239,6267,141,24,1319
"STATE","DISTRICT","2013-2014",235904,"NURSERY ISD",03,106,11,0,7,0,7,56,106,49,-9999999,-9999999,9
"STATE","DISTRICT","2013-2014",236801,"RAVEN SCHOOL",06,79,0,79,-9999999,0,-9999999,79,79,79,0,17,16
"STATE","DISTRICT","2013-2014",236901,"NEW WAVERLY ISD",06,904,50,232,30,0,28,476,410,356,9,-9999999,94
"STATE","DISTRICT","2013-2014",236902,"HUNTSVILLE ISD",06,6501,349,1452,781,378,360,4157,2855,3222,70,15,572
"STATE","DISTRICT","2013-2014",237902,"HEMPSTEAD ISD",04,1562,141,389,360,182,137,1205,1551,1043,5,-9999999,135
"STATE","DISTRICT","2013-2014",237904,"WALLER ISD",04,5909,276,1254,1445,700,681,3792,5909,3213,9,12,393
"STATE","DISTRICT","2013-2014",237905,"ROYAL ISD",04,2182,75,668,745,578,142,1795,2182,1482,0,-9999999,187
"STATE","DISTRICT","2013-2014",238902,"MONAHANS-WICKETT-PYOTE ISD",18,2208,92,475,158,122,29,1117,2208,1241,0,0,216
"STATE","DISTRICT","2013-2014",238904,"GRANDFALLS-ROYALTY ISD",18,136,0,33,0,0,0,77,136,45,0,0,14
"STATE","DISTRICT","2013-2014",239901,"BRENHAM ISD",06,4892,359,1399,585,27,548,2726,2048,2262,9,-9999999,579
"STATE","DISTRICT","2013-2014",239903,"BURTON ISD",06,363,21,97,20,0,19,179,200,123,0,-9999999,47
"STATE","DISTRICT","2013-2014",240801,"GATEWAY ACADEMY CHARTER DISTRICT",01,413,0,116,24,0,24,390,413,401,6,0,57
"STATE","DISTRICT","2013-2014",240901,"LAREDO ISD",01,24955,1529,5140,14574,10570,3962,24374,24955,18399,13,-9999999,1957
"STATE","DISTRICT","2013-2014",240903,"UNITED ISD",01,43575,5525,12751,16975,13363,4851,31960,42587,27777,145,99,3294
"STATE","DISTRICT","2013-2014",240904,"WEBB CISD",01,334,-9999999,90,22,0,21,217,334,102,0,0,27
"STATE","DISTRICT","2013-2014",241901,"BOLING ISD",03,1092,39,300,59,0,58,581,1092,447,-9999999,5,79
"STATE","DISTRICT","2013-2014",241902,"EAST BERNARD ISD",03,959,56,294,54,0,54,318,357,287,6,0,55
"STATE","DISTRICT","2013-2014",241903,"EL CAMPO ISD",03,3593,411,795,388,15,369,2335,1796,1809,-9999999,-9999999,275
"STATE","DISTRICT","2013-2014",241904,"WHARTON ISD",03,2161,111,485,217,148,63,1745,1620,1178,-9999999,0,167
"STATE","DISTRICT","2013-2014",241906,"LOUISE ISD",03,489,23,102,73,0,73,293,356,189,0,-9999999,22
"STATE","DISTRICT","2013-2014",242902,"SHAMROCK ISD",16,435,0,107,18,0,20,248,435,194,0,0,46
"STATE","DISTRICT","2013-2014",242903,"WHEELER ISD",16,473,-9999999,153,119,0,119,254,473,264,-9999999,-9999999,49
"STATE","DISTRICT","2013-2014",242905,"KELTON ISD",16,132,0,27,7,0,7,72,0,59,0,-9999999,10
"STATE","DISTRICT","2013-2014",242906,"FORT ELLIOTT CISD",16,147,5,44,0,0,0,24,0,32,0,0,20
"STATE","DISTRICT","2013-2014",243801,"BRIGHT IDEAS CHARTER",09,159,0,-9999999,0,0,0,97,159,47,-9999999,-9999999,16
"STATE","DISTRICT","2013-2014",243901,"BURKBURNETT ISD",09,3450,154,697,51,0,51,1710,3450,1580,682,14,340
"STATE","DISTRICT","2013-2014",243902,"ELECTRA ISD",09,440,33,122,-9999999,0,-9999999,287,268,243,-9999999,0,47
"STATE","DISTRICT","2013-2014",243903,"IOWA PARK CISD",09,1778,103,425,6,0,6,771,1778,639,38,0,174
"STATE","DISTRICT","2013-2014",243905,"WICHITA FALLS ISD",09,14590,585,2630,918,214,576,9543,11192,7627,1058,-9999999,1812
"STATE","DISTRICT","2013-2014",243906,"CITY VIEW ISD",09,987,78,240,14,0,14,636,987,411,16,-9999999,116
"STATE","DISTRICT","2013-2014",244901,"HARROLD ISD",09,120,18,30,0,0,0,78,0,46,0,0,18
"STATE","DISTRICT","2013-2014",244903,"VERNON ISD",09,2103,138,276,143,0,141,1503,2103,1016,9,7,203
"STATE","DISTRICT","2013-2014",244905,"NORTHSIDE ISD",09,174,-9999999,56,-9999999,0,-9999999,86,174,61,0,0,11
"STATE","DISTRICT","2013-2014",245901,"LASARA ISD",01,488,34,98,65,0,62,415,488,287,8,0,23
"STATE","DISTRICT","2013-2014",245902,"LYFORD CISD",01,1587,88,450,164,118,38,1341,1587,806,13,-9999999,122
"STATE","DISTRICT","2013-2014",245903,"RAYMONDVILLE ISD",01,2155,93,401,172,113,36,2005,2155,1434,9,7,140
"STATE","DISTRICT","2013-2014",245904,"SAN PERLITA ISD",01,276,-9999999,102,22,0,21,190,276,123,0,0,27
"STATE","DISTRICT","2013-2014",246801,"MERIDIAN WORLD SCHOOL LLC",13,975,0,0,27,0,25,82,0,107,16,0,39
"STATE","DISTRICT","2013-2014",246902,"FLORENCE ISD",13,981,52,323,161,0,152,572,672,609,28,9,97
"STATE","DISTRICT","2013-2014",246904,"GEORGETOWN ISD",13,10554,882,2735,1284,446,801,4880,3398,4538,127,23,920
"STATE","DISTRICT","2013-2014",246905,"GRANGER ISD",13,421,6,185,25,0,31,239,420,111,-9999999,0,39
"STATE","DISTRICT","2013-2014",246906,"HUTTO ISD",13,5926,240,1298,569,279,175,2683,4375,2223,145,21,504
"STATE","DISTRICT","2013-2014",246907,"JARRELL ISD",13,1140,47,281,172,86,77,711,509,586,30,0,105
"STATE","DISTRICT","2013-2014",246908,"LIBERTY HILL ISD",13,2977,144,776,87,0,87,757,186,1021,72,28,237
"STATE","DISTRICT","2013-2014",246909,"ROUND ROCK ISD",13,46666,3930,11883,3950,2013,2392,13565,9164,15413,35,34,3860
"STATE","DISTRICT","2013-2014",246911,"TAYLOR ISD",13,3256,193,715,440,268,162,2139,3244,1760,33,9,370
"STATE","DISTRICT","2013-2014",246912,"THRALL ISD",13,652,54,193,15,0,14,255,296,219,11,11,56
"STATE","DISTRICT","2013-2014",246913,"LEANDER ISD",13,35450,6729,5295,1702,617,1077,6690,2734,12398,167,91,3339
"STATE","DISTRICT","2013-2014",246914,"COUPLAND ISD",13,105,8,0,-9999999,0,-9999999,34,0,23,0,0,5
"STATE","DISTRICT","2013-2014",247901,"FLORESVILLE ISD",20,3816,152,1045,154,88,30,2153,1745,1989,31,37,421
"STATE","DISTRICT","2013-2014",247903,"LA VERNIA ISD",20,3120,199,751,91,0,87,787,225,987,77,6,321
"STATE","DISTRICT","2013-2014",247904,"POTH ISD",20,852,57,216,37,0,36,335,395,292,-9999999,5,71
"STATE","DISTRICT","2013-2014",247906,"STOCKDALE ISD",20,810,56,198,22,0,22,410,383,382,9,11,112
"STATE","DISTRICT","2013-2014",248901,"KERMIT ISD",18,1438,65,374,260,158,83,958,1438,983,0,0,119
"STATE","DISTRICT","2013-2014",248902,"WINK-LOVING ISD",18,403,18,106,16,0,16,148,254,101,0,0,31
"STATE","DISTRICT","2013-2014",249901,"ALVORD ISD",11,703,69,200,30,0,30,201,346,358,0,0,57
"STATE","DISTRICT","2013-2014",249902,"BOYD ISD",11,1155,53,270,38,0,34,622,400,578,-9999999,0,95
"STATE","DISTRICT","2013-2014",249903,"BRIDGEPORT ISD",11,2126,83,475,447,311,131,1107,1503,1129,0,7,172
"STATE","DISTRICT","2013-2014",249904,"CHICO ISD",11,600,26,147,53,0,51,321,111,230,-9999999,-9999999,50
"STATE","DISTRICT","2013-2014",249905,"DECATUR ISD",11,2982,298,689,396,135,248,1346,1371,1221,11,6,238
"STATE","DISTRICT","2013-2014",249906,"PARADISE ISD",11,1103,127,319,33,0,36,350,374,447,12,-9999999,121
"STATE","DISTRICT","2013-2014",249908,"SLIDELL ISD",11,234,7,55,18,0,17,131,234,100,0,5,23
"STATE","DISTRICT","2013-2014",250902,"HAWKINS ISD",07,741,35,232,8,0,8,447,741,305,6,5,76
"STATE","DISTRICT","2013-2014",250903,"MINEOLA ISD",07,1609,73,370,148,0,141,993,1609,576,-9999999,6,117
"STATE","DISTRICT","2013-2014",250904,"QUITMAN ISD",07,1130,38,326,48,0,48,669,1129,428,5,8,111
"STATE","DISTRICT","2013-2014",250905,"YANTIS ISD",07,370,22,104,44,0,45,215,370,164,0,0,22
"STATE","DISTRICT","2013-2014",250906,"ALBA-GOLDEN ISD",07,843,48,275,16,0,16,451,843,351,-9999999,6,84
"STATE","DISTRICT","2013-2014",250907,"WINNSBORO ISD",07,1501,74,321,103,0,101,800,1496,588,9,10,117
"STATE","DISTRICT","2013-2014",251901,"DENVER CITY ISD",17,1721,62,484,313,236,69,841,914,788,6,-9999999,104
"STATE","DISTRICT","2013-2014",251902,"PLAINS ISD",17,466,51,110,52,0,52,307,466,216,0,0,38
"STATE","DISTRICT","2013-2014",252901,"GRAHAM ISD",09,2578,73,664,264,82,171,1448,2576,1410,0,-9999999,257
"STATE","DISTRICT","2013-2014",252902,"NEWCASTLE ISD",09,211,12,79,5,0,5,107,211,81,0,0,23
"STATE","DISTRICT","2013-2014",252903,"OLNEY ISD",09,719,26,241,44,0,44,460,718,337,0,-9999999,88
"STATE","DISTRICT","2013-2014",253901,"ZAPATA COUNTY ISD",01,3621,248,1147,922,743,135,2870,3616,2144,-9999999,14,236
"STATE","DISTRICT","2013-2014",254901,"CRYSTAL CITY ISD",20,2068,86,476,104,54,39,1774,2068,1397,0,-9999999,165
"STATE","DISTRICT","2013-2014",254902,"LA PRYOR ISD",20,478,28,102,37,0,36,403,478,339,-9999999,0,51

