PEIMS DATA FOR SCHOOL YEAR 2016-2017
STUDENT COUNTS LESS THAN 5 BUT NOT 0 AND RELATED INFORMATION ARE MASKED WITH "-9999999" IN COMPLIANCE WITH FERPA.
"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Grade Group","Ethnicity Name","Enrollment by Ethnicity"
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN H S",227901002,"HIGH SCHOOL","Hispanic",958
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN H S",227901002,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN H S",227901002,"HIGH SCHOOL","Two or More Races",61
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN H S",227901002,"HIGH SCHOOL","White",987
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ISD CHILD DEVELOPMENT CENTE",227901194,"ELEMENTARY","Black or African American",19
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ISD CHILD DEVELOPMENT CENTE",227901194,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ISD CHILD DEVELOPMENT CENTE",227901194,"ELEMENTARY","Asian",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ISD CHILD DEVELOPMENT CENTE",227901194,"ELEMENTARY","Hispanic",48
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ISD CHILD DEVELOPMENT CENTE",227901194,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ISD CHILD DEVELOPMENT CENTE",227901194,"ELEMENTARY","Two or More Races",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ISD CHILD DEVELOPMENT CENTE",227901194,"ELEMENTARY","White",10
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ST HOSPITAL",227901250,"ELEMENTARY / SECONDARY","Black or African American",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ST HOSPITAL",227901250,"ELEMENTARY / SECONDARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ST HOSPITAL",227901250,"ELEMENTARY / SECONDARY","Asian",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ST HOSPITAL",227901250,"ELEMENTARY / SECONDARY","Hispanic",5
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ST HOSPITAL",227901250,"ELEMENTARY / SECONDARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ST HOSPITAL",227901250,"ELEMENTARY / SECONDARY","Two or More Races",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ST HOSPITAL",227901250,"ELEMENTARY / SECONDARY","White",15
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"MIDDLE SCHOOL","Black or African American",29
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"MIDDLE SCHOOL","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"MIDDLE SCHOOL","Asian",31
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"MIDDLE SCHOOL","Hispanic",436
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"MIDDLE SCHOOL","Two or More Races",37
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"MIDDLE SCHOOL","White",363
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"ELEMENTARY","Black or African American",13
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"ELEMENTARY","Asian",73
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"ELEMENTARY","Hispanic",191
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"ELEMENTARY","Two or More Races",40
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"ELEMENTARY","White",476
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"ELEMENTARY","Black or African American",27
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"ELEMENTARY","Asian",54
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"ELEMENTARY","Hispanic",324
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"ELEMENTARY","Two or More Races",50
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"ELEMENTARY","White",561
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"ELEMENTARY","Black or African American",50
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"ELEMENTARY","Asian",8
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"ELEMENTARY","Hispanic",464
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"ELEMENTARY","Two or More Races",7
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"ELEMENTARY","White",13
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"ELEMENTARY","Black or African American",8
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"ELEMENTARY","Asian",7
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"ELEMENTARY","Hispanic",105
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"ELEMENTARY","Two or More Races",25
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"ELEMENTARY","White",282
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"ELEMENTARY","Black or African American",25
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"ELEMENTARY","Asian",9
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"ELEMENTARY","Hispanic",236
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"ELEMENTARY","Two or More Races",7
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"ELEMENTARY","White",154
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK MIDDLE",227901054,"MIDDLE SCHOOL","Black or African American",46
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK MIDDLE",227901054,"MIDDLE SCHOOL","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK MIDDLE",227901054,"MIDDLE SCHOOL","Asian",5
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK MIDDLE",227901054,"MIDDLE SCHOOL","Hispanic",754
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK MIDDLE",227901054,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK MIDDLE",227901054,"MIDDLE SCHOOL","Two or More Races",12
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK MIDDLE",227901054,"MIDDLE SCHOOL","White",66
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"ELEMENTARY","Black or African American",95
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"ELEMENTARY","Asian",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"ELEMENTARY","Hispanic",212
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"ELEMENTARY","Two or More Races",18
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"ELEMENTARY","White",50
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"ELEMENTARY","Black or African American",44
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"ELEMENTARY","Asian",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"ELEMENTARY","Hispanic",363
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"ELEMENTARY","Two or More Races",6
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"ELEMENTARY","White",71
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"ELEMENTARY","Black or African American",40
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"ELEMENTARY","Asian",11
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"ELEMENTARY","Hispanic",656
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"ELEMENTARY","Two or More Races",27
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"ELEMENTARY","White",75
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"ELEMENTARY","Black or African American",20
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"ELEMENTARY","Asian",40
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"ELEMENTARY","Hispanic",255
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"ELEMENTARY","Two or More Races",22
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"ELEMENTARY","White",230
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"HIGH SCHOOL","Black or African American",104
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"HIGH SCHOOL","American Indian or Alaska Native",6
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"HIGH SCHOOL","Asian",156
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"HIGH SCHOOL","Hispanic",1004
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"HIGH SCHOOL","Two or More Races",134
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"HIGH SCHOOL","White",1489
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"ELEMENTARY","Black or African American",16
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"ELEMENTARY","Asian",6
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"ELEMENTARY","Hispanic",205
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"ELEMENTARY","Two or More Races",28
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"ELEMENTARY","White",389
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"ELEMENTARY","Black or African American",27
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"ELEMENTARY","Asian",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"ELEMENTARY","Hispanic",232
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"ELEMENTARY","Two or More Races",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"ELEMENTARY","White",11
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"ELEMENTARY","Black or African American",18
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"ELEMENTARY","Asian",7
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"ELEMENTARY","Hispanic",309
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"ELEMENTARY","Two or More Races",5
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"ELEMENTARY","White",15
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"ELEMENTARY","Black or African American",8
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"ELEMENTARY","Asian",17
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"ELEMENTARY","Hispanic",79
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"ELEMENTARY","Two or More Races",26
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRYKER WOODS EL",227901110,"ELEMENTARY","White",311
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"MIDDLE SCHOOL","Black or African American",89
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"MIDDLE SCHOOL","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"MIDDLE SCHOOL","Asian",23
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"MIDDLE SCHOOL","Hispanic",867
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"MIDDLE SCHOOL","Two or More Races",14
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BURNET M S",227901046,"MIDDLE SCHOOL","White",44
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"ELEMENTARY","Black or African American",111
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"ELEMENTARY","Asian",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"ELEMENTARY","Hispanic",69
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"ELEMENTARY","Two or More Races",6
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CAMPBELL EL",227901111,"ELEMENTARY","White",8
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"ELEMENTARY","Black or African American",30
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"ELEMENTARY","Asian",16
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"ELEMENTARY","Hispanic",438
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"ELEMENTARY","Two or More Races",28
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASEY EL",227901173,"ELEMENTARY","White",121
