PEIMS DATA FOR SCHOOL YEAR 2016-2017
STUDENT COUNTS LESS THAN 5 BUT NOT 0 AND RELATED INFORMATION ARE MASKED WITH "-9999999" IN COMPLIANCE WITH FERPA.
"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Grade Group","Ethnicity Name","Enrollment by Ethnicity"
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"ELEMENTARY","Black or African American",7
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"ELEMENTARY","Asian",30
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"ELEMENTARY","Hispanic",88
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"ELEMENTARY","Two or More Races",34
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CASIS EL",227901112,"ELEMENTARY","White",656
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"ELEMENTARY","Black or African American",6
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"ELEMENTARY","Asian",132
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"ELEMENTARY","Hispanic",117
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"ELEMENTARY","Two or More Races",32
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CLAYTON EL",227901184,"ELEMENTARY","White",566
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"ELEMENTARY","Black or African American",31
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"ELEMENTARY","Asian",6
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"ELEMENTARY","Hispanic",459
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"ELEMENTARY","Two or More Races",6
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COOK EL",227901161,"ELEMENTARY","White",18
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON MIDDLE",227901057,"MIDDLE SCHOOL","Black or African American",35
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON MIDDLE",227901057,"MIDDLE SCHOOL","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON MIDDLE",227901057,"MIDDLE SCHOOL","Asian",13
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON MIDDLE",227901057,"MIDDLE SCHOOL","Hispanic",368
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON MIDDLE",227901057,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON MIDDLE",227901057,"MIDDLE SCHOOL","Two or More Races",17
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COVINGTON MIDDLE",227901057,"MIDDLE SCHOOL","White",181
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"ELEMENTARY","Black or African American",43
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"ELEMENTARY","Asian",40
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"ELEMENTARY","Hispanic",346
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"ELEMENTARY","Two or More Races",49
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"COWAN EL",227901183,"ELEMENTARY","White",358
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"HIGH SCHOOL","Black or African American",102
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"HIGH SCHOOL","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"HIGH SCHOOL","Asian",17
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"HIGH SCHOOL","Hispanic",1128
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"HIGH SCHOOL","Two or More Races",25
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CROCKETT H S",227901008,"HIGH SCHOOL","White",240
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"ELEMENTARY","Black or African American",33
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"ELEMENTARY","Asian",14
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"ELEMENTARY","Hispanic",239
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"ELEMENTARY","Two or More Races",27
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"CUNNINGHAM EL",227901113,"ELEMENTARY","White",98
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"ELEMENTARY","Black or African American",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"ELEMENTARY","Asian",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"ELEMENTARY","Hispanic",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"ELEMENTARY","Two or More Races",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAEP- EL",227901115,"ELEMENTARY","White",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"ELEMENTARY","Black or African American",42
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"ELEMENTARY","Asian",92
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"ELEMENTARY","Hispanic",215
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"ELEMENTARY","Two or More Races",47
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAVIS EL",227901179,"ELEMENTARY","White",413
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"ELEMENTARY","Black or African American",30
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"ELEMENTARY","Asian",6
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"ELEMENTARY","Hispanic",254
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"ELEMENTARY","Two or More Races",6
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DAWSON EL",227901114,"ELEMENTARY","White",44
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"ELEMENTARY / SECONDARY","Black or African American",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"ELEMENTARY / SECONDARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"ELEMENTARY / SECONDARY","Asian",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"ELEMENTARY / SECONDARY","Hispanic",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"ELEMENTARY / SECONDARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"ELEMENTARY / SECONDARY","Two or More Races",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DELL CHILDREN'S MEDICAL CENTER",227901249,"ELEMENTARY / SECONDARY","White",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"MIDDLE SCHOOL","Black or African American",77
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"MIDDLE SCHOOL","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"MIDDLE SCHOOL","Asian",21
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"MIDDLE SCHOOL","Hispanic",475
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"MIDDLE SCHOOL","Two or More Races",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE MIDDLE",227901055,"MIDDLE SCHOOL","White",23
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"ELEMENTARY","Black or African American",21
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"ELEMENTARY","Asian",7
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"ELEMENTARY","Hispanic",171
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"ELEMENTARY","Two or More Races",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOBIE PK CENTER",227901192,"ELEMENTARY","White",5
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Black or African American",18
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Asian",87
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Hispanic",140
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","Two or More Races",38
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"DOSS EL",227901154,"ELEMENTARY","White",596
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"HIGH SCHOOL","Black or African American",83
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"HIGH SCHOOL","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"HIGH SCHOOL","Asian",7
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"HIGH SCHOOL","Hispanic",440
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"HIGH SCHOOL","Two or More Races",5
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"EASTSIDE MEMORIAL AT THE JOHNSTON",227901019,"HIGH SCHOOL","White",15
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"MIDDLE SCHOOL","Black or African American",66
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"MIDDLE SCHOOL","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"MIDDLE SCHOOL","Asian",23
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"MIDDLE SCHOOL","Hispanic",677
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"MIDDLE SCHOOL","Two or More Races",24
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"FULMORE M S",227901043,"MIDDLE SCHOOL","White",230
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Black or African American",28
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Asian",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Hispanic",510
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","Two or More Races",6
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GALINDO EL",227901176,"ELEMENTARY","White",42
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"MIDDLE SCHOOL","Black or African American",118
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"MIDDLE SCHOOL","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"MIDDLE SCHOOL","Asian",12
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"MIDDLE SCHOOL","Hispanic",278
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"MIDDLE SCHOOL","Two or More Races",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARCIA YMLA",227901064,"MIDDLE SCHOOL","White",10
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"HIGH SCHOOL","Black or African American",12
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"HIGH SCHOOL","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"HIGH SCHOOL","Asian",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"HIGH SCHOOL","Hispanic",95
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"HIGH SCHOOL","Two or More Races",11
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GARZA INDEPENDENCE H S",227901015,"HIGH SCHOOL","White",87
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"MIDDLE SCHOOL","Black or African American",22
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"MIDDLE SCHOOL","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"MIDDLE SCHOOL","Asian",93
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"MIDDLE SCHOOL","Hispanic",284
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"MIDDLE SCHOOL","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"MIDDLE SCHOOL","Two or More Races",57
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GORZYCKI MIDDLE",227901062,"MIDDLE SCHOOL","White",820
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Black or African American",57
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Asian",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Hispanic",398
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","Two or More Races",6
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GOVALLE EL",227901116,"ELEMENTARY","White",5
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"HIGH SCHOOL","Black or African American",15
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"HIGH SCHOOL","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"HIGH SCHOOL","Asian",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"HIGH SCHOOL","Hispanic",104
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"HIGH SCHOOL","Two or More Races",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY LANIER",227901026,"HIGH SCHOOL","White",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"HIGH SCHOOL","Black or African American",11
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"HIGH SCHOOL","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"HIGH SCHOOL","Asian",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"HIGH SCHOOL","Hispanic",142
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"HIGH SCHOOL","Native Hawaiian/Other or Pacific Islander",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"HIGH SCHOOL","Two or More Races",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRADUATION PREP ACADEMY TRAVIS",227901025,"HIGH SCHOOL","White",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","Black or African American",103
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","American Indian or Alaska Native",0
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","Asian",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","Hispanic",539
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","Two or More Races",8
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GRAHAM EL",227901159,"ELEMENTARY","White",33
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Black or African American",27
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Asian",22
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Hispanic",589
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","Two or More Races",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GUERRERO THOMPSON",227901186,"ELEMENTARY","White",23
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Black or African American",10
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Asian",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Hispanic",91
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","Two or More Races",27
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"GULLETT EL",227901117,"ELEMENTARY","White",420
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"ELEMENTARY","Black or African American",72
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"ELEMENTARY","American Indian or Alaska Native",-9999999
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"ELEMENTARY","Asian",26
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"ELEMENTARY","Hispanic",497
"2016-2017",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"HARRIS EL",227901118,"ELEMENTARY","Native Hawaiian/Other or Pacific Islander",0
