Texas Education Agency

Total Enrollment Counts in Student Program and Special Populations Reports

PEIMS Data 2014-2015

"SCOPE","AGG_LEVEL","YEAR","DISTRICT NUMBER","DISTRICT NAME","REGION","TOTAL ENROLLMENT","TOTAL G & T STUDENTS","TOTAL CTE STUDENTS","TOTAL LEP STUDENTS","TOTAL BILINGUAL STUDENTS","TOTAL ESL STUDENTS","TOTAL ECONOMICALLY DISADVANTAGED STUDENTS","TOTAL TITLE I STUDENTS","TOTAL AT RISK STUDENTS","TOTAL MILITARY CONNECTED STUDENTS","TOTAL FOSTER CARE STUDENTS","TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES","TOTAL DYSLEXIC STUDENTS"
"STATE","DISTRICT","2014-2015",074917,"SAM RAYBURN ISD",10,488,17,121,8,0,8,218,202,111,5,0,39,22
"STATE","DISTRICT","2014-2015",075901,"FLATONIA ISD",13,613,58,156,72,0,72,356,612,282,0,-9999999,52,10
"STATE","DISTRICT","2014-2015",075902,"LA GRANGE ISD",13,1885,145,283,225,95,128,932,1285,754,9,-9999999,149,17
"STATE","DISTRICT","2014-2015",075903,"SCHULENBURG ISD",13,713,48,226,86,0,83,420,713,365,-9999999,0,73,14
"STATE","DISTRICT","2014-2015",075906,"FAYETTEVILLE ISD",13,211,15,62,7,0,7,66,211,72,0,0,18,0
"STATE","DISTRICT","2014-2015",075908,"ROUND TOP-CARMINE ISD",13,284,7,94,21,0,21,87,33,80,0,0,30,8
"STATE","DISTRICT","2014-2015",076903,"ROBY CISD",14,277,-9999999,64,13,0,13,149,205,109,0,0,22,6
"STATE","DISTRICT","2014-2015",076904,"ROTAN ISD",14,255,6,65,15,0,13,143,127,113,0,0,27,8
"STATE","DISTRICT","2014-2015",077901,"FLOYDADA ISD",17,756,25,191,52,0,49,572,746,396,9,-9999999,59,41
"STATE","DISTRICT","2014-2015",077902,"LOCKNEY ISD",17,499,12,130,25,0,25,391,260,225,-9999999,0,44,51
"STATE","DISTRICT","2014-2015",078901,"CROWELL ISD",09,212,18,51,-9999999,0,-9999999,144,212,102,0,0,33,6
"STATE","DISTRICT","2014-2015",079901,"LAMAR CISD",04,28332,2320,6285,3993,1385,2589,11363,13345,13685,13,13,2390,335
"STATE","DISTRICT","2014-2015",079906,"NEEDVILLE ISD",04,2925,63,871,316,0,314,1104,411,1131,15,5,250,-9999999
"STATE","DISTRICT","2014-2015",079907,"FORT BEND ISD",04,72152,5125,15131,11294,3006,7579,26766,16922,31324,618,276,4571,709
"STATE","DISTRICT","2014-2015",079910,"STAFFORD MSD",04,3412,201,1081,542,397,229,2314,3411,1920,36,7,264,17
"STATE","DISTRICT","2014-2015",080901,"MOUNT VERNON ISD",08,1661,87,394,168,96,83,921,1660,667,-9999999,6,148,90
"STATE","DISTRICT","2014-2015",081902,"FAIRFIELD ISD",12,1764,90,391,120,0,118,883,1276,731,0,0,113,66
"STATE","DISTRICT","2014-2015",081904,"TEAGUE ISD",12,1309,130,373,79,0,79,669,1309,542,12,-9999999,102,68
"STATE","DISTRICT","2014-2015",081905,"WORTHAM ISD",12,481,33,125,16,0,16,235,481,208,5,0,33,29
"STATE","DISTRICT","2014-2015",081906,"DEW ISD",12,147,-9999999,0,5,0,5,69,147,41,-9999999,0,9,11
"STATE","DISTRICT","2014-2015",082902,"DILLEY ISD",20,1048,74,245,49,0,47,539,1048,732,-9999999,0,88,34
"STATE","DISTRICT","2014-2015",082903,"PEARSALL ISD",20,2363,151,519,119,70,41,1863,2363,1627,0,-9999999,207,71
"STATE","DISTRICT","2014-2015",083901,"SEAGRAVES ISD",17,598,34,174,129,0,113,373,598,449,-9999999,0,38,23
"STATE","DISTRICT","2014-2015",083902,"LOOP ISD",17,126,-9999999,41,11,0,11,54,126,56,0,0,6,8
"STATE","DISTRICT","2014-2015",083903,"SEMINOLE ISD",17,2831,141,801,376,76,296,1346,2794,1481,9,-9999999,205,161
"STATE","DISTRICT","2014-2015",084801,"MAINLAND PREPARATORY ACADEMY",04,437,7,0,-9999999,-9999999,0,365,436,179,-9999999,0,-9999999,0
"STATE","DISTRICT","2014-2015",084802,"ODYSSEY ACADEMY INC",04,761,23,0,182,51,169,629,761,404,-9999999,-9999999,67,38
"STATE","DISTRICT","2014-2015",084804,"AMBASSADORS PREPARATORY ACADEMY",04,308,31,0,0,0,0,258,308,10,5,0,18,0
"STATE","DISTRICT","2014-2015",084805,"PREMIER LEARNING ACADEMY",04,510,19,117,53,0,51,417,510,297,-9999999,0,28,-9999999
"STATE","DISTRICT","2014-2015",084901,"DICKINSON ISD",04,10418,545,1725,1183,832,243,6443,10315,5179,138,35,994,98
"STATE","DISTRICT","2014-2015",084902,"GALVESTON ISD",04,6974,361,1835,1218,690,529,5228,6974,3482,10,-9999999,502,99
"STATE","DISTRICT","2014-2015",084903,"HIGH ISLAND ISD",05,146,-9999999,27,0,0,0,93,0,58,0,0,10,6
"STATE","DISTRICT","2014-2015",084904,"LA MARQUE ISD",04,2306,62,241,157,0,151,1592,2306,1213,-9999999,7,254,41
"STATE","DISTRICT","2014-2015",084906,"TEXAS CITY ISD",04,6347,264,1522,452,316,112,4141,3331,2958,-9999999,15,511,177
"STATE","DISTRICT","2014-2015",084908,"HITCHCOCK ISD",04,1637,47,309,97,0,89,1303,1634,853,-9999999,-9999999,150,0
"STATE","DISTRICT","2014-2015",084909,"SANTA FE ISD",04,4659,217,921,121,0,115,1556,3174,2413,47,14,483,95
"STATE","DISTRICT","2014-2015",084910,"CLEAR CREEK ISD",04,40812,3845,12456,3978,1537,2399,10960,9132,15340,511,52,3985,618
"STATE","DISTRICT","2014-2015",084911,"FRIENDSWOOD ISD",04,6106,545,1866,159,0,157,485,63,1233,93,10,518,241
"STATE","DISTRICT","2014-2015",085902,"POST ISD",17,897,34,282,53,0,53,637,897,513,9,-9999999,104,21
"STATE","DISTRICT","2014-2015",085903,"SOUTHLAND ISD",17,157,6,58,0,0,0,118,157,79,0,0,9,13
"STATE","DISTRICT","2014-2015",086024,"DOSS CONSOLIDATED CSD",13,18,0,0,0,0,0,0,0,0,0,0,5,0
"STATE","DISTRICT","2014-2015",086901,"FREDERICKSBURG ISD",13,3009,221,785,384,180,196,1572,1923,1506,53,5,291,128
"STATE","DISTRICT","2014-2015",086902,"HARPER ISD",13,610,42,268,5,0,5,207,610,168,0,-9999999,68,11
"STATE","DISTRICT","2014-2015",087901,"GLASSCOCK COUNTY ISD",18,308,11,86,33,0,33,117,308,116,0,0,22,-9999999
"STATE","DISTRICT","2014-2015",088902,"GOLIAD ISD",03,1408,112,376,31,0,27,643,1407,587,11,13,134,22
"STATE","DISTRICT","2014-2015",089901,"GONZALES ISD",13,2800,200,645,401,206,182,1964,2800,1487,0,-9999999,264,134
"STATE","DISTRICT","2014-2015",089903,"NIXON-SMILEY CISD",13,1085,65,254,168,0,166,859,1077,777,-9999999,12,120,37
"STATE","DISTRICT","2014-2015",089905,"WAELDER ISD",13,315,19,76,81,0,80,287,315,205,6,0,23,15
"STATE","DISTRICT","2014-2015",090902,"LEFORS ISD",16,164,-9999999,62,5,0,5,100,164,46,0,0,10,-9999999
"STATE","DISTRICT","2014-2015",090903,"MCLEAN ISD",16,207,0,83,-9999999,0,-9999999,91,207,53,0,-9999999,16,12
"STATE","DISTRICT","2014-2015",090904,"PAMPA ISD",16,3838,256,905,680,288,373,2149,2400,2121,0,6,374,84
"STATE","DISTRICT","2014-2015",090905,"GRANDVIEW-HOPKINS ISD",16,42,0,0,0,0,0,15,0,0,-9999999,0,6,0
"STATE","DISTRICT","2014-2015",091901,"BELLS ISD",10,752,43,192,-9999999,0,-9999999,240,-9999999,136,0,-9999999,62,25
"STATE","DISTRICT","2014-2015",091902,"COLLINSVILLE ISD",10,535,23,196,33,0,33,244,203,216,0,0,29,-9999999
"STATE","DISTRICT","2014-2015",091903,"DENISON ISD",10,4544,138,1167,244,126,117,2952,1965,1937,8,-9999999,647,105
"STATE","DISTRICT","2014-2015",091905,"HOWE ISD",10,1024,37,284,44,0,44,463,409,413,-9999999,-9999999,86,41
"STATE","DISTRICT","2014-2015",091906,"SHERMAN ISD",10,7163,727,1511,1321,441,873,4756,6840,3674,6,6,823,340
"STATE","DISTRICT","2014-2015",091907,"TIOGA ISD",10,385,35,73,31,0,30,175,385,105,-9999999,-9999999,29,11
"STATE","DISTRICT","2014-2015",091908,"VAN ALSTYNE ISD",10,1399,115,437,29,0,29,390,545,367,0,0,110,106
"STATE","DISTRICT","2014-2015",091909,"WHITESBORO ISD",10,1573,72,365,51,0,51,778,766,611,-9999999,-9999999,157,25
"STATE","DISTRICT","2014-2015",091910,"WHITEWRIGHT ISD",10,775,51,294,19,0,19,347,530,213,0,5,60,22
"STATE","DISTRICT","2014-2015",091913,"POTTSBORO ISD",10,1387,64,371,8,0,8,556,394,552,-9999999,5,123,98
"STATE","DISTRICT","2014-2015",091914,"S AND S CISD",10,841,23,226,21,0,21,409,383,353,-9999999,-9999999,73,22
"STATE","DISTRICT","2014-2015",091917,"GUNTER ISD",10,797,72,228,57,0,57,244,310,249,5,-9999999,62,17
"STATE","DISTRICT","2014-2015",091918,"TOM BEAN ISD",10,686,23,215,6,0,6,331,309,218,0,0,90,6
"STATE","DISTRICT","2014-2015",092801,"EAST TEXAS CHARTER SCHOOLS",07,174,0,124,0,0,0,41,0,133,0,0,11,0
"STATE","DISTRICT","2014-2015",092901,"GLADEWATER ISD",07,1852,125,572,99,0,99,882,1305,901,6,16,230,37
"STATE","DISTRICT","2014-2015",092902,"KILGORE ISD",07,4054,155,1225,667,177,504,2394,2094,2040,19,26,293,176
"STATE","DISTRICT","2014-2015",092903,"LONGVIEW ISD",07,8781,443,1724,1546,886,483,6070,4176,4515,27,-9999999,725,197
"STATE","DISTRICT","2014-2015",092904,"PINE TREE ISD",07,4635,239,1325,680,476,101,2858,3337,2378,40,19,390,137
"STATE","DISTRICT","2014-2015",092906,"SABINE ISD",07,1404,112,439,112,0,110,610,1404,637,5,0,120,65
"STATE","DISTRICT","2014-2015",092907,"SPRING HILL ISD",07,1880,96,453,104,0,102,693,978,572,-9999999,-9999999,126,50
"STATE","DISTRICT","2014-2015",092908,"WHITE OAK ISD",07,1459,125,464,21,0,21,515,695,318,10,-9999999,107,45
"STATE","DISTRICT","2014-2015",093901,"ANDERSON-SHIRO CISD",06,823,61,266,42,0,42,332,823,338,-9999999,-9999999,62,38
"STATE","DISTRICT","2014-2015",093903,"IOLA ISD",06,452,14,168,-9999999,0,-9999999,204,451,141,0,0,34,11
"STATE","DISTRICT","2014-2015",093904,"NAVASOTA ISD",06,3055,86,756,537,162,364,2190,1643,1956,19,-9999999,202,24
"STATE","DISTRICT","2014-2015",093905,"RICHARDS ISD",06,144,0,48,0,0,0,89,144,19,0,0,10,13
"STATE","DISTRICT","2014-2015",094901,"SEGUIN ISD",13,7459,433,1722,760,507,226,5048,4399,3849,39,26,684,94
"STATE","DISTRICT","2014-2015",094902,"SCHERTZ-CIBOLO-U CITY ISD",20,14638,775,4317,494,481,185,4120,1385,6296,2676,87,1233,446
"STATE","DISTRICT","2014-2015",094903,"NAVARRO ISD",13,1741,128,442,48,0,47,673,926,503,22,8,130,98
"STATE","DISTRICT","2014-2015",094904,"MARION ISD",13,1421,109,354,52,0,50,611,694,528,34,-9999999,101,26
"STATE","DISTRICT","2014-2015",095901,"ABERNATHY ISD",17,779,79,208,21,0,21,419,777,389,14,0,69,21
"STATE","DISTRICT","2014-2015",095902,"COTTON CENTER ISD",17,112,-9999999,47,-9999999,0,-9999999,88,112,38,0,0,13,-9999999
"STATE","DISTRICT","2014-2015",095903,"HALE CENTER ISD",17,654,28,174,47,0,47,481,654,301,0,-9999999,50,23
"STATE","DISTRICT","2014-2015",095904,"PETERSBURG ISD",17,243,14,52,35,0,35,179,243,131,0,-9999999,21,0
"STATE","DISTRICT","2014-2015",095905,"PLAINVIEW ISD",17,5571,441,1404,326,232,86,4242,4094,3256,49,20,470,219
"STATE","DISTRICT","2014-2015",096904,"MEMPHIS ISD",16,538,38,133,57,0,57,374,538,225,-9999999,7,61,32
"STATE","DISTRICT","2014-2015",096905,"TURKEY-QUITAQUE ISD",16,189,9,79,9,0,9,91,189,60,-9999999,0,17,-9999999
"STATE","DISTRICT","2014-2015",097902,"HAMILTON ISD",12,755,48,224,30,0,29,386,755,293,0,-9999999,87,71
"STATE","DISTRICT","2014-2015",097903,"HICO ISD",12,573,10,181,47,0,47,338,573,258,-9999999,0,52,42
"STATE","DISTRICT","2014-2015",098901,"GRUVER ISD",16,449,33,154,85,0,85,197,449,200,0,0,29,12
"STATE","DISTRICT","2014-2015",098903,"PRINGLE-MORSE CISD",16,123,-9999999,0,17,0,17,57,123,66,0,-9999999,14,5
"STATE","DISTRICT","2014-2015",098904,"SPEARMAN ISD",16,879,49,188,187,0,186,500,639,445,-9999999,0,55,39
"STATE","DISTRICT","2014-2015",099902,"CHILLICOTHE ISD",09,183,20,72,39,0,39,146,183,102,0,5,19,-9999999
"STATE","DISTRICT","2014-2015",099903,"QUANAH ISD",09,552,33,133,7,0,7,418,552,165,6,-9999999,59,11
"STATE","DISTRICT","2014-2015",100903,"KOUNTZE ISD",05,1226,116,391,27,0,27,595,888,513,0,0,114,72
"STATE","DISTRICT","2014-2015",100904,"SILSBEE ISD",05,2787,154,924,48,0,48,1571,1994,1563,6,12,294,101
"STATE","DISTRICT","2014-2015",100905,"HARDIN-JEFFERSON ISD",05,2228,123,786,83,0,83,779,1089,772,-9999999,11,177,65
"STATE","DISTRICT","2014-2015",100907,"LUMBERTON ISD",05,3889,194,990,87,0,85,1101,190,1410,36,-9999999,313,166
"STATE","DISTRICT","2014-2015",100908,"WEST HARDIN COUNTY CISD",05,584,40,184,-9999999,0,-9999999,275,584,310,0,0,49,35
"STATE","DISTRICT","2014-2015",101801,"MEDICAL CENTER CHARTER SCHOOL",04,326,29,0,89,0,77,259,90,244,0,-9999999,8,0
"STATE","DISTRICT","2014-2015",101802,"SER-NINOS CHARTER SCHOOL",04,1031,0,0,936,961,0,996,1031,971,0,0,41,0
"STATE","DISTRICT","2014-2015",101803,"ARISTOI CLASSICAL ACADEMY",04,539,0,0,31,0,27,100,539,168,-9999999,0,30,8
"STATE","DISTRICT","2014-2015",101804,"GEORGE I SANCHEZ CHARTER",04,738,0,390,341,99,242,669,738,634,0,0,50,0
"STATE","DISTRICT","2014-2015",101805,"GIRLS & BOYS PREPARATORY ACADEMY",04,745,0,78,170,0,153,711,738,461,0,0,52,0
"STATE","DISTRICT","2014-2015",101806,"RAUL YZAGUIRRE SCHOOL FOR SUCCESS",04,1290,31,258,657,569,136,1262,1290,752,0,0,91,0
"STATE","DISTRICT","2014-2015",101807,"UNIVERSITY OF HOUSTON CHARTER SCHO",04,139,0,0,-9999999,0,-9999999,36,45,29,0,0,10,-9999999
"STATE","DISTRICT","2014-2015",101809,"BAY AREA CHARTER INC",04,419,18,58,15,0,15,145,157,227,6,-9999999,57,32
"STATE","DISTRICT","2014-2015",101810,"ACADEMY OF ACCELERATED LEARNING IN",04,747,0,0,419,314,104,737,747,440,0,0,12,0
"STATE","DISTRICT","2014-2015",101811,"EXCEL ACADEMY",04,476,0,210,41,0,41,476,476,476,0,14,71,0
"STATE","DISTRICT","2014-2015",101813,"KIPP INC CHARTER",04,11240,0,441,3661,2180,1448,10316,10684,5712,22,10,541,59
"STATE","DISTRICT","2014-2015",101814,"THE VARNETT PUBLIC SCHOOL",04,1614,0,0,640,11,589,1594,1614,785,0,0,40,0
"STATE","DISTRICT","2014-2015",101815,"ALIEF MONTESSORI COMMUNITY SCHOOL",04,296,0,0,221,0,220,176,296,235,0,0,14,0
"STATE","DISTRICT","2014-2015",101819,"AMIGOS POR VIDA-FRIENDS FOR LIFE P",04,500,0,0,461,387,85,493,500,473,0,0,21,0
"STATE","DISTRICT","2014-2015",101821,"HOUSTON HEIGHTS HIGH SCHOOL",04,211,10,166,0,0,0,181,211,168,0,0,13,0
"STATE","DISTRICT","2014-2015",101828,"HOUSTON GATEWAY ACADEMY INC",04,1886,0,29,740,545,195,1712,1874,1381,0,0,57,0
"STATE","DISTRICT","2014-2015",101829,"HOUSTON HEIGHTS LEARNING ACADEMY I",04,166,0,0,5,0,5,164,165,12,0,0,9,0
"STATE","DISTRICT","2014-2015",101833,"LA AMISTAD LOVE & LEARNING ACADEMY",04,257,0,0,202,47,155,242,257,226,-9999999,0,32,0
"STATE","DISTRICT","2014-2015",101837,"CALVIN NELMS CHARTER SCHOOLS",04,303,0,247,5,0,5,84,0,179,0,0,23,0
"STATE","DISTRICT","2014-2015",101838,"SOUTHWEST SCHOOL",04,1991,0,393,986,625,325,1739,1598,1487,0,0,153,-9999999
"STATE","DISTRICT","2014-2015",101840,"TWO DIMENSIONS PREPARATORY ACADEMY",04,533,47,0,35,0,35,504,532,89,0,0,13,0
"STATE","DISTRICT","2014-2015",101842,"COMQUEST ACADEMY",04,60,0,35,-9999999,0,-9999999,39,60,59,0,0,-9999999,0
"STATE","DISTRICT","2014-2015",101845,"YES PREP PUBLIC SCHOOLS INC",04,8450,0,49,1173,0,1109,6991,8301,3112,27,-9999999,483,0
"STATE","DISTRICT","2014-2015",101846,"HARMONY SCIENCE ACADEMY",04,3471,236,382,740,0,687,2539,3471,1623,0,0,154,18
"STATE","DISTRICT","2014-2015",101847,"BEATRICE MAYES INSTITUTE CHARTER S",04,472,0,0,0,0,0,324,0,50,-9999999,0,31,0
"STATE","DISTRICT","2014-2015",101848,"NORTHWEST PREPARATORY",04,315,0,0,0,0,0,272,315,213,-9999999,-9999999,29,0
"STATE","DISTRICT","2014-2015",101849,"ACCELERATED INTERMEDIATE ACADEMY",04,254,0,0,98,0,97,243,254,148,0,0,19,0
"STATE","DISTRICT","2014-2015",101850,"ZOE LEARNING ACADEMY",04,493,0,0,0,0,0,336,490,108,0,-9999999,31,0
"STATE","DISTRICT","2014-2015",101853,"PROMISE COMMUNITY SCHOOL",04,1867,31,0,1071,635,411,1691,1867,1266,-9999999,6,169,-9999999
"STATE","DISTRICT","2014-2015",101855,"MEYERPARK ELEMENTARY",04,224,0,0,0,0,0,205,224,93,-9999999,0,11,0
"STATE","DISTRICT","2014-2015",101856,"DRAW ACADEMY",04,542,-9999999,0,422,406,14,542,542,424,0,0,9,0
"STATE","DISTRICT","2014-2015",101858,"HARMONY SCHOOL OF EXCELLENCE",04,4018,427,210,690,0,626,1954,3112,1498,0,0,196,33
"STATE","DISTRICT","2014-2015",101859,"STEP CHARTER SCHOOL",04,341,0,0,103,0,103,340,341,138,-9999999,0,40,0
"STATE","DISTRICT","2014-2015",101861,"THE RHODES SCHOOL",04,804,43,0,21,0,14,562,804,310,-9999999,0,33,0
"STATE","DISTRICT","2014-2015",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO",04,2949,306,323,455,0,423,1441,2949,1043,0,0,152,29
"STATE","DISTRICT","2014-2015",101864,"THE LAWSON ACADEMY",04,154,0,0,7,0,0,115,154,89,-9999999,-9999999,18,0
"STATE","DISTRICT","2014-2015",101865,"VICTORY PREP",04,634,0,240,0,0,0,560,632,199,0,0,41,0
"STATE","DISTRICT","2014-2015",101866,"GLOBAL LEARNING VILLAGE",04,69,0,0,0,0,0,26,24,6,0,0,0,0
"STATE","DISTRICT","2014-2015",101867,"FALLBROOK COLLEGE PREPARATORY ACAD",04,556,0,73,0,0,0,371,556,377,-9999999,-9999999,30,-9999999
"STATE","DISTRICT","2014-2015",101868,"THE PRO-VISION ACADEMY",04,356,0,60,-9999999,0,-9999999,335,263,270,-9999999,0,61,-9999999
"STATE","DISTRICT","2014-2015",101869,"C O R E ACADEMY",04,343,0,0,-9999999,0,-9999999,303,74,102,0,0,40,0
"STATE","DISTRICT","2014-2015",101902,"ALDINE ISD",04,69716,3017,18681,23355,15645,6923,57383,69361,49979,25,242,4753,2092
"STATE","DISTRICT","2014-2015",101903,"ALIEF ISD",04,47202,2116,8583,18798,9789,9090,37916,46851,33775,135,28,3532,1516
"STATE","DISTRICT","2014-2015",101905,"CHANNELVIEW ISD",04,9133,255,2312,2605,1858,634,7137,8998,5844,7,14,768,101
"STATE","DISTRICT","2014-2015",101906,"CROSBY ISD",04,5451,190,1052,512,231,124,2531,5435,2418,18,22,502,70
"STATE","DISTRICT","2014-2015",101907,"CYPRESS-FAIRBANKS ISD",04,113023,5416,34014,17685,7654,9160,55447,50783,51654,493,199,8277,1521
"STATE","DISTRICT","2014-2015",101908,"DEER PARK ISD",04,13140,776,2410,1476,944,657,5567,5956,4625,53,22,1311,632
"STATE","DISTRICT","2014-2015",101910,"GALENA PARK ISD",04,22725,1315,5562,7285,3526,3662,18187,22713,14414,9,67,1874,540
"STATE","DISTRICT","2014-2015",101911,"GOOSE CREEK CISD",04,23169,1706,5362,3076,2207,661,14315,11494,11870,13,40,2224,765
"STATE","DISTRICT","2014-2015",101912,"HOUSTON ISD",04,215225,33067,34170,64595,42697,17528,162340,200620,153946,179,168,16302,1533
"STATE","DISTRICT","2014-2015",101913,"HUMBLE ISD",04,39522,2538,8828,3416,1520,1860,13187,8334,16174,679,140,3081,647
"STATE","DISTRICT","2014-2015",101914,"KATY ISD",04,70330,4905,13547,11042,3600,7358,20057,13427,29666,335,72,6120,1563
"STATE","DISTRICT","2014-2015",101915,"KLEIN ISD",04,49402,2227,11455,6963,3248,3540,21203,8066,20451,451,368,4121,752
"STATE","DISTRICT","2014-2015",101916,"LA PORTE ISD",04,7648,715,1964,690,376,293,3693,7582,3423,39,10,787,269
"STATE","DISTRICT","2014-2015",101917,"PASADENA ISD",04,55577,2649,10899,16385,11985,3137,42667,40017,33415,198,52,5153,1746
"STATE","DISTRICT","2014-2015",101919,"SPRING ISD",04,36950,3365,12082,7884,4421,3256,26634,27077,22897,163,194,3014,435
"STATE","DISTRICT","2014-2015",101920,"SPRING BRANCH ISD",04,35110,2284,5765,12139,7651,4837,17749,17195,19310,24,7,2532,785
"STATE","DISTRICT","2014-2015",101921,"TOMBALL ISD",04,13238,1118,3489,1510,606,877,2930,3537,4156,110,24,1019,228
"STATE","DISTRICT","2014-2015",101924,"SHELDON ISD",04,7963,456,1844,2444,1623,907,6035,4190,5204,27,28,546,135
"STATE","DISTRICT","2014-2015",101925,"HUFFMAN ISD",04,3389,252,921,185,33,143,1138,1598,1225,42,8,261,63
"STATE","DISTRICT","2014-2015",102901,"KARNACK ISD",07,174,10,28,12,0,13,174,127,75,-9999999,-9999999,17,5
"STATE","DISTRICT","2014-2015",102902,"MARSHALL ISD",07,5547,808,1478,1018,505,481,4180,5547,2940,60,35,358,40
"STATE","DISTRICT","2014-2015",102903,"WASKOM ISD",07,912,54,320,97,0,88,538,910,475,10,5,83,28
"STATE","DISTRICT","2014-2015",102904,"HALLSVILLE ISD",07,4824,391,1496,174,0,174,1887,2257,1256,23,17,401,133
"STATE","DISTRICT","2014-2015",102905,"HARLETON ISD",07,746,48,211,6,0,6,279,324,328,-9999999,-9999999,77,0
"STATE","DISTRICT","2014-2015",102906,"ELYSIAN FIELDS ISD",07,992,53,324,6,0,6,458,446,430,8,0,103,16
"STATE","DISTRICT","2014-2015",103901,"CHANNING ISD",16,152,6,62,7,0,7,79,152,62,0,0,11,14
"STATE","DISTRICT","2014-2015",103902,"HARTLEY ISD",16,223,-9999999,47,82,0,82,169,223,118,0,0,10,-9999999
"STATE","DISTRICT","2014-2015",104901,"HASKELL CISD",14,615,15,186,13,0,13,383,615,232,8,-9999999,56,16
"STATE","DISTRICT","2014-2015",104903,"RULE ISD",14,122,6,46,6,0,6,94,122,79,0,0,18,12
"STATE","DISTRICT","2014-2015",104907,"PAINT CREEK ISD",14,133,-9999999,55,-9999999,0,-9999999,84,133,54,-9999999,0,13,8
"STATE","DISTRICT","2014-2015",105801,"KATHERINE ANNE PORTER SCHOOL",13,146,0,99,0,0,0,74,146,112,0,-9999999,14,-9999999
"STATE","DISTRICT","2014-2015",105802,"TEXAS PREPARATORY SCHOOL",13,280,0,0,0,0,0,195,280,123,0,-9999999,24,5
"STATE","DISTRICT","2014-2015",105902,"SAN MARCOS CISD",13,7755,555,1664,698,473,197,5534,6057,3599,8,14,798,274
"STATE","DISTRICT","2014-2015",105904,"DRIPPING SPRINGS ISD",13,5421,419,1382,244,71,167,676,1778,1268,50,19,526,208
"STATE","DISTRICT","2014-2015",105905,"WIMBERLEY ISD",13,2120,145,632,142,97,44,559,186,683,0,0,154,47
"STATE","DISTRICT","2014-2015",105906,"HAYS CISD",13,17948,1456,3618,2838,1480,1258,8922,10172,8497,422,35,1739,993
"STATE","DISTRICT","2014-2015",106901,"CANADIAN ISD",16,1050,34,240,152,0,152,420,796,440,-9999999,0,67,64
"STATE","DISTRICT","2014-2015",107901,"ATHENS ISD",07,3297,177,901,863,234,587,2458,3296,1965,13,7,277,106
"STATE","DISTRICT","2014-2015",107902,"BROWNSBORO ISD",07,2662,134,814,116,0,115,1381,2662,1121,31,8,256,211
"STATE","DISTRICT","2014-2015",107904,"CROSS ROADS ISD",07,585,22,180,7,0,7,259,585,257,0,0,63,36
"STATE","DISTRICT","2014-2015",107905,"EUSTACE ISD",07,1513,54,340,24,0,24,1033,1513,713,-9999999,-9999999,188,0
"STATE","DISTRICT","2014-2015",107906,"MALAKOFF ISD",07,1214,44,275,60,0,59,839,1209,513,9,12,136,16
"STATE","DISTRICT","2014-2015",107907,"TRINIDAD ISD",07,186,8,62,0,0,0,104,186,77,0,0,32,12
"STATE","DISTRICT","2014-2015",107908,"MURCHISON ISD",07,212,13,0,15,0,15,126,212,86,0,0,36,23
"STATE","DISTRICT","2014-2015",107910,"LAPOYNOR ISD",07,512,16,204,7,0,7,256,508,198,0,-9999999,46,9
"STATE","DISTRICT","2014-2015",108801,"IGNITE PUBLIC SCHOOLS AND COMMUNIT",01,1219,0,375,367,271,88,979,1211,1117,0,0,70,0
"STATE","DISTRICT","2014-2015",108802,"SOUTH TEXAS EDUCATIONAL TECHNOLOGI",01,1125,0,0,427,374,17,773,1125,597,0,0,59,-9999999
"STATE","DISTRICT","2014-2015",108804,"MIDVALLEY ACADEMY CHARTER DISTRICT",01,324,0,49,27,0,27,292,324,294,-9999999,-9999999,18,0
"STATE","DISTRICT","2014-2015",108807,"IDEA PUBLIC SCHOOLS",01,19227,0,0,6351,4447,1779,16548,19227,9470,210,38,901,105
"STATE","DISTRICT","2014-2015",108808,"VANGUARD ACADEMY",01,2333,0,212,817,726,84,1897,2333,1283,11,-9999999,76,24
"STATE","DISTRICT","2014-2015",108809,"EXCELLENCE IN LEADERSHIP ACADEMY",01,185,0,0,130,130,0,159,74,161,0,0,11,0
"STATE","DISTRICT","2014-2015",108902,"DONNA ISD",01,15351,1401,2748,7498,5035,2455,12523,15351,12179,-9999999,9,1007,26
"STATE","DISTRICT","2014-2015",108903,"EDCOUCH-ELSA ISD",01,5049,601,1340,1380,847,525,5030,5049,3449,34,8,374,105
"STATE","DISTRICT","2014-2015",108904,"EDINBURG CISD",01,34285,2034,6642,10672,7581,2978,29102,34083,21197,173,21,2139,165
"STATE","DISTRICT","2014-2015",108905,"HIDALGO ISD",01,3261,322,840,1804,1159,642,2925,3261,2484,-9999999,-9999999,199,21
"STATE","DISTRICT","2014-2015",108906,"MCALLEN ISD",01,24692,2641,6617,7322,5258,2315,17822,23718,14999,37,60,2046,272
"STATE","DISTRICT","2014-2015",108907,"MERCEDES ISD",01,5769,776,1694,1584,1046,429,4110,5746,4109,16,18,367,112
"STATE","DISTRICT","2014-2015",108908,"MISSION CISD",01,15396,1453,4658,4682,3120,1405,12939,15396,9491,29,14,1154,146
"STATE","DISTRICT","2014-2015",108909,"PHARR-SAN JUAN-ALAMO ISD",01,32288,2657,7844,13998,10088,4665,28517,32288,25460,96,51,1947,89
