PEIMS DATA FOR SCHOOL YEAR 2015-2016
STUDENT COUNTS LESS THAN 5 BUT NOT 0 AND RELATED INFORMATION ARE MASKED WITH "-9999999" IN COMPLIANCE WITH FERPA.
"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Grade Level Name","Enrollment by Grade Level"
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ST HOSPITAL",227901250,"Grade  9",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ST HOSPITAL",227901250,"Grade 10",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"AUSTIN ST HOSPITAL",227901250,"Grade 11",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"Grade  6",303
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"Grade  7",279
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BAILEY M S",227901059,"Grade  8",290
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Early Education",10
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Pre-kindergarten",44
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Kindergarten",111
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Grade  1",107
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Grade  2",130
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Grade  3",139
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Grade  4",117
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Grade  5",129
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Early Education",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Kindergarten",144
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Grade  1",166
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Grade  2",169
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Grade  3",181
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Grade  4",171
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Grade  5",149
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Pre-kindergarten",101
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Kindergarten",79
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Grade  1",78
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Grade  2",78
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Grade  3",96
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Grade  4",75
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Grade  5",120
"2015-2016",13,"TRAVIS COUNTY","EANES ISD",227909,"BARTON CREEK EL",227909105,"Kindergarten",68
"2015-2016",13,"TRAVIS COUNTY","EANES ISD",227909,"BARTON CREEK EL",227909105,"Grade  1",62
"2015-2016",13,"TRAVIS COUNTY","EANES ISD",227909,"BARTON CREEK EL",227909105,"Grade  2",76
"2015-2016",13,"TRAVIS COUNTY","EANES ISD",227909,"BARTON CREEK EL",227909105,"Grade  3",94
"2015-2016",13,"TRAVIS COUNTY","EANES ISD",227909,"BARTON CREEK EL",227909105,"Grade  4",103
"2015-2016",13,"TRAVIS COUNTY","EANES ISD",227909,"BARTON CREEK EL",227909105,"Grade  5",102
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Kindergarten",55
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Grade  1",63
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Grade  2",63
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Grade  3",74
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Grade  4",61
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Grade  5",52
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Grade  6",39
"2015-2016",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"BATY EL",227910108,"Early Education",12
"2015-2016",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"BATY EL",227910108,"Pre-kindergarten",88
"2015-2016",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"BATY EL",227910108,"Kindergarten",115
"2015-2016",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"BATY EL",227910108,"Grade  1",115
"2015-2016",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"BATY EL",227910108,"Grade  2",107
"2015-2016",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"BATY EL",227910108,"Grade  3",120
"2015-2016",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"BATY EL",227910108,"Grade  4",110
"2015-2016",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"BATY EL",227910108,"Grade  5",101
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Early Education",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Pre-kindergarten",41
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Kindergarten",70
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Grade  1",74
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Grade  2",72
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Grade  3",37
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Grade  4",56
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Grade  5",26
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK MIDDLE",227901054,"Grade  6",275
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK MIDDLE",227901054,"Grade  7",304
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK MIDDLE",227901054,"Grade  8",329
"2015-2016",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"BEE CAVE EL",227913103,"Early Education",-9999999
"2015-2016",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"BEE CAVE EL",227913103,"Kindergarten",113
"2015-2016",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"BEE CAVE EL",227913103,"Grade  1",89
"2015-2016",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"BEE CAVE EL",227913103,"Grade  2",103
"2015-2016",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"BEE CAVE EL",227913103,"Grade  3",111
"2015-2016",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"BEE CAVE EL",227913103,"Grade  4",116
"2015-2016",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"BEE CAVE EL",227913103,"Grade  5",102
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Early Education",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Pre-kindergarten",32
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Kindergarten",47
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Grade  1",45
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Grade  2",53
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Grade  3",46
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Grade  4",36
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Grade  5",31
"2015-2016",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLAKE MANOR EL",227907105,"Early Education",-9999999
"2015-2016",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLAKE MANOR EL",227907105,"Pre-kindergarten",93
"2015-2016",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLAKE MANOR EL",227907105,"Kindergarten",79
"2015-2016",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLAKE MANOR EL",227907105,"Grade  1",106
"2015-2016",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLAKE MANOR EL",227907105,"Grade  2",97
"2015-2016",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLAKE MANOR EL",227907105,"Grade  3",100
"2015-2016",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLAKE MANOR EL",227907105,"Grade  4",111
"2015-2016",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLAKE MANOR EL",227907105,"Grade  5",95
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Early Education",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Pre-kindergarten",63
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Kindergarten",87
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Grade  1",68
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Grade  2",72
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Grade  3",77
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Grade  4",64
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLANTON EL",227901106,"Grade  5",46
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Early Education",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Kindergarten",132
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Grade  1",140
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Grade  2",156
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Grade  3",134
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Grade  4",145
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLAZIER EL",227901185,"Grade  5",133
"2015-2016",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLUEBONNET TRAIL EL",227907102,"Early Education",-9999999
"2015-2016",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLUEBONNET TRAIL EL",227907102,"Pre-kindergarten",89
"2015-2016",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLUEBONNET TRAIL EL",227907102,"Kindergarten",79
"2015-2016",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLUEBONNET TRAIL EL",227907102,"Grade  1",78
"2015-2016",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLUEBONNET TRAIL EL",227907102,"Grade  2",78
"2015-2016",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLUEBONNET TRAIL EL",227907102,"Grade  3",89
"2015-2016",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLUEBONNET TRAIL EL",227907102,"Grade  4",67
"2015-2016",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLUEBONNET TRAIL EL",227907102,"Grade  5",61
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Early Education",8
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Pre-kindergarten",101
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Kindergarten",89
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Grade  1",83
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Grade  2",74
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Grade  3",90
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Grade  4",62
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOONE EL",227901170,"Grade  5",66
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"Grade  9",820
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"Grade 10",716
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"Grade 11",684
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BOWIE H S",227901013,"Grade 12",692
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Pre-kindergarten",38
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Kindergarten",113
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Grade  1",111
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Grade  2",107
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Grade  3",83
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Grade  4",88
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BRENTWOOD EL",227901107,"Grade  5",77
"2015-2016",13,"TRAVIS COUNTY","EANES ISD",227909,"BRIDGE POINT EL",227909106,"Kindergarten",102
"2015-2016",13,"TRAVIS COUNTY","EANES ISD",227909,"BRIDGE POINT EL",227909106,"Grade  1",102
"2015-2016",13,"TRAVIS COUNTY","EANES ISD",227909,"BRIDGE POINT EL",227909106,"Grade  2",128
"2015-2016",13,"TRAVIS COUNTY","EANES ISD",227909,"BRIDGE POINT EL",227909106,"Grade  3",130
"2015-2016",13,"TRAVIS COUNTY","EANES ISD",227909,"BRIDGE POINT EL",227909106,"Grade  4",131
"2015-2016",13,"TRAVIS COUNTY","EANES ISD",227909,"BRIDGE POINT EL",227909106,"Grade  5",146
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Early Education",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Pre-kindergarten",28
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Kindergarten",36
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Grade  1",42
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Grade  2",41
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Grade  3",46
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Grade  4",30
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROOKE EL",227901108,"Grade  5",30
"2015-2016",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Early Education",6
"2015-2016",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Pre-kindergarten",34
"2015-2016",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Kindergarten",67
"2015-2016",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Grade  1",53
"2015-2016",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Grade  2",66
"2015-2016",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Grade  3",78
"2015-2016",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Grade  4",72
"2015-2016",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"BROOKHOLLOW EL",227904108,"Grade  5",80
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Early Education",-9999999
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Pre-kindergarten",51
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Kindergarten",62
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Grade  1",47
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Grade  2",56
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Grade  3",59
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Grade  4",45
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BROWN EL",227901109,"Grade  5",37
